reference_id,ticket_created,date_created,issue_date,issue_type,method,issue,state,type_of_call_or_messge,type_of_property_goods_or_services,allegation_verified,data_nature
8905301,2026-07-17T15:53:46.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),IA,,,False,public-reference-allegations-unverified
8908464,2026-07-18T02:03:56.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),SC,,,False,public-reference-allegations-unverified
8905402,2026-07-17T16:08:46.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,FL,,,False,public-reference-allegations-unverified
8908269,2026-07-18T00:37:08.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,PA,,,False,public-reference-allegations-unverified
8907182,2026-07-17T20:12:23.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,AL,,,False,public-reference-allegations-unverified
8908427,2026-07-18T01:46:47.000Z,2026-07-17T00:00:00.000,,Internet,Wireless,Availability,MI,,,False,public-reference-allegations-unverified
8906100,2026-07-17T17:46:02.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,NJ,,,False,public-reference-allegations-unverified
8908445,2026-07-18T01:57:40.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,CA,,,False,public-reference-allegations-unverified
8905146,2026-07-17T15:33:35.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,MD,Live Voice,Other Services,False,public-reference-allegations-unverified
8905815,2026-07-17T17:02:22.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,CO,Live Voice,,False,public-reference-allegations-unverified
8905066,2026-07-17T15:18:57.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,PA,Text Message,Other Services,False,public-reference-allegations-unverified
8907779,2026-07-17T22:02:09.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,GA,Prerecorded Voice,Health Insurance Services,False,public-reference-allegations-unverified
8906450,2026-07-17T18:31:44.000Z,2026-07-17T00:00:00.000,,Internet,Wireless,Availability,CO,,,False,public-reference-allegations-unverified
8905776,2026-07-17T16:57:05.000Z,2026-07-17T00:00:00.000,,Internet,Cable,Billing,MD,,,False,public-reference-allegations-unverified
8907448,2026-07-17T20:54:31.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Internet (VOIP),Unwanted Calls,IL,Prerecorded Voice,Other Services,False,public-reference-allegations-unverified
8904468,2026-07-17T13:06:42.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,TV,Broadcast,Indecency,NC,,,False,public-reference-allegations-unverified
8907517,2026-07-17T21:06:58.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,MA,,,False,public-reference-allegations-unverified
8905484,2026-07-17T16:21:34.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Internet (VOIP),Unwanted Calls,CO,Live Voice,Other Services,False,public-reference-allegations-unverified
8906245,2026-07-17T18:08:58.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wired,Unwanted Calls,AL,,,False,public-reference-allegations-unverified
8906880,2026-07-17T19:33:02.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,CA,,,False,public-reference-allegations-unverified
8906156,2026-07-17T17:56:44.000Z,2026-07-17T00:00:00.000,2026-07-15T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,CO,Live Voice,Other Services,False,public-reference-allegations-unverified
8904471,2026-07-17T13:07:51.000Z,2026-07-17T00:00:00.000,,Internet,Fiber,Equipment,OK,,,False,public-reference-allegations-unverified
8904404,2026-07-17T12:44:10.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,CO,Prerecorded Voice,Debt Relief/debt Consolidation Services,False,public-reference-allegations-unverified
8904941,2026-07-17T14:54:37.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,MA,Prerecorded Voice,Other Services,False,public-reference-allegations-unverified
8906513,2026-07-17T18:41:12.000Z,2026-07-17T00:00:00.000,,Phone,Wired,Equipment,FL,,,False,public-reference-allegations-unverified
8907755,2026-07-17T21:55:59.000Z,2026-07-17T00:00:00.000,,Internet,Wireless,Availability,VA,,,False,public-reference-allegations-unverified
8907417,2026-07-17T20:49:20.000Z,2026-07-17T00:00:00.000,,Internet,Fiber,Billing,AZ,,,False,public-reference-allegations-unverified
8907937,2026-07-17T22:39:38.000Z,2026-07-17T00:00:00.000,2026-05-01T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,NV,Live Voice,,False,public-reference-allegations-unverified
8907159,2026-07-17T20:08:43.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,TV,Broadcast,Indecency,ID,,,False,public-reference-allegations-unverified
8908067,2026-07-17T23:13:12.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,AZ,,,False,public-reference-allegations-unverified
8906456,2026-07-17T18:33:20.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,CA,,,False,public-reference-allegations-unverified
8904600,2026-07-17T13:47:28.000Z,2026-07-17T00:00:00.000,,Internet,Cable,Availability,NC,,,False,public-reference-allegations-unverified
8906074,2026-07-17T17:41:41.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,FL,Live Voice,,False,public-reference-allegations-unverified
8906315,2026-07-17T18:15:13.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,TV,,Indecency,NY,,,False,public-reference-allegations-unverified
8905963,2026-07-17T17:23:03.000Z,2026-07-17T00:00:00.000,2026-06-01T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,WA,Prerecorded Voice,,False,public-reference-allegations-unverified
8906755,2026-07-17T19:16:03.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Privacy,CA,,,False,public-reference-allegations-unverified
8907659,2026-07-17T21:35:31.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,GA,,,False,public-reference-allegations-unverified
8906194,2026-07-17T18:03:16.000Z,2026-07-17T00:00:00.000,,Phone,Wired,Equipment,VA,,,False,public-reference-allegations-unverified
8904994,2026-07-17T15:06:34.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,VA,Live Voice,,False,public-reference-allegations-unverified
8907356,2026-07-17T20:40:11.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),VA,,,False,public-reference-allegations-unverified
8904489,2026-07-17T13:15:10.000Z,2026-07-17T00:00:00.000,2026-07-13T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,FL,,,False,public-reference-allegations-unverified
8907609,2026-07-17T21:26:49.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,NC,Prerecorded Voice,Pay Day Loans Services,False,public-reference-allegations-unverified
8907247,2026-07-17T20:22:26.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,MO,Live Voice,Fraudulent Charges/orders Services,False,public-reference-allegations-unverified
8905505,2026-07-17T16:23:30.000Z,2026-07-17T00:00:00.000,2026-07-07T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,PA,Live Voice,,False,public-reference-allegations-unverified
8906103,2026-07-17T17:46:14.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,NJ,,,False,public-reference-allegations-unverified
8906867,2026-07-17T19:31:50.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,TX,,,False,public-reference-allegations-unverified
8906673,2026-07-17T19:06:07.000Z,2026-07-17T00:00:00.000,,Internet,Wireless,Interference,CA,,,False,public-reference-allegations-unverified
8903963,2026-07-17T04:05:20.000Z,2026-07-17T00:00:00.000,,TV,Satellite,Availability,CA,,,False,public-reference-allegations-unverified
8904011,2026-07-17T04:30:27.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,NJ,,,False,public-reference-allegations-unverified
8905446,2026-07-17T16:16:48.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,MD,,,False,public-reference-allegations-unverified
8904054,2026-07-17T05:11:14.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,TX,,,False,public-reference-allegations-unverified
8906473,2026-07-17T18:35:22.000Z,2026-07-17T00:00:00.000,,TV,Satellite,Billing,CA,,,False,public-reference-allegations-unverified
8905880,2026-07-17T17:12:21.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),MA,,,False,public-reference-allegations-unverified
8908167,2026-07-17T23:50:08.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,CA,,,False,public-reference-allegations-unverified
8908528,2026-07-18T02:47:23.000Z,2026-07-17T00:00:00.000,,Internet,Wireless,Privacy,TX,,,False,public-reference-allegations-unverified
8905492,2026-07-17T16:22:17.000Z,2026-07-17T00:00:00.000,,TV,Satellite,Billing,AZ,,,False,public-reference-allegations-unverified
8907967,2026-07-17T22:45:43.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,TX,Prerecorded Voice,,False,public-reference-allegations-unverified
8906051,2026-07-17T17:37:06.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Internet (VOIP),Unwanted Calls,CO,Live Voice,,False,public-reference-allegations-unverified
8905417,2026-07-17T16:11:42.000Z,2026-07-17T00:00:00.000,,TV,Satellite,Availability,WA,,,False,public-reference-allegations-unverified
8906474,2026-07-17T18:35:22.000Z,2026-07-17T00:00:00.000,,Internet,Fiber,Billing,MN,,,False,public-reference-allegations-unverified
8908597,2026-07-18T03:30:53.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,CO,,,False,public-reference-allegations-unverified
8906875,2026-07-17T19:32:39.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,WI,Prerecorded Voice,,False,public-reference-allegations-unverified
8904287,2026-07-17T11:19:01.000Z,2026-07-17T00:00:00.000,2026-07-15T00:00:00.000,Phone,Wired,Unwanted Calls,FL,Prerecorded Voice,,False,public-reference-allegations-unverified
8907830,2026-07-17T22:18:09.000Z,2026-07-17T00:00:00.000,,TV,Broadcast,Availability,CA,,,False,public-reference-allegations-unverified
8907368,2026-07-17T20:42:32.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,VA,Live Voice,Health Insurance Services,False,public-reference-allegations-unverified
8904208,2026-07-17T09:22:47.000Z,2026-07-17T00:00:00.000,,TV,Broadcast,Availability,PA,,,False,public-reference-allegations-unverified
8907142,2026-07-17T20:06:47.000Z,2026-07-17T00:00:00.000,,TV,Broadcast,Interference,IL,,,False,public-reference-allegations-unverified
8905730,2026-07-17T16:51:39.000Z,2026-07-17T00:00:00.000,,TV,Cable,Billing,MA,,,False,public-reference-allegations-unverified
8905181,2026-07-17T15:36:57.000Z,2026-07-17T00:00:00.000,,Internet,Wireless,Availability,MO,,,False,public-reference-allegations-unverified
8904770,2026-07-17T14:22:39.000Z,2026-07-17T00:00:00.000,2026-05-13T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,NY,Live Voice,Banks/financial Impersonations Services,False,public-reference-allegations-unverified
8905699,2026-07-17T16:48:01.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,Radio,Broadcast,Indecency,OH,,,False,public-reference-allegations-unverified
8905092,2026-07-17T15:25:24.000Z,2026-07-17T00:00:00.000,,Internet,Fiber,Billing,TX,,,False,public-reference-allegations-unverified
8904039,2026-07-17T04:56:36.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,GA,,,False,public-reference-allegations-unverified
8905581,2026-07-17T16:32:57.000Z,2026-07-17T00:00:00.000,2023-11-01T00:00:00.000,Phone,Wired,Unwanted Calls,AZ,Live Voice,Health Insurance Services,False,public-reference-allegations-unverified
8904883,2026-07-17T14:44:52.000Z,2026-07-17T00:00:00.000,,TV,Cable,Interference,NY,,,False,public-reference-allegations-unverified
8907706,2026-07-17T21:46:06.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,TX,,,False,public-reference-allegations-unverified
8907770,2026-07-17T21:59:57.000Z,2026-07-17T00:00:00.000,,Internet,Cable,Availability,VA,,,False,public-reference-allegations-unverified
8904340,2026-07-17T12:07:24.000Z,2026-07-17T00:00:00.000,2026-07-15T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,FL,Live Voice,,False,public-reference-allegations-unverified
8904380,2026-07-17T12:32:11.000Z,2026-07-17T00:00:00.000,,Internet,Wireless,Billing,GA,,,False,public-reference-allegations-unverified
8906476,2026-07-17T18:35:36.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,PA,Text Message,Other Services,False,public-reference-allegations-unverified
8905018,2026-07-17T15:11:21.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,NJ,,,False,public-reference-allegations-unverified
8904827,2026-07-17T14:31:13.000Z,2026-07-17T00:00:00.000,2026-01-01T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,FL,Live Voice,Health Insurance Services,False,public-reference-allegations-unverified
8904089,2026-07-17T06:01:32.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),OH,,,False,public-reference-allegations-unverified
8906800,2026-07-17T19:22:40.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,WI,Live Voice,Health Insurance Services,False,public-reference-allegations-unverified
8904944,2026-07-17T14:55:11.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Privacy,CA,,,False,public-reference-allegations-unverified
8905329,2026-07-17T15:56:51.000Z,2026-07-17T00:00:00.000,,Phone,Internet (VOIP),Availability (including rural call completion),NJ,,,False,public-reference-allegations-unverified
8907031,2026-07-17T19:52:26.000Z,2026-07-17T00:00:00.000,,TV,Broadcast,Availability,NM,,,False,public-reference-allegations-unverified
8904177,2026-07-17T08:34:16.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,OK,Live Voice,Business Loans Services,False,public-reference-allegations-unverified
8907193,2026-07-17T20:14:09.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,IL,Text Message,Donations/charities Services,False,public-reference-allegations-unverified
8908636,2026-07-18T03:58:53.000Z,2026-07-17T00:00:00.000,,Internet,Cable,Availability,FL,,,False,public-reference-allegations-unverified
8905004,2026-07-17T15:08:40.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Emergency,Interference,Interference,OH,,,False,public-reference-allegations-unverified
8904381,2026-07-17T12:33:25.000Z,2026-07-17T00:00:00.000,,TV,Broadcast,Availability,MI,,,False,public-reference-allegations-unverified
8907284,2026-07-17T20:28:24.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,OR,,,False,public-reference-allegations-unverified
8908366,2026-07-18T01:17:42.000Z,2026-07-17T00:00:00.000,,Internet,Cable,Billing,IL,,,False,public-reference-allegations-unverified
8904005,2026-07-17T04:28:59.000Z,2026-07-17T00:00:00.000,,Internet,Cable,Interference,AZ,,,False,public-reference-allegations-unverified
8906283,2026-07-17T18:12:25.000Z,2026-07-17T00:00:00.000,2026-07-03T00:00:00.000,Phone,Wired,Unwanted Calls,OH,,,False,public-reference-allegations-unverified
8908501,2026-07-18T02:20:20.000Z,2026-07-17T00:00:00.000,2026-07-14T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,VA,Prerecorded Voice,Debt Relief/debt Consolidation Services,False,public-reference-allegations-unverified
8905317,2026-07-17T15:55:19.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,AZ,Live Voice,Health Insurance Services,False,public-reference-allegations-unverified
8904547,2026-07-17T13:34:32.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,MA,Prerecorded Voice,Irs Services,False,public-reference-allegations-unverified
8904061,2026-07-17T05:16:28.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Privacy,CA,,,False,public-reference-allegations-unverified
8905801,2026-07-17T17:00:14.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,NY,,,False,public-reference-allegations-unverified
8905549,2026-07-17T16:28:44.000Z,2026-07-17T00:00:00.000,2026-07-01T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,FL,Prerecorded Voice,Irs Services,False,public-reference-allegations-unverified
8905076,2026-07-17T15:20:27.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,AL,Prerecorded Voice,Business Loans Services,False,public-reference-allegations-unverified
8904146,2026-07-17T07:16:36.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,Phone,Wired,Unwanted Calls,NC,,,False,public-reference-allegations-unverified
8908402,2026-07-18T01:36:08.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,NC,,,False,public-reference-allegations-unverified
8905775,2026-07-17T16:56:45.000Z,2026-07-17T00:00:00.000,,Internet,Wireless,Equipment,PR,,,False,public-reference-allegations-unverified
8908592,2026-07-18T03:27:12.000Z,2026-07-17T00:00:00.000,,Phone,Wired,Number Portability (keeping your number if you change providers),CA,,,False,public-reference-allegations-unverified
8904132,2026-07-17T07:02:29.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,NC,,,False,public-reference-allegations-unverified
8906282,2026-07-17T18:12:23.000Z,2026-07-17T00:00:00.000,2026-07-13T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,NC,,,False,public-reference-allegations-unverified
8907933,2026-07-17T22:39:03.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,NY,,,False,public-reference-allegations-unverified
8907380,2026-07-17T20:44:14.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,CA,,,False,public-reference-allegations-unverified
8905131,2026-07-17T15:30:20.000Z,2026-07-17T00:00:00.000,,TV,Cable,Availability,KY,,,False,public-reference-allegations-unverified
8906720,2026-07-17T19:11:49.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,MN,,,False,public-reference-allegations-unverified
8904327,2026-07-17T12:00:56.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),NY,,,False,public-reference-allegations-unverified
8906031,2026-07-17T17:32:50.000Z,2026-07-17T00:00:00.000,,TV,Cable,Billing,MI,,,False,public-reference-allegations-unverified
8905054,2026-07-17T15:17:38.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,IN,,,False,public-reference-allegations-unverified
8904275,2026-07-17T11:11:04.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,Phone,Wired,Unwanted Calls,FL,Prerecorded Voice,,False,public-reference-allegations-unverified
8905604,2026-07-17T16:37:51.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,TV,Satellite,Indecency,WA,,,False,public-reference-allegations-unverified
8907327,2026-07-17T20:35:27.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Internet (VOIP),Unwanted Calls,CO,Prerecorded Voice,Other Services,False,public-reference-allegations-unverified
8905162,2026-07-17T15:35:03.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,MD,,,False,public-reference-allegations-unverified
8908471,2026-07-18T02:07:32.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,NJ,,,False,public-reference-allegations-unverified
8908105,2026-07-17T23:27:04.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,NC,,,False,public-reference-allegations-unverified
8904465,2026-07-17T13:06:34.000Z,2026-07-17T00:00:00.000,2026-06-12T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,IN,,,False,public-reference-allegations-unverified
8906406,2026-07-17T18:24:53.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,NC,Live Voice,Home Improvement Services,False,public-reference-allegations-unverified
8905099,2026-07-17T15:26:58.000Z,2026-07-17T00:00:00.000,,TV,Cable,Billing,FL,,,False,public-reference-allegations-unverified
8907383,2026-07-17T20:44:24.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,TX,,,False,public-reference-allegations-unverified
8908204,2026-07-18T00:05:45.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,CA,Prerecorded Voice,Credit Card Debt Services,False,public-reference-allegations-unverified
8905227,2026-07-17T15:42:33.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,MA,Prerecorded Voice,Donations/charities Services,False,public-reference-allegations-unverified
8904961,2026-07-17T14:58:32.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Internet (VOIP),Unwanted Calls,CO,Live Voice,Other Services,False,public-reference-allegations-unverified
8908214,2026-07-18T00:09:04.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,NC,,,False,public-reference-allegations-unverified
8905842,2026-07-17T17:07:17.000Z,2026-07-17T00:00:00.000,,TV,Cable,Availability,NC,,,False,public-reference-allegations-unverified
8905167,2026-07-17T15:35:24.000Z,2026-07-17T00:00:00.000,,Phone,Internet (VOIP),Availability (including rural call completion),MO,,,False,public-reference-allegations-unverified
8908282,2026-07-18T00:41:05.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),SC,,,False,public-reference-allegations-unverified
8907582,2026-07-17T21:19:44.000Z,2026-07-17T00:00:00.000,,TV,Satellite,Availability,TX,,,False,public-reference-allegations-unverified
8904897,2026-07-17T14:47:10.000Z,2026-07-17T00:00:00.000,,Internet,Cable,Equipment,NJ,,,False,public-reference-allegations-unverified
8905872,2026-07-17T17:11:37.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,VA,Live Voice,Other Services,False,public-reference-allegations-unverified
8905585,2026-07-17T16:33:24.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,CA,,,False,public-reference-allegations-unverified
8904970,2026-07-17T15:00:37.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Radio,,Indecency,MN,,,False,public-reference-allegations-unverified
8907709,2026-07-17T21:46:37.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),TX,,,False,public-reference-allegations-unverified
8907941,2026-07-17T22:40:10.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),CA,,,False,public-reference-allegations-unverified
8908128,2026-07-17T23:35:35.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,KY,,,False,public-reference-allegations-unverified
8905960,2026-07-17T17:22:15.000Z,2026-07-17T00:00:00.000,2026-07-16T00:00:00.000,Accessibility,,Emergency Information on TV,TX,,,False,public-reference-allegations-unverified
8907442,2026-07-17T20:53:48.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,FL,Live Voice,,False,public-reference-allegations-unverified
8906471,2026-07-17T18:35:17.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Internet (VOIP),Unwanted Calls,CT,Live Voice,Home Improvement Services,False,public-reference-allegations-unverified
8906930,2026-07-17T19:39:18.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,DE,Prerecorded Voice,Debt Relief/debt Consolidation Services,False,public-reference-allegations-unverified
8905455,2026-07-17T16:18:26.000Z,2026-07-17T00:00:00.000,,TV,,Availability,TX,,,False,public-reference-allegations-unverified
8904383,2026-07-17T12:33:49.000Z,2026-07-17T00:00:00.000,,Phone,Internet (VOIP),Equipment,MI,,,False,public-reference-allegations-unverified
8906231,2026-07-17T18:07:45.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Internet (VOIP),Unwanted Calls,CO,Prerecorded Voice,Health Insurance Services,False,public-reference-allegations-unverified
8906128,2026-07-17T17:52:07.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,FL,Text Message,Other Services,False,public-reference-allegations-unverified
8906346,2026-07-17T18:19:09.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),OK,,,False,public-reference-allegations-unverified
8904481,2026-07-17T13:11:38.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,IN,Live Voice,Health Insurance Services,False,public-reference-allegations-unverified
8907612,2026-07-17T21:27:47.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Equipment,MD,,,False,public-reference-allegations-unverified
8904341,2026-07-17T12:07:39.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,CA,,,False,public-reference-allegations-unverified
8906163,2026-07-17T17:57:37.000Z,2026-07-17T00:00:00.000,,TV,Cable,Billing,OK,,,False,public-reference-allegations-unverified
8904066,2026-07-17T05:24:35.000Z,2026-07-17T00:00:00.000,,Phone,Wireless (cell phone/other mobile device),Billing,MA,,,False,public-reference-allegations-unverified
8908619,2026-07-18T03:49:26.000Z,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,TX,Live Voice,,False,public-reference-allegations-unverified
