year_month,product,price,category
2023-05,西红柿,5.33,茄果
2023-05,黄瓜,4.53,瓜菜
2023-05,土豆,3.27,根茎
2023-05,白萝卜,2.29,根茎
2023-05,洋葱,2.95,根茎
2023-05,苹果,6.98,水果
2023-05,梨,5.86,水果
2023-05,香蕉,5.12,水果
2023-05,猪肉,22.07,畜产品
2023-05,鸡蛋,8.94,畜产品
2023-05,草鱼,15.55,水产品
2023-06,大白菜,2.71,叶菜
2023-06,西红柿,5.06,茄果
2023-06,黄瓜,4.27,瓜菜
2023-06,土豆,3.09,根茎
2023-06,白萝卜,2.19,根茎
2023-06,洋葱,2.86,根茎
2023-06,苹果,6.92,水果
2023-06,梨,5.96,水果
2023-06,香蕉,5.31,水果
2023-06,猪肉,23.30,畜产品
2023-06,鸡蛋,9.50,畜产品
2023-06,草鱼,16.50,水产品
2023-07,大白菜,2.56,叶菜
2023-07,西红柿,4.77,茄果
2023-07,黄瓜,4.04,瓜菜
2023-07,土豆,2.96,根茎
2023-07,白萝卜,2.14,根茎
2023-07,洋葱,2.87,根茎
2023-07,苹果,7.10,水果
2023-07,梨,6.23,水果
2023-07,香蕉,5.63,水果
2023-07,猪肉,24.79,畜产品
2023-07,鸡蛋,10.05,畜产品
2023-07,草鱼,17.26,水产品
2023-08,大白菜,2.42,叶菜
2023-08,西红柿,4.53,茄果
2023-08,黄瓜,3.91,瓜菜
2023-08,土豆,2.93,根茎
2023-08,白萝卜,2.17,根茎
2023-08,洋葱,2.97,根茎
2023-08,苹果,7.47,水果
2023-08,梨,6.62,水果
2023-08,香蕉,5.97,水果
2023-08,猪肉,26.14,畜产品
2023-08,鸡蛋,10.44,畜产品
2023-08,草鱼,17.62,水产品
2023-09,大白菜,2.32,叶菜
2023-09,西红柿,4.41,茄果
2023-09,黄瓜,3.90,瓜菜
2023-09,土豆,2.99,根茎
2023-09,白萝卜,2.26,根茎
2023-09,洋葱,3.13,根茎
2023-09,苹果,7.95,水果
2023-09,梨,7.01,水果
2023-09,香蕉,6.25,水果
2023-09,猪肉,26.98,畜产品
2023-09,鸡蛋,10.58,畜产品
2023-09,草鱼,17.49,水产品
2023-10,大白菜,2.28,叶菜
2023-10,西红柿,4.45,茄果
2023-10,黄瓜,4.02,瓜菜
2023-10,土豆,3.14,根茎
2023-10,白萝卜,2.39,根茎
2023-10,洋葱,3.32,根茎
2023-10,苹果,8.39,水果
2023-10,梨,7.30,水果
2023-10,香蕉,6.40,水果
2023-10,猪肉,27.09,畜产品
2023-10,鸡蛋,10.41,畜产品
2023-10,草鱼,16.90,水产品
2023-11,大白菜,2.33,叶菜
2023-11,西红柿,4.62,茄果
2023-11,黄瓜,4.24,瓜菜
2023-11,土豆,3.33,根茎
2023-11,白萝卜,2.53,根茎
2023-11,洋葱,3.49,根茎
2023-11,苹果,8.68,水果
2023-11,梨,7.42,水果
2023-11,香蕉,6.38,水果
2023-11,猪肉,26.45,畜产品
2023-11,鸡蛋,10.00,畜产品
2023-11,草鱼,16.01,水产品
2023-12,大白菜,2.43,叶菜
2023-12,西红柿,4.90,茄果
2023-12,黄瓜,4.51,瓜菜
2023-12,土豆,3.52,根茎
2023-12,白萝卜,2.64,根茎
2023-12,洋葱,3.58,根茎
2023-12,苹果,8.75,水果
2023-12,梨,7.33,水果
2023-12,香蕉,6.19,水果
2023-12,猪肉,25.22,畜产品
2023-12,鸡蛋,9.45,畜产品
2023-12,草鱼,15.06,水产品
2024-01,大白菜,2.58,叶菜
2024-01,西红柿,5.20,茄果
2024-01,黄瓜,4.74,瓜菜
2024-01,土豆,3.65,根茎
2024-01,白萝卜,2.69,根茎
2024-01,洋葱,3.58,根茎
2024-01,苹果,8.57,水果
2024-01,梨,7.06,水果
2024-01,香蕉,5.89,水果
2024-01,猪肉,23.74,畜产品
2024-01,鸡蛋,8.90,畜产品
2024-01,草鱼,14.31,水产品
2024-02,大白菜,2.73,叶菜
2024-02,西红柿,5.44,茄果
2024-02,黄瓜,4.88,瓜菜
2024-02,土豆,3.69,根茎
2024-02,白萝卜,2.67,根茎
2024-02,洋葱,3.49,根茎
2024-02,苹果,8.20,水果
2024-02,梨,6.68,水果
2024-02,香蕉,5.55,水果
2024-02,猪肉,22.40,畜产品
2024-02,鸡蛋,8.52,畜产品
2024-02,草鱼,13.96,水产品
2024-03,大白菜,2.83,叶菜
2024-03,西红柿,5.57,茄果
2024-03,黄瓜,4.90,瓜菜
2024-03,土豆,3.63,根茎
2024-03,白萝卜,2.58,根茎
2024-03,洋葱,3.33,根茎
2024-03,苹果,7.74,水果
2024-03,梨,6.30,水果
2024-03,香蕉,5.27,水果
2024-03,猪肉,21.57,畜产品
2024-03,鸡蛋,8.39,畜产品
2024-03,草鱼,14.10,水产品
2024-04,大白菜,2.88,叶菜
2024-04,西红柿,5.54,茄果
2024-04,黄瓜,4.78,瓜菜
2024-04,土豆,3.49,根茎
2024-04,白萝卜,2.46,根茎
2024-04,洋葱,3.14,根茎
2024-04,苹果,7.30,水果
2024-04,梨,6.01,水果
2024-04,香蕉,5.13,水果
2024-04,猪肉,21.46,畜产品
2024-04,鸡蛋,8.56,畜产品
2024-04,草鱼,14.70,水产品
2024-05,大白菜,2.84,叶菜
2024-05,西红柿,5.36,茄果
2024-05,黄瓜,4.57,瓜菜
2024-05,土豆,3.30,根茎
2024-05,白萝卜,2.32,根茎
2024-05,洋葱,2.99,根茎
2024-05,苹果,7.02,水果
2024-05,梨,5.90,水果
2024-05,香蕉,5.16,水果
2024-05,猪肉,22.11,畜产品
2024-05,鸡蛋,8.99,畜产品
2024-05,草鱼,15.59,水产品
2024-06,大白菜,2.74,叶菜
2024-06,西红柿,5.09,茄果
2024-06,黄瓜,4.31,瓜菜
2024-06,土豆,3.12,根茎
2024-06,白萝卜,2.22,根茎
2024-06,洋葱,2.90,根茎
2024-06,苹果,6.96,水果
2024-06,梨,6.00,水果
2024-06,香蕉,5.36,水果
2024-06,猪肉,23.35,畜产品
2024-06,鸡蛋,9.55,畜产品
2024-06,草鱼,16.55,水产品
2024-07,大白菜,2.59,叶菜
2024-07,西红柿,4.80,茄果
2024-07,黄瓜,4.08,瓜菜
2024-07,土豆,3.00,根茎
2024-07,白萝卜,2.18,根茎
2024-07,洋葱,2.91,根茎
2024-07,苹果,7.14,水果
2024-07,梨,6.27,水果
2024-07,香蕉,5.67,水果
2024-07,猪肉,24.84,畜产品
2024-07,鸡蛋,10.10,畜产品
2024-07,草鱼,17.31,水产品
2024-08,大白菜,2.45,叶菜
2024-08,西红柿,4.56,茄果
2024-08,黄瓜,3.94,瓜菜
2024-08,土豆,2.96,根茎
2024-08,白萝卜,2.21,根茎
2024-08,洋葱,3.01,根茎
2024-08,苹果,7.52,水果
2024-08,梨,6.66,水果
2024-08,香蕉,6.01,水果
2024-08,猪肉,26.19,畜产品
2024-08,鸡蛋,10.49,畜产品
2024-08,草鱼,17.67,水产品
2024-09,大白菜,2.35,叶菜
2024-09,西红柿,4.44,茄果
2024-09,黄瓜,3.93,瓜菜
2024-09,土豆,3.03,根茎
2024-09,白萝卜,2.30,根茎
2024-09,洋葱,3.17,根茎
2024-09,苹果,7.99,水果
2024-09,梨,7.05,水果
2024-09,香蕉,6.30,水果
2024-09,猪肉,27.03,畜产品
2024-09,鸡蛋,10.62,畜产品
2024-09,草鱼,17.54,水产品
2024-10,大白菜,2.31,叶菜
2024-10,西红柿,4.48,茄果
2024-10,黄瓜,4.05,瓜菜
2024-10,土豆,3.17,根茎
2024-10,白萝卜,2.43,根茎
2024-10,洋葱,3.36,根茎
2024-10,苹果,8.43,水果
2024-10,梨,7.34,水果
2024-10,香蕉,6.45,水果
2024-10,猪肉,27.14,畜产品
2024-10,鸡蛋,10.46,畜产品
2024-10,草鱼,16.95,水产品
2024-11,大白菜,2.36,叶菜
2024-11,西红柿,4.66,茄果
2024-11,黄瓜,4.28,瓜菜
2024-11,土豆,3.37,根茎
2024-11,白萝卜,2.56,根茎
2024-11,洋葱,3.53,根茎
2024-11,苹果,8.72,水果
2024-11,梨,7.46,水果
2024-11,香蕉,6.43,水果
2024-11,猪肉,26.50,畜产品
2024-11,鸡蛋,10.05,畜产品
2024-11,草鱼,16.06,水产品
2024-12,大白菜,2.46,叶菜
2024-12,西红柿,4.93,茄果
2024-12,黄瓜,4.54,瓜菜
2024-12,土豆,3.55,根茎
2024-12,白萝卜,2.67,根茎
2024-12,洋葱,3.62,根茎
2024-12,苹果,8.79,水果
2024-12,梨,7.37,水果
2024-12,香蕉,6.23,水果
2024-12,猪肉,25.27,畜产品
2024-12,鸡蛋,9.49,畜产品
2024-12,草鱼,15.11,水产品
2025-01,大白菜,2.61,叶菜
2025-01,西红柿,5.23,茄果
2025-01,黄瓜,4.78,瓜菜
2025-01,土豆,3.68,根茎
2025-01,白萝卜,2.72,根茎
2025-01,洋葱,3.62,根茎
2025-01,苹果,8.61,水果
2025-01,梨,7.10,水果
2025-01,香蕉,5.93,水果
2025-01,猪肉,23.78,畜产品
2025-01,鸡蛋,8.95,畜产品
2025-01,草鱼,14.36,水产品
2025-02,大白菜,2.76,叶菜
2025-02,西红柿,5.47,茄果
2025-02,黄瓜,4.92,瓜菜
2025-02,土豆,3.72,根茎
2025-02,白萝卜,2.70,根茎
2025-02,洋葱,3.53,根茎
2025-02,苹果,8.24,水果
2025-02,梨,6.72,水果
2025-02,香蕉,5.59,水果
2025-02,猪肉,22.45,畜产品
2025-02,鸡蛋,8.57,畜产品
2025-02,草鱼,14.01,水产品
2025-03,大白菜,2.86,叶菜
2025-03,西红柿,5.60,茄果
2025-03,黄瓜,4.93,瓜菜
2025-03,土豆,3.66,根茎
2025-03,白萝卜,2.62,根茎
2025-03,洋葱,3.37,根茎
2025-03,苹果,7.78,水果
2025-03,梨,6.34,水果
2025-03,香蕉,5.32,水果
2025-03,猪肉,21.61,畜产品
2025-03,鸡蛋,8.44,畜产品
2025-03,草鱼,14.15,水产品
2025-04,大白菜,2.91,叶菜
2025-04,西红柿,5.57,茄果
2025-04,黄瓜,4.82,瓜菜
2025-04,土豆,3.52,根茎
2025-04,白萝卜,2.49,根茎
2025-04,洋葱,3.18,根茎
2025-04,苹果,7.34,水果
2025-04,梨,6.05,水果
2025-04,香蕉,5.17,水果
2025-04,猪肉,21.51,畜产品
2025-04,鸡蛋,8.61,畜产品
2025-04,草鱼,14.75,水产品
2025-05,大白菜,2.87,叶菜
2025-05,西红柿,5.39,茄果
2025-05,黄瓜,4.60,瓜菜
2025-05,土豆,3.34,根茎
2025-05,白萝卜,2.36,根茎
2025-05,洋葱,3.03,根茎
2025-05,苹果,7.06,水果
2025-05,梨,5.94,水果
2025-05,香蕉,5.20,水果
2025-05,猪肉,22.16,畜产品
2025-05,鸡蛋,9.03,畜产品
2025-05,草鱼,15.64,水产品
2025-06,大白菜,2.77,叶菜
2025-06,西红柿,5.12,茄果
2025-06,黄瓜,4.34,瓜菜
2025-06,土豆,3.16,根茎
2025-06,白萝卜,2.26,根茎
2025-06,洋葱,2.94,根茎
2025-06,苹果,7.00,水果
2025-06,梨,6.04,水果
2025-06,香蕉,5.40,水果
2025-06,猪肉,23.40,畜产品
2025-06,鸡蛋,9.59,畜产品
2025-06,草鱼,16.60,水产品
2025-07,大白菜,2.62,叶菜
2025-07,西红柿,4.83,茄果
2025-07,黄瓜,4.11,瓜菜
2025-07,土豆,3.03,根茎
2025-07,白萝卜,2.22,根茎
2025-07,洋葱,2.95,根茎
2025-07,苹果,7.18,水果
2025-07,梨,6.32,水果
2025-07,香蕉,5.71,水果
2025-07,猪肉,24.89,畜产品
2025-07,鸡蛋,10.14,畜产品
2025-07,草鱼,17.36,水产品
2025-08,大白菜,2.48,叶菜
2025-08,西红柿,4.59,茄果
2025-08,黄瓜,3.97,瓜菜
2025-08,土豆,3.00,根茎
2025-08,白萝卜,2.24,根茎
2025-08,洋葱,3.05,根茎
2025-08,苹果,7.56,水果
2025-08,梨,6.70,水果
2025-08,香蕉,6.06,水果
2025-08,猪肉,26.23,畜产品
2025-08,鸡蛋,10.54,畜产品
2025-08,草鱼,17.72,水产品
