task_id,received_at,category,subcategory,province,city,channel,priority,external_lookup_scenario,routing_queue,evidence_complete,allegation_verified,aggregate_anchor,aggregate_share,data_nature
CN-TEL-2025Q2-0240,2025-07-03T03:49:00,资费争议,账单明细异议,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0241,2025-07-03T04:00:00,资费争议,流量超套计费,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0242,2025-07-03T04:11:00,资费争议,合约套餐变更,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0243,2025-07-03T04:22:00,资费争议,账单明细异议,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0244,2025-07-03T04:33:00,资费争议,流量超套计费,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0245,2025-07-03T04:44:00,资费争议,合约套餐变更,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0246,2025-07-03T04:55:00,资费争议,账单明细异议,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0247,2025-07-03T05:06:00,资费争议,流量超套计费,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0248,2025-07-03T05:17:00,资费争议,合约套餐变更,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0249,2025-07-03T05:28:00,资费争议,账单明细异议,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0250,2025-07-03T05:39:00,资费争议,流量超套计费,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0251,2025-07-03T05:50:00,资费争议,合约套餐变更,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0252,2025-07-03T06:01:00,资费争议,账单明细异议,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0253,2025-07-03T06:12:00,资费争议,流量超套计费,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0254,2025-07-03T06:23:00,资费争议,合约套餐变更,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0255,2025-07-03T06:34:00,资费争议,账单明细异议,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0256,2025-07-03T06:45:00,资费争议,流量超套计费,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0257,2025-07-03T06:56:00,资费争议,合约套餐变更,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0258,2025-07-03T07:07:00,资费争议,账单明细异议,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0259,2025-07-03T07:18:00,资费争议,流量超套计费,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0260,2025-07-03T07:29:00,资费争议,合约套餐变更,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0261,2025-07-03T07:40:00,资费争议,账单明细异议,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0262,2025-07-03T07:51:00,资费争议,流量超套计费,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0263,2025-07-03T08:02:00,资费争议,合约套餐变更,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0264,2025-07-03T08:13:00,资费争议,账单明细异议,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0265,2025-07-03T08:24:00,资费争议,流量超套计费,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0266,2025-07-03T08:35:00,资费争议,合约套餐变更,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0267,2025-07-03T08:46:00,资费争议,账单明细异议,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0268,2025-07-03T08:57:00,资费争议,流量超套计费,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0269,2025-07-03T09:08:00,资费争议,合约套餐变更,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0270,2025-07-03T09:19:00,资费争议,账单明细异议,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0271,2025-07-03T09:30:00,资费争议,流量超套计费,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0272,2025-07-03T09:41:00,资费争议,合约套餐变更,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0273,2025-07-03T09:52:00,资费争议,账单明细异议,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0274,2025-07-03T10:03:00,资费争议,流量超套计费,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0275,2025-07-03T10:14:00,资费争议,合约套餐变更,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0276,2025-07-03T10:25:00,资费争议,账单明细异议,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0277,2025-07-03T10:36:00,资费争议,流量超套计费,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0278,2025-07-03T10:47:00,资费争议,合约套餐变更,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0279,2025-07-03T10:58:00,资费争议,账单明细异议,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0280,2025-07-03T11:09:00,资费争议,流量超套计费,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0281,2025-07-03T11:20:00,资费争议,合约套餐变更,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0282,2025-07-03T11:31:00,资费争议,账单明细异议,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0283,2025-07-03T11:42:00,资费争议,流量超套计费,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0284,2025-07-03T11:53:00,资费争议,合约套餐变更,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0285,2025-07-03T12:04:00,资费争议,账单明细异议,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0286,2025-07-03T12:15:00,资费争议,流量超套计费,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0287,2025-07-03T12:26:00,资费争议,合约套餐变更,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0288,2025-07-03T12:37:00,资费争议,账单明细异议,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0289,2025-07-03T12:48:00,资费争议,流量超套计费,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0290,2025-07-03T12:59:00,资费争议,合约套餐变更,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0291,2025-07-03T13:10:00,资费争议,账单明细异议,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0292,2025-07-03T13:21:00,资费争议,流量超套计费,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0293,2025-07-03T13:32:00,资费争议,合约套餐变更,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0294,2025-07-03T13:43:00,资费争议,账单明细异议,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0295,2025-07-03T13:54:00,资费争议,流量超套计费,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0296,2025-07-03T14:05:00,资费争议,合约套餐变更,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0297,2025-07-03T14:16:00,资费争议,账单明细异议,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0298,2025-07-03T14:27:00,资费争议,流量超套计费,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0299,2025-07-03T14:38:00,资费争议,合约套餐变更,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0300,2025-07-03T14:49:00,资费争议,账单明细异议,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0301,2025-07-03T15:00:00,资费争议,流量超套计费,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0302,2025-07-03T15:11:00,资费争议,合约套餐变更,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0303,2025-07-03T15:22:00,资费争议,账单明细异议,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0304,2025-07-03T15:33:00,资费争议,流量超套计费,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0305,2025-07-03T15:44:00,资费争议,合约套餐变更,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0306,2025-07-03T15:55:00,资费争议,账单明细异议,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0307,2025-07-03T16:06:00,资费争议,流量超套计费,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0308,2025-07-03T16:17:00,资费争议,合约套餐变更,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0309,2025-07-03T16:28:00,资费争议,账单明细异议,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0310,2025-07-03T16:39:00,资费争议,流量超套计费,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0311,2025-07-03T16:50:00,资费争议,合约套餐变更,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0312,2025-07-03T17:01:00,资费争议,账单明细异议,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0313,2025-07-03T17:12:00,资费争议,流量超套计费,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0314,2025-07-03T17:23:00,资费争议,合约套餐变更,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0315,2025-07-03T17:34:00,资费争议,账单明细异议,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0316,2025-07-03T17:45:00,资费争议,流量超套计费,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0317,2025-07-03T17:56:00,资费争议,合约套餐变更,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0318,2025-07-03T18:07:00,资费争议,账单明细异议,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0319,2025-07-03T18:18:00,资费争议,流量超套计费,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0320,2025-07-03T18:29:00,资费争议,合约套餐变更,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0321,2025-07-03T18:40:00,资费争议,账单明细异议,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0322,2025-07-03T18:51:00,资费争议,流量超套计费,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0323,2025-07-03T19:02:00,资费争议,合约套餐变更,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0324,2025-07-03T19:13:00,资费争议,账单明细异议,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0325,2025-07-03T19:24:00,资费争议,流量超套计费,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0326,2025-07-03T19:35:00,资费争议,合约套餐变更,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0327,2025-07-03T19:46:00,资费争议,账单明细异议,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0328,2025-07-03T19:57:00,资费争议,流量超套计费,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0329,2025-07-03T20:08:00,资费争议,合约套餐变更,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0330,2025-07-03T20:19:00,资费争议,账单明细异议,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0331,2025-07-03T20:30:00,资费争议,流量超套计费,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0332,2025-07-03T20:41:00,资费争议,合约套餐变更,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0333,2025-07-03T20:52:00,资费争议,账单明细异议,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0334,2025-07-03T21:03:00,资费争议,流量超套计费,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0335,2025-07-03T21:14:00,资费争议,合约套餐变更,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0336,2025-07-03T21:25:00,资费争议,账单明细异议,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0337,2025-07-03T21:36:00,资费争议,流量超套计费,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0338,2025-07-03T21:47:00,资费争议,合约套餐变更,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0339,2025-07-03T21:58:00,资费争议,账单明细异议,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0340,2025-07-03T22:09:00,资费争议,流量超套计费,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0341,2025-07-03T22:20:00,资费争议,合约套餐变更,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0342,2025-07-03T22:31:00,资费争议,账单明细异议,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0343,2025-07-03T22:42:00,资费争议,流量超套计费,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0344,2025-07-03T22:53:00,资费争议,合约套餐变更,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0345,2025-07-03T23:04:00,资费争议,账单明细异议,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0346,2025-07-03T23:15:00,资费争议,流量超套计费,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0347,2025-07-03T23:26:00,资费争议,合约套餐变更,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0348,2025-07-03T23:37:00,资费争议,账单明细异议,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0349,2025-07-03T23:48:00,资费争议,流量超套计费,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0350,2025-07-03T23:59:00,资费争议,合约套餐变更,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0351,2025-07-04T00:10:00,资费争议,账单明细异议,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0352,2025-07-04T00:21:00,资费争议,流量超套计费,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0353,2025-07-04T00:32:00,资费争议,合约套餐变更,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0354,2025-07-04T00:43:00,资费争议,账单明细异议,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0355,2025-07-04T00:54:00,资费争议,流量超套计费,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0356,2025-07-04T01:05:00,资费争议,合约套餐变更,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0357,2025-07-04T01:16:00,资费争议,账单明细异议,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0358,2025-07-04T01:27:00,资费争议,流量超套计费,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,False,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0359,2025-07-04T01:38:00,资费争议,合约套餐变更,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0360,2025-07-04T01:49:00,资费争议,账单明细异议,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0361,2025-07-04T02:00:00,资费争议,流量超套计费,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0362,2025-07-04T02:11:00,资费争议,合约套餐变更,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0363,2025-07-04T02:22:00,资费争议,账单明细异议,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0364,2025-07-04T02:33:00,资费争议,流量超套计费,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.404,deterministic-synthetic-cn-operations
