store_id,category_id,transaction_count,units_sold,sales_amount_cny,active_days,sales_velocity_units_per_day,sales_pressure_rank,recommended_action,data_nature
CDLG,924000000,14,6,157.48,8,0.75,228,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,924000005,8,6,145.52,6,1.0,229,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930000202,6,6,82.92,6,1.0,230,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931000902,4,6,31.64,2,3.0,231,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931060206,6,6,33.12,5,1.2,232,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931060402,6,6,46.12,4,1.5,233,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910010000,6,6,24.72,4,1.5,234,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,911000000,10,6,40.32,5,1.2,235,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912020100,6,6,23.12,4,1.5,236,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912030001,6,6,19.92,4,1.5,237,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,913050103,6,6,18.72,4,1.5,238,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914040300,6,6,35.12,5,1.2,239,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930000204,6,6,115.12,5,1.2,240,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930010002,6,6,267.12,5,1.2,241,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930010003,6,6,67.12,4,1.5,242,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931020102,6,6,49.12,4,1.5,243,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931020105,6,6,57.12,3,2.0,244,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931050202,6,6,56.52,5,1.2,245,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,936010000,6,6,54.32,4,1.5,246,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,938030000,4,6,26.92,3,2.0,247,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910030203,6,6,29.32,5,1.2,248,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912030002,6,6,25.28,4,1.5,249,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914010001,6,6,47.72,4,1.5,250,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914020000,4,6,30.56,4,1.5,251,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914020100,6,6,9.0,4,1.5,252,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914020403,4,6,51.36,4,1.5,253,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914040004,6,6,34.12,4,1.5,254,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914070100,6,6,50.72,4,1.5,255,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914100003,6,6,34.72,4,1.5,256,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915000003,6,6,151.32,6,1.0,257,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915000106,26,6,149.96,17,0.35,258,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915020000,6,6,34.52,4,1.5,259,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915030001,6,6,329.72,3,2.0,260,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915030404,6,6,65.96,6,1.0,261,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,924030001,8,6,189.58,6,1.0,262,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930010000,6,6,153.12,4,1.5,263,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930020100,6,6,59.92,5,1.2,264,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930020102,6,6,171.72,5,1.2,265,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930040101,2,6,11.4,2,3.0,266,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930040200,6,6,152.32,5,1.2,267,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931020102,6,6,49.12,4,1.5,268,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931020303,6,6,17.92,5,1.2,269,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931080003,6,6,45.32,5,1.2,270,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,910010101,4,4,86.08,3,1.33,271,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,910020208,4,4,19.28,3,1.33,272,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,911010400,4,4,26.08,2,2.0,273,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912010002,4,4,4.0,3,1.33,274,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912020103,4,4,22.44,3,1.33,275,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912020104,12,4,33.28,6,0.67,276,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912020202,4,4,4.8,3,1.33,277,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030004,4,4,44.68,3,1.33,278,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030006,4,4,41.08,3,1.33,279,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030301,4,4,59.28,3,1.33,280,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912040001,4,4,23.88,4,1.0,281,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912040008,4,4,23.28,4,1.0,282,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912040107,4,4,61.68,4,1.0,283,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060301,6,4,101.26,5,0.8,284,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912080000,2,4,10.0,2,2.0,285,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,913040000,4,4,66.48,3,1.33,286,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914000001,4,4,46.08,3,1.33,287,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914000002,4,4,34.28,4,1.0,288,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914020000,4,4,29.28,4,1.0,289,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914030202,4,4,22.88,3,1.33,290,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914040401,4,4,14.44,4,1.0,291,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914050300,4,4,8.48,3,1.33,292,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914070100,4,4,33.48,3,1.33,293,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914090006,4,4,362.08,3,1.33,294,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914110004,4,4,38.88,3,1.33,295,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915010001,4,4,46.3,4,1.0,296,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,920000202,4,4,20.88,4,1.0,297,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,921000000,4,4,32.08,3,1.33,298,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,922000005,24,4,11.2,12,0.33,299,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930000204,4,4,66.08,3,1.33,300,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930040006,4,4,36.28,4,1.0,301,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930040100,4,4,16.28,3,1.33,302,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930040200,4,4,106.08,3,1.33,303,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931000200,4,4,18.08,3,1.33,304,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931020102,4,4,42.08,4,1.0,305,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931020303,4,4,10.0,3,1.33,306,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931050203,4,4,15.48,3,1.33,307,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931060403,4,4,12.04,4,1.0,308,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931070106,4,4,37.68,3,1.33,309,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931080205,4,4,19.88,3,1.33,310,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910010500,4,4,54.48,3,1.33,311,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,910020404,4,4,19.28,3,1.33,312,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,911010400,4,4,26.08,3,1.33,313,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912000107,4,4,14.08,3,1.33,314,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912010004,4,4,10.08,3,1.33,315,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912020102,4,4,8.0,3,1.33,316,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912020104,4,4,33.28,3,1.33,317,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912030206,4,4,12.0,3,1.33,318,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912030207,4,4,13.08,3,1.33,319,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912060301,18,4,101.28,12,0.33,320,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912060400,4,4,53.66,4,1.0,321,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912060403,10,4,77.68,5,0.8,322,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912080000,4,4,21.68,3,1.33,323,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,912500303,4,4,58.48,3,1.33,324,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914000003,4,4,54.28,3,1.33,325,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914000100,4,4,18.28,3,1.33,326,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914000300,4,4,57.28,4,1.0,327,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914020100,4,4,36.88,4,1.0,328,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914030001,4,4,19.28,3,1.33,329,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914040001,4,4,26.48,4,1.0,330,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914040204,2,4,16.48,2,2.0,331,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914040302,4,4,32.08,4,1.0,332,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914090002,4,4,404.28,3,1.33,333,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,914100104,4,4,9.28,3,1.33,334,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915020003,4,4,28.48,3,1.33,335,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,915030301,6,4,32.76,4,1.0,336,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,922000008,42,4,22.38,17,0.24,337,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,922000103,8,4,23.58,4,1.0,338,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,923000004,2,4,27.2,2,2.0,339,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,923000010,4,4,30.4,2,2.0,340,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930010102,4,4,30.28,3,1.33,341,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930020003,2,4,122.6,2,2.0,342,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930020104,4,4,30.08,4,1.0,343,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930020600,4,4,14.08,4,1.0,344,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930040006,4,4,46.48,3,1.33,345,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930040100,4,4,17.48,3,1.33,346,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,930040204,4,4,110.08,3,1.33,347,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931010101,4,4,30.08,3,1.33,348,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931030200,4,4,78.08,4,1.0,349,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931060000,4,4,46.08,3,1.33,350,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931060121,4,4,14.08,4,1.0,351,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931060122,4,4,38.08,4,1.0,352,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931070104,4,4,13.68,3,1.33,353,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,931080003,4,4,20.08,4,1.0,354,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDNL,936010002,4,4,18.08,3,1.33,355,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910010500,4,4,54.48,3,1.33,356,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910020000,4,4,14.24,3,1.33,357,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910020302,4,4,22.08,3,1.33,358,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,910030005,4,4,165.68,4,1.0,359,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912020101,4,4,49.68,3,1.33,360,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912020102,4,4,8.0,3,1.33,361,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912030001,4,4,13.28,4,1.0,362,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912030007,4,4,30.08,3,1.33,363,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912040004,4,4,21.48,3,1.33,364,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912060301,4,4,77.68,4,1.0,365,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,912500204,4,4,13.48,3,1.33,366,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,913040000,4,4,46.88,4,1.0,367,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000001,4,4,30.68,3,1.33,368,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000002,4,4,60.68,4,1.0,369,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000003,4,4,54.08,3,1.33,370,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914000100,4,4,18.28,3,1.33,371,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914030005,4,4,26.48,3,1.33,372,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914040204,4,4,12.28,3,1.33,373,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914050001,4,4,9.68,3,1.33,374,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914050102,4,4,8.0,3,1.33,375,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914050500,4,4,30.08,4,1.0,376,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914050501,4,4,26.88,4,1.0,377,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914090003,4,4,238.08,3,1.33,378,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914110003,4,4,18.08,3,1.33,379,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914110004,4,4,10.48,3,1.33,380,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914110101,4,4,40.08,4,1.0,381,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914120101,2,4,4.48,2,2.0,382,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,914120204,4,4,10.08,3,1.33,383,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,915010004,4,4,53.68,4,1.0,384,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,916050101,4,4,16.48,3,1.33,385,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,920000202,6,4,20.88,3,1.33,386,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,923000004,4,4,27.2,4,1.0,387,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,924020002,6,4,158.44,5,0.8,388,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,930020000,4,4,58.08,4,1.0,389,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,931000503,4,4,10.08,3,1.33,390,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDXL,935010702,2,4,10.0,2,2.0,391,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,910010301,2,2,137.24,2,1.0,392,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,910020102,2,2,9.64,2,1.0,393,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,910020202,2,2,19.04,2,1.0,394,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,910020300,2,2,4.0,2,1.0,395,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,910020404,2,2,11.24,2,1.0,396,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,910030007,2,2,23.24,2,1.0,397,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,911000002,2,2,58.84,2,1.0,398,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912000102,2,2,9.44,2,1.0,399,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912000104,2,2,7.44,2,1.0,400,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912010001,2,2,5.04,2,1.0,401,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912020100,2,2,9.84,2,1.0,402,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912020101,2,2,4.4,2,1.0,403,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030000,2,2,12.04,2,1.0,404,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030001,2,2,13.24,2,1.0,405,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030005,2,2,10.64,2,1.0,406,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030201,2,2,7.84,2,1.0,407,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030205,2,2,6.4,2,1.0,408,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912030502,2,2,10.24,2,1.0,409,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912040003,2,2,15.64,2,1.0,410,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912040005,2,2,6.64,2,1.0,411,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912040202,2,2,29.04,2,1.0,412,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912050001,2,2,19.24,2,1.0,413,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912050002,2,2,4.4,2,1.0,414,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912060400,2,2,26.84,2,1.0,415,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,912500100,2,2,7.24,2,1.0,416,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,913020100,2,2,29.04,2,1.0,417,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914000003,2,2,37.04,2,1.0,418,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914000004,2,2,10.24,2,1.0,419,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914000201,2,2,17.64,2,1.0,420,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914000300,2,2,31.24,2,1.0,421,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914020200,2,2,25.24,2,1.0,422,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914020403,2,2,17.04,2,1.0,423,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914020404,2,2,37.24,2,1.0,424,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914030000,2,2,8.64,2,1.0,425,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914030001,2,2,10.64,2,1.0,426,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914030003,2,2,23.24,2,1.0,427,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914030200,2,2,19.44,2,1.0,428,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914040005,2,2,11.44,2,1.0,429,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914050001,2,2,3.0,2,1.0,430,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914050002,2,2,5.84,2,1.0,431,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914050004,2,2,4.24,2,1.0,432,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914050005,2,2,6.64,2,1.0,433,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914050006,2,2,3.0,2,1.0,434,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914090005,2,2,51.44,2,1.0,435,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914100004,2,2,24.64,2,1.0,436,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,914100100,2,2,23.24,2,1.0,437,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,915030001,2,2,105.24,2,1.0,438,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,916010102,2,2,36.84,2,1.0,439,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,923000010,2,2,15.2,2,1.0,440,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,924020002,10,2,25.24,8,0.25,441,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,924030000,2,2,31.2,2,1.0,442,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,924030001,2,2,63.22,2,1.0,443,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930000100,2,2,55.04,2,1.0,444,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930000203,2,2,18.44,2,1.0,445,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930010003,2,2,19.04,2,1.0,446,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930010008,2,2,51.04,2,1.0,447,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930010102,2,2,11.04,2,1.0,448,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930020101,2,2,8.24,2,1.0,449,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930020600,2,2,5.04,2,1.0,450,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930020700,2,2,6.84,2,1.0,451,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930040002,2,2,28.44,2,1.0,452,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930040003,2,2,27.04,2,1.0,453,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,930040010,2,2,29.24,2,1.0,454,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
CDLG,931010003,2,2,9.64,2,1.0,455,核对在库、在途和货架容量后再创建补货单,derived-sales-pressure-not-inventory
