event_id,transport_id,flow_token,event_version,event_time,received_at,source_system,from_department,to_department,bed_request_id,role,actor_id,event_type,co_sign_status,privacy_scope,clinical_decision_allowed,conflict_type,late_event
TRN-0070-03,TRN-0070,FLOW-0070,3,2026-07-03T16:18:00+08:00,2026-07-03T16:20:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-131,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0070-04,TRN-0070,FLOW-0070,4,2026-07-03T16:22:00+08:00,2026-07-03T16:24:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-131,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0070-05,TRN-0070,FLOW-0070,5,2026-07-03T16:26:00+08:00,2026-07-03T16:28:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-131,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0070-06,TRN-0070,FLOW-0070,6,2026-07-03T16:30:00+08:00,2026-07-03T16:32:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-131,coordination_lead,COORD-01,correction_appended,missing,operational_only,False,missing,False
TRN-0071-01,TRN-0071,FLOW-0071,1,2026-07-03T16:17:00+08:00,2026-07-03T16:18:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-138,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0071-02,TRN-0071,FLOW-0071,2,2026-07-03T16:21:00+08:00,2026-07-03T16:23:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-138,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0071-03,TRN-0071,FLOW-0071,3,2026-07-03T16:25:00+08:00,2026-07-03T16:27:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-138,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0071-04,TRN-0071,FLOW-0071,4,2026-07-03T16:29:00+08:00,2026-07-03T16:31:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-138,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0071-05,TRN-0071,FLOW-0071,5,2026-07-03T16:33:00+08:00,2026-07-03T16:35:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-138,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0071-06,TRN-0071,FLOW-0071,6,2026-07-03T16:37:00+08:00,2026-07-03T16:39:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-138,coordination_lead,COORD-01,correction_appended,confirmed_and_cancelled,operational_only,False,mutually_exclusive,False
TRN-0072-01,TRN-0072,FLOW-0072,1,2026-07-03T16:24:00+08:00,2026-07-03T16:25:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-145,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0072-02,TRN-0072,FLOW-0072,2,2026-07-03T16:28:00+08:00,2026-07-03T16:30:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-145,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0072-03,TRN-0072,FLOW-0072,3,2026-07-03T16:32:00+08:00,2026-07-03T16:34:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-145,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0072-04,TRN-0072,FLOW-0072,4,2026-07-03T16:36:00+08:00,2026-07-03T16:38:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-145,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0072-05,TRN-0072,FLOW-0072,5,2026-07-03T16:40:00+08:00,2026-07-03T16:42:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-145,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0072-06,TRN-0072,FLOW-0072,6,2026-07-03T16:33:00+08:00,2026-07-03T17:12:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-145,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_reopen,True
TRN-0073-01,TRN-0073,FLOW-0073,1,2026-07-03T16:31:00+08:00,2026-07-03T16:32:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-152,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0073-02,TRN-0073,FLOW-0073,2,2026-07-03T16:35:00+08:00,2026-07-03T16:37:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-152,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0073-03,TRN-0073,FLOW-0073,3,2026-07-03T16:39:00+08:00,2026-07-03T16:41:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-152,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0073-04,TRN-0073,FLOW-0073,4,2026-07-03T16:43:00+08:00,2026-07-03T16:45:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-152,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0073-05,TRN-0073,FLOW-0073,5,2026-07-03T16:47:00+08:00,2026-07-03T16:49:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-152,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0073-06,TRN-0073,FLOW-0073,6,2026-07-03T16:51:00+08:00,2026-07-03T17:33:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-152,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_event,True
TRN-0074-01,TRN-0074,FLOW-0074,1,2026-07-03T16:38:00+08:00,2026-07-03T16:39:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-159,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0074-02,TRN-0074,FLOW-0074,2,2026-07-03T16:42:00+08:00,2026-07-03T16:44:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-159,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0074-03,TRN-0074,FLOW-0074,3,2026-07-03T16:46:00+08:00,2026-07-03T16:48:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-159,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0074-04,TRN-0074,FLOW-0074,4,2026-07-03T16:50:00+08:00,2026-07-03T16:52:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-159,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0074-05,TRN-0074,FLOW-0074,5,2026-07-03T16:54:00+08:00,2026-07-03T16:56:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-159,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0074-06,TRN-0074,FLOW-0074,6,2026-07-03T16:43:00+08:00,2026-07-03T17:03:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-159,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,out_of_order,False
TRN-0075-01,TRN-0075,FLOW-0075,1,2026-07-03T16:45:00+08:00,2026-07-03T16:46:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-166,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0075-02,TRN-0075,FLOW-0075,2,2026-07-03T16:49:00+08:00,2026-07-03T16:51:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-166,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0075-03,TRN-0075,FLOW-0075,3,2026-07-03T16:53:00+08:00,2026-07-03T16:55:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-166,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0075-04,TRN-0075,FLOW-0075,4,2026-07-03T16:57:00+08:00,2026-07-03T16:59:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-166,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0075-05,TRN-0075,FLOW-0075,5,2026-07-03T17:01:00+08:00,2026-07-03T17:03:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-166,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0075-06,TRN-0075,FLOW-0075,6,2026-07-03T17:05:00+08:00,2026-07-03T17:07:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-166,coordination_lead,COORD-01,handoff_received,pending,operational_only,False,duplicate,False
TRN-0076-01,TRN-0076,FLOW-0076,1,2026-07-03T16:52:00+08:00,2026-07-03T16:53:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-173,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0076-02,TRN-0076,FLOW-0076,2,2026-07-03T16:56:00+08:00,2026-07-03T16:58:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-173,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0076-03,TRN-0076,FLOW-0076,3,2026-07-03T17:00:00+08:00,2026-07-03T17:02:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-173,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0076-04,TRN-0076,FLOW-0076,4,2026-07-03T17:04:00+08:00,2026-07-03T17:06:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-173,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0076-05,TRN-0076,FLOW-0076,5,2026-07-03T17:08:00+08:00,2026-07-03T17:10:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-173,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0076-06,TRN-0076,FLOW-0076,6,2026-07-03T17:12:00+08:00,2026-07-03T17:14:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-173,coordination_lead,COORD-01,correction_appended,missing,operational_only,False,missing,False
TRN-0077-01,TRN-0077,FLOW-0077,1,2026-07-03T16:59:00+08:00,2026-07-03T17:00:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-180,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0077-02,TRN-0077,FLOW-0077,2,2026-07-03T17:03:00+08:00,2026-07-03T17:05:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-180,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0077-03,TRN-0077,FLOW-0077,3,2026-07-03T17:07:00+08:00,2026-07-03T17:09:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-180,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0077-04,TRN-0077,FLOW-0077,4,2026-07-03T17:11:00+08:00,2026-07-03T17:13:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-180,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0077-05,TRN-0077,FLOW-0077,5,2026-07-03T17:15:00+08:00,2026-07-03T17:17:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-180,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0077-06,TRN-0077,FLOW-0077,6,2026-07-03T17:19:00+08:00,2026-07-03T17:21:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-180,coordination_lead,COORD-01,correction_appended,confirmed_and_cancelled,operational_only,False,mutually_exclusive,False
TRN-0078-01,TRN-0078,FLOW-0078,1,2026-07-03T17:06:00+08:00,2026-07-03T17:07:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-007,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0078-02,TRN-0078,FLOW-0078,2,2026-07-03T17:10:00+08:00,2026-07-03T17:12:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-007,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0078-03,TRN-0078,FLOW-0078,3,2026-07-03T17:14:00+08:00,2026-07-03T17:16:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-007,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0078-04,TRN-0078,FLOW-0078,4,2026-07-03T17:18:00+08:00,2026-07-03T17:20:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-007,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0078-05,TRN-0078,FLOW-0078,5,2026-07-03T17:22:00+08:00,2026-07-03T17:24:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-007,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0078-06,TRN-0078,FLOW-0078,6,2026-07-03T17:15:00+08:00,2026-07-03T17:54:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-007,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_reopen,True
TRN-0079-01,TRN-0079,FLOW-0079,1,2026-07-03T17:13:00+08:00,2026-07-03T17:14:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-014,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0079-02,TRN-0079,FLOW-0079,2,2026-07-03T17:17:00+08:00,2026-07-03T17:19:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-014,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0079-03,TRN-0079,FLOW-0079,3,2026-07-03T17:21:00+08:00,2026-07-03T17:23:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-014,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0079-04,TRN-0079,FLOW-0079,4,2026-07-03T17:25:00+08:00,2026-07-03T17:27:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-014,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0079-05,TRN-0079,FLOW-0079,5,2026-07-03T17:29:00+08:00,2026-07-03T17:31:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-014,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0079-06,TRN-0079,FLOW-0079,6,2026-07-03T17:33:00+08:00,2026-07-03T18:15:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-014,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_event,True
TRN-0080-01,TRN-0080,FLOW-0080,1,2026-07-03T17:20:00+08:00,2026-07-03T17:21:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-021,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0080-02,TRN-0080,FLOW-0080,2,2026-07-03T17:24:00+08:00,2026-07-03T17:26:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-021,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0080-03,TRN-0080,FLOW-0080,3,2026-07-03T17:28:00+08:00,2026-07-03T17:30:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-021,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0080-04,TRN-0080,FLOW-0080,4,2026-07-03T17:32:00+08:00,2026-07-03T17:34:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-021,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0080-05,TRN-0080,FLOW-0080,5,2026-07-03T17:36:00+08:00,2026-07-03T17:38:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-021,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0080-06,TRN-0080,FLOW-0080,6,2026-07-03T17:25:00+08:00,2026-07-03T17:45:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-021,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,out_of_order,False
TRN-0081-01,TRN-0081,FLOW-0081,1,2026-07-03T17:27:00+08:00,2026-07-03T17:28:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-028,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0081-02,TRN-0081,FLOW-0081,2,2026-07-03T17:31:00+08:00,2026-07-03T17:33:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-028,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0081-03,TRN-0081,FLOW-0081,3,2026-07-03T17:35:00+08:00,2026-07-03T17:37:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-028,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0081-04,TRN-0081,FLOW-0081,4,2026-07-03T17:39:00+08:00,2026-07-03T17:41:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-028,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0081-05,TRN-0081,FLOW-0081,5,2026-07-03T17:43:00+08:00,2026-07-03T17:45:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-028,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0081-06,TRN-0081,FLOW-0081,6,2026-07-03T17:47:00+08:00,2026-07-03T17:49:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-028,coordination_lead,COORD-01,handoff_received,pending,operational_only,False,duplicate,False
TRN-0082-01,TRN-0082,FLOW-0082,1,2026-07-03T17:34:00+08:00,2026-07-03T17:35:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-035,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0082-02,TRN-0082,FLOW-0082,2,2026-07-03T17:38:00+08:00,2026-07-03T17:40:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-035,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0082-03,TRN-0082,FLOW-0082,3,2026-07-03T17:42:00+08:00,2026-07-03T17:44:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-035,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0082-04,TRN-0082,FLOW-0082,4,2026-07-03T17:46:00+08:00,2026-07-03T17:48:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-035,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0082-05,TRN-0082,FLOW-0082,5,2026-07-03T17:50:00+08:00,2026-07-03T17:52:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-035,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0082-06,TRN-0082,FLOW-0082,6,2026-07-03T17:54:00+08:00,2026-07-03T17:56:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-035,coordination_lead,COORD-01,correction_appended,missing,operational_only,False,missing,False
TRN-0083-01,TRN-0083,FLOW-0083,1,2026-07-03T17:41:00+08:00,2026-07-03T17:42:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-042,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0083-02,TRN-0083,FLOW-0083,2,2026-07-03T17:45:00+08:00,2026-07-03T17:47:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-042,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0083-03,TRN-0083,FLOW-0083,3,2026-07-03T17:49:00+08:00,2026-07-03T17:51:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-042,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0083-04,TRN-0083,FLOW-0083,4,2026-07-03T17:53:00+08:00,2026-07-03T17:55:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-042,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0083-05,TRN-0083,FLOW-0083,5,2026-07-03T17:57:00+08:00,2026-07-03T17:59:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-042,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0083-06,TRN-0083,FLOW-0083,6,2026-07-03T18:01:00+08:00,2026-07-03T18:03:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-042,coordination_lead,COORD-01,correction_appended,confirmed_and_cancelled,operational_only,False,mutually_exclusive,False
TRN-0084-01,TRN-0084,FLOW-0084,1,2026-07-03T17:48:00+08:00,2026-07-03T17:49:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-049,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0084-02,TRN-0084,FLOW-0084,2,2026-07-03T17:52:00+08:00,2026-07-03T17:54:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-049,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0084-03,TRN-0084,FLOW-0084,3,2026-07-03T17:56:00+08:00,2026-07-03T17:58:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-049,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0084-04,TRN-0084,FLOW-0084,4,2026-07-03T18:00:00+08:00,2026-07-03T18:02:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-049,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0084-05,TRN-0084,FLOW-0084,5,2026-07-03T18:04:00+08:00,2026-07-03T18:06:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-049,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0084-06,TRN-0084,FLOW-0084,6,2026-07-03T17:57:00+08:00,2026-07-03T18:36:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-049,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_reopen,True
TRN-0085-01,TRN-0085,FLOW-0085,1,2026-07-03T17:55:00+08:00,2026-07-03T17:56:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-056,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0085-02,TRN-0085,FLOW-0085,2,2026-07-03T17:59:00+08:00,2026-07-03T18:01:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-056,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0085-03,TRN-0085,FLOW-0085,3,2026-07-03T18:03:00+08:00,2026-07-03T18:05:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-056,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0085-04,TRN-0085,FLOW-0085,4,2026-07-03T18:07:00+08:00,2026-07-03T18:09:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-056,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0085-05,TRN-0085,FLOW-0085,5,2026-07-03T18:11:00+08:00,2026-07-03T18:13:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-056,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0085-06,TRN-0085,FLOW-0085,6,2026-07-03T18:15:00+08:00,2026-07-03T18:57:00+08:00,OPS_AUDIT,急诊观察区,外科留观区,BED-056,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,late_event,True
TRN-0086-01,TRN-0086,FLOW-0086,1,2026-07-03T18:02:00+08:00,2026-07-03T18:03:00+08:00,ED_BOARD,急诊抢救区,日间诊疗区,BED-063,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0086-02,TRN-0086,FLOW-0086,2,2026-07-03T18:06:00+08:00,2026-07-03T18:08:00+08:00,TRANSPORT_DISPATCH,急诊抢救区,日间诊疗区,BED-063,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0086-03,TRN-0086,FLOW-0086,3,2026-07-03T18:10:00+08:00,2026-07-03T18:12:00+08:00,BED_CONTROL,急诊抢救区,日间诊疗区,BED-063,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0086-04,TRN-0086,FLOW-0086,4,2026-07-03T18:14:00+08:00,2026-07-03T18:16:00+08:00,WARD_BOARD,急诊抢救区,日间诊疗区,BED-063,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0086-05,TRN-0086,FLOW-0086,5,2026-07-03T18:18:00+08:00,2026-07-03T18:20:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-063,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0086-06,TRN-0086,FLOW-0086,6,2026-07-03T18:07:00+08:00,2026-07-03T18:27:00+08:00,OPS_AUDIT,急诊抢救区,日间诊疗区,BED-063,coordination_lead,COORD-01,correction_appended,pending,operational_only,False,out_of_order,False
TRN-0087-01,TRN-0087,FLOW-0087,1,2026-07-03T18:09:00+08:00,2026-07-03T18:10:00+08:00,ED_BOARD,急诊观察区,内科留观区,BED-070,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0087-02,TRN-0087,FLOW-0087,2,2026-07-03T18:13:00+08:00,2026-07-03T18:15:00+08:00,TRANSPORT_DISPATCH,急诊观察区,内科留观区,BED-070,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0087-03,TRN-0087,FLOW-0087,3,2026-07-03T18:17:00+08:00,2026-07-03T18:19:00+08:00,BED_CONTROL,急诊观察区,内科留观区,BED-070,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0087-04,TRN-0087,FLOW-0087,4,2026-07-03T18:21:00+08:00,2026-07-03T18:23:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-070,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
TRN-0087-05,TRN-0087,FLOW-0087,5,2026-07-03T18:25:00+08:00,2026-07-03T18:27:00+08:00,OPS_AUDIT,急诊观察区,内科留观区,BED-070,coordination_lead,COORD-01,coordination_snapshot,pending,operational_only,False,none,False
TRN-0087-06,TRN-0087,FLOW-0087,6,2026-07-03T18:29:00+08:00,2026-07-03T18:31:00+08:00,WARD_BOARD,急诊观察区,内科留观区,BED-070,coordination_lead,COORD-01,handoff_received,pending,operational_only,False,duplicate,False
TRN-0088-01,TRN-0088,FLOW-0088,1,2026-07-03T18:16:00+08:00,2026-07-03T18:17:00+08:00,ED_BOARD,急诊观察区,外科留观区,BED-077,emergency_nurse,ER-N-01,transport_requested,pending,operational_only,False,none,False
TRN-0088-02,TRN-0088,FLOW-0088,2,2026-07-03T18:20:00+08:00,2026-07-03T18:22:00+08:00,TRANSPORT_DISPATCH,急诊观察区,外科留观区,BED-077,transport_coordinator,TR-C-01,transport_assigned,pending,operational_only,False,none,False
TRN-0088-03,TRN-0088,FLOW-0088,3,2026-07-03T18:24:00+08:00,2026-07-03T18:26:00+08:00,BED_CONTROL,急诊观察区,外科留观区,BED-077,bed_coordinator,BED-C-01,bed_request_confirmed,pending,operational_only,False,none,False
TRN-0088-04,TRN-0088,FLOW-0088,4,2026-07-03T18:28:00+08:00,2026-07-03T18:30:00+08:00,WARD_BOARD,急诊观察区,外科留观区,BED-077,bed_coordinator,BED-C-01,handoff_received,pending,operational_only,False,none,False
