unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,borough
66653769,2025-11-10,2025-12-21,HPD,Illegal Parking,Leak,Closed,BROOKLYN
65677740,2025-11-20,,DOT,Noise,Pothole,Open,BROOKLYN
63261464,2025-10-26,2025-11-06,DOT,Heat/Hot Water,Loud Music,Closed,STATEN ISLAND
69386381,2025-10-25,,DOT,Illegal Parking,Pothole,Open,MANHATTAN
63314116,2025-09-10,2025-12-14,DOT,Heat/Hot Water,Leak,Closed,MANHATTAN
69748715,2026-01-01,2025-12-17,HPD,Street Condition,Leak,Closed,STATEN ISLAND
60122529,2025-11-02,2025-11-22,DEP,Noise,Blocked Driveway,Closed,MANHATTAN
63141488,2025-12-03,2025-12-06,DSNY,Illegal Parking,Blocked Driveway,Closed,BRONX
64937589,2025-12-05,,DOT,Illegal Parking,No Heat,Open,STATEN ISLAND
64401253,2025-10-18,2025-11-20,DSNY,Heat/Hot Water,Leak,Closed,QUEENS
62693417,2025-11-19,2025-12-22,NYPD,Water System,No Heat,Closed,STATEN ISLAND
66902125,2025-11-16,2025-12-08,DOT,Water System,Leak,Closed,STATEN ISLAND
68362765,2025-12-07,2025-11-21,DEP,Heat/Hot Water,Loud Music,Closed,BROOKLYN
69391251,2025-11-23,2025-12-17,NYPD,Noise,Pothole,Closed,QUEENS
65953638,2025-09-30,2025-12-14,DOT,Street Condition,Blocked Driveway,Closed,QUEENS
66048378,2025-10-11,2025-11-22,HPD,Noise,No Heat,Closed,BRONX
61831950,2025-09-29,,NYPD,Water System,Loud Music,Open,BRONX
64365182,2025-09-05,2025-12-22,DOT,Illegal Parking,No Heat,Closed,BROOKLYN
65752073,2025-09-07,2025-12-07,DEP,Illegal Parking,Leak,Closed,BROOKLYN
64520544,2025-12-07,2025-11-06,DSNY,Street Condition,Loud Music,Closed,BRONX
60175883,2025-12-09,,DEP,Water System,Loud Music,Open,BROOKLYN
63116761,2025-10-06,2025-12-12,NYPD,Noise,Leak,Closed,BRONX
65567832,2025-10-18,2025-11-08,HPD,Street Condition,Leak,Closed,BRONX
63884588,2025-10-03,,DSNY,Illegal Parking,Loud Music,Open,BRONX
65477314,2025-10-24,,NYPD,Street Condition,Leak,Open,STATEN ISLAND
64705609,2025-10-07,,NYPD,Heat/Hot Water,Pothole,Open,QUEENS
60888279,2025-10-13,2025-12-31,DEP,Water System,Pothole,Closed,BRONX
69679701,2025-10-21,2025-11-26,DSNY,Water System,Pothole,Closed,BROOKLYN
69489406,2025-11-30,2026-01-01,DSNY,Illegal Parking,Pothole,Closed,STATEN ISLAND
69789926,2025-11-15,2025-12-19,HPD,Water System,Blocked Driveway,Closed,BROOKLYN
69206134,2025-12-23,2025-12-25,DOT,Illegal Parking,Loud Music,Closed,QUEENS
63360694,2025-11-09,2025-11-06,DOT,Street Condition,Leak,Closed,STATEN ISLAND
63931225,2025-11-29,2025-12-04,DOT,Noise,Pothole,Closed,MANHATTAN
64955136,2025-11-01,2025-12-14,NYPD,Illegal Parking,Blocked Driveway,Closed,BROOKLYN
61542693,2025-09-28,2025-12-13,DOT,Water System,Loud Music,Closed,STATEN ISLAND
69799948,2025-12-06,2025-12-26,DSNY,Noise,Blocked Driveway,Closed,BRONX
63969291,2025-12-10,2025-11-18,DEP,Street Condition,Loud Music,Closed,BROOKLYN
62055520,2025-12-03,2025-12-24,NYPD,Water System,Pothole,Closed,MANHATTAN
64982251,2025-11-06,2025-11-20,HPD,Street Condition,Blocked Driveway,Closed,QUEENS
67640501,2025-09-10,,NYPD,Heat/Hot Water,Leak,Open,MANHATTAN
64569523,2025-12-10,,DEP,Street Condition,Blocked Driveway,Open,STATEN ISLAND
64066916,2025-12-15,2025-12-20,DSNY,Water System,Blocked Driveway,Closed,STATEN ISLAND
69843416,2025-11-15,,NYPD,Heat/Hot Water,Loud Music,Open,BROOKLYN
68119785,2025-11-08,,HPD,Heat/Hot Water,Loud Music,Open,STATEN ISLAND
68242123,2025-10-21,2025-12-23,HPD,Street Condition,Blocked Driveway,Closed,MANHATTAN
65402703,2025-09-23,2026-01-01,NYPD,Heat/Hot Water,Pothole,Closed,QUEENS
69663065,2025-10-09,,HPD,Water System,Pothole,Open,QUEENS
67696169,2025-10-08,2025-11-22,DOT,Street Condition,Pothole,Closed,STATEN ISLAND
63496490,2025-10-22,2025-12-14,DOT,Street Condition,Pothole,Closed,BRONX
66686260,2025-10-03,,HPD,Street Condition,Blocked Driveway,Open,MANHATTAN
65682338,2025-10-21,,NYPD,Illegal Parking,Loud Music,Open,MANHATTAN
63085853,2025-09-24,2025-11-27,DEP,Noise,Leak,Closed,MANHATTAN
65999448,2025-09-15,2025-11-17,HPD,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
64765083,2025-10-30,,DEP,Water System,Loud Music,Open,QUEENS
60262645,2025-11-30,2025-12-27,DSNY,Noise,No Heat,Closed,QUEENS
63389482,2025-09-08,2025-11-19,DEP,Heat/Hot Water,Pothole,Closed,BRONX
67102728,2025-10-17,2025-12-16,HPD,Heat/Hot Water,Loud Music,Closed,BRONX
66765679,2025-10-09,2025-11-19,DOT,Water System,Loud Music,Closed,BROOKLYN
61809075,2025-10-27,2025-12-07,DSNY,Illegal Parking,No Heat,Closed,MANHATTAN
64320284,2025-09-30,2025-11-29,HPD,Illegal Parking,Pothole,Closed,BRONX
68040057,2025-10-16,2025-11-12,DEP,Heat/Hot Water,Loud Music,Closed,QUEENS
61305380,2025-12-13,,DEP,Heat/Hot Water,Pothole,Open,QUEENS
69823746,2025-12-29,,HPD,Water System,Loud Music,Open,BRONX
60499139,2025-10-25,,NYPD,Illegal Parking,No Heat,Open,BROOKLYN
65718506,2025-10-23,,DEP,Illegal Parking,Blocked Driveway,Open,STATEN ISLAND
64828324,2025-12-05,,HPD,Illegal Parking,No Heat,Open,MANHATTAN
64354989,2025-11-22,2025-12-08,DOT,Heat/Hot Water,Loud Music,Closed,BRONX
69398201,2025-10-05,,NYPD,Water System,Leak,Open,STATEN ISLAND
68830148,2025-12-17,2025-12-10,DOT,Heat/Hot Water,Pothole,Closed,STATEN ISLAND
69567523,2025-11-24,2025-12-21,DSNY,Water System,Leak,Closed,MANHATTAN
61041647,2025-12-02,2025-11-10,NYPD,Street Condition,Blocked Driveway,Closed,BROOKLYN
66758135,2025-11-30,2025-12-16,NYPD,Water System,No Heat,Closed,QUEENS
63853613,2025-10-12,2025-12-23,NYPD,Water System,No Heat,Closed,BROOKLYN
67700742,2025-12-24,2025-11-22,DEP,Heat/Hot Water,Leak,Closed,QUEENS
61179283,2025-12-25,,HPD,Heat/Hot Water,Loud Music,Open,BROOKLYN
63505098,2025-10-20,2025-12-17,NYPD,Noise,No Heat,Closed,QUEENS
65457352,2025-12-14,2025-11-02,DSNY,Noise,Leak,Closed,BRONX
67101684,2025-09-03,2025-11-17,DEP,Water System,Blocked Driveway,Closed,BRONX
64539883,2025-12-19,2025-11-13,DEP,Street Condition,Blocked Driveway,Closed,BRONX
69859926,2025-12-23,2025-12-05,DSNY,Illegal Parking,Leak,Closed,QUEENS
64704189,2025-12-29,2025-11-12,DEP,Illegal Parking,Pothole,Closed,STATEN ISLAND
66730999,2025-10-16,2025-12-06,HPD,Heat/Hot Water,Pothole,Closed,QUEENS
64998883,2025-09-05,2025-11-16,DEP,Illegal Parking,Pothole,Closed,BROOKLYN
61874491,2025-10-16,2025-12-12,NYPD,Water System,Loud Music,Closed,BRONX
64760788,2025-09-22,2025-11-23,DEP,Heat/Hot Water,No Heat,Closed,STATEN ISLAND
69147497,2025-09-23,2025-11-30,DOT,Street Condition,Blocked Driveway,Closed,QUEENS
62208092,2025-11-07,2025-11-27,DEP,Noise,Loud Music,Closed,QUEENS
64451019,2025-11-28,,DOT,Noise,Leak,Open,MANHATTAN
61191303,2025-09-17,2025-12-09,NYPD,Water System,Blocked Driveway,Closed,BRONX
65432569,2025-10-17,2025-12-17,HPD,Illegal Parking,Blocked Driveway,Closed,BROOKLYN
64639073,2025-11-01,2025-12-03,HPD,Heat/Hot Water,No Heat,Closed,STATEN ISLAND
65518484,2025-12-05,2025-11-17,HPD,Illegal Parking,Pothole,Closed,MANHATTAN
65480537,2025-11-17,2025-12-23,NYPD,Illegal Parking,Loud Music,Closed,BRONX
61639516,2025-10-27,2025-12-18,DSNY,Heat/Hot Water,Pothole,Closed,BROOKLYN
66088239,2025-12-16,,DSNY,Heat/Hot Water,Leak,Open,MANHATTAN
62971080,2025-09-16,2025-11-11,DSNY,Street Condition,Blocked Driveway,Closed,BROOKLYN
68960618,2025-09-23,2025-11-25,DSNY,Street Condition,Blocked Driveway,Closed,STATEN ISLAND
63298391,2025-09-14,2025-12-01,DSNY,Heat/Hot Water,Leak,Closed,STATEN ISLAND
67486707,2025-10-23,,DOT,Street Condition,Blocked Driveway,Open,QUEENS
68246719,2025-09-03,2025-12-25,DEP,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
66971133,2025-12-27,2025-12-16,DSNY,Noise,No Heat,Closed,MANHATTAN
64364250,2025-11-09,2025-11-02,DOT,Noise,No Heat,Closed,MANHATTAN
63083918,2025-10-06,2025-11-11,NYPD,Heat/Hot Water,Pothole,Closed,MANHATTAN
65675876,2025-09-21,,HPD,Street Condition,Pothole,Open,BROOKLYN
64570161,2025-10-14,,DEP,Heat/Hot Water,Loud Music,Open,MANHATTAN
69513547,2025-11-16,2025-11-13,DSNY,Street Condition,Loud Music,Closed,BROOKLYN
64998376,2025-09-04,,NYPD,Noise,Blocked Driveway,Open,BROOKLYN
60238074,2025-10-05,,HPD,Street Condition,Loud Music,Open,STATEN ISLAND
67712330,2025-12-11,,DSNY,Noise,Leak,Open,BROOKLYN
67680344,2025-10-16,2025-12-30,DSNY,Street Condition,Pothole,Closed,BRONX
62752996,2025-10-04,,DEP,Street Condition,Pothole,Open,QUEENS
67171510,2025-09-30,2025-11-22,DEP,Water System,Leak,Closed,QUEENS
69993360,2025-10-23,,DSNY,Street Condition,No Heat,Open,STATEN ISLAND
68980820,2025-10-25,2025-12-15,DOT,Heat/Hot Water,Blocked Driveway,Closed,BRONX
63769375,2025-11-08,,HPD,Water System,No Heat,Open,BROOKLYN
66667125,2025-12-20,2025-12-17,DSNY,Street Condition,Blocked Driveway,Closed,MANHATTAN
61771655,2025-09-24,2025-12-31,NYPD,Water System,Pothole,Closed,BROOKLYN
68029684,2025-10-09,2025-12-12,NYPD,Noise,Blocked Driveway,Closed,BROOKLYN
68410030,2025-12-27,2025-12-18,DSNY,Illegal Parking,Leak,Closed,BROOKLYN
64532867,2025-12-06,,DOT,Noise,Leak,Open,QUEENS
61412661,2025-10-21,2025-12-28,HPD,Noise,Blocked Driveway,Closed,MANHATTAN
61368340,2025-10-17,2025-12-11,DEP,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
66340484,2025-11-21,2025-12-15,DSNY,Street Condition,No Heat,Closed,MANHATTAN
68124869,2025-12-17,2025-12-22,DSNY,Street Condition,Pothole,Closed,BRONX
69187114,2025-12-23,2025-11-28,DOT,Noise,No Heat,Closed,QUEENS
61613328,2025-09-16,2025-11-02,NYPD,Heat/Hot Water,Pothole,Closed,BROOKLYN
63001015,2025-10-22,2025-11-03,DOT,Heat/Hot Water,No Heat,Closed,QUEENS
64777540,2025-12-11,,DOT,Street Condition,Loud Music,Open,QUEENS
64885982,2025-12-08,2026-01-01,HPD,Heat/Hot Water,No Heat,Closed,STATEN ISLAND
64168113,2025-09-07,2025-12-13,NYPD,Illegal Parking,Leak,Closed,BROOKLYN
64900616,2025-09-17,,DEP,Illegal Parking,No Heat,Open,MANHATTAN
62999133,2025-09-04,,NYPD,Heat/Hot Water,Blocked Driveway,Open,BRONX
67033304,2025-12-18,2025-11-18,DOT,Water System,Pothole,Closed,STATEN ISLAND
61129632,2025-10-13,2025-11-13,NYPD,Illegal Parking,No Heat,Closed,MANHATTAN
68768893,2025-12-05,2025-11-23,NYPD,Street Condition,Blocked Driveway,Closed,BROOKLYN
63587493,2025-10-01,,DOT,Heat/Hot Water,Pothole,Open,QUEENS
65267769,2025-09-24,,DOT,Street Condition,Blocked Driveway,Open,BROOKLYN
65744073,2025-11-21,2025-12-28,HPD,Water System,No Heat,Closed,MANHATTAN
66826759,2025-09-05,2025-11-08,DSNY,Street Condition,Blocked Driveway,Closed,BROOKLYN
63351627,2025-09-30,2025-11-10,DEP,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
62865422,2025-10-04,,DOT,Street Condition,No Heat,Open,STATEN ISLAND
67245896,2025-09-26,2025-12-07,DEP,Water System,Blocked Driveway,Closed,STATEN ISLAND
62622685,2025-09-09,,DSNY,Noise,Pothole,Open,BRONX
65461202,2025-11-25,2025-11-19,DOT,Noise,Leak,Closed,QUEENS
68808950,2025-12-31,2025-11-13,DEP,Illegal Parking,No Heat,Closed,MANHATTAN
64152526,2025-11-05,2025-11-29,DEP,Noise,Loud Music,Closed,MANHATTAN
69663844,2025-11-16,,NYPD,Heat/Hot Water,Pothole,Open,STATEN ISLAND
67127910,2025-12-14,,DOT,Water System,Leak,Open,QUEENS
60208207,2025-12-25,2025-12-25,DSNY,Heat/Hot Water,Loud Music,Closed,BRONX
63291845,2025-12-31,2025-12-28,NYPD,Street Condition,No Heat,Closed,BROOKLYN
60777444,2025-11-24,,DEP,Illegal Parking,No Heat,Open,STATEN ISLAND
68693846,2025-09-18,2025-12-27,DOT,Heat/Hot Water,Blocked Driveway,Closed,BROOKLYN
65011963,2025-12-01,2025-12-09,HPD,Heat/Hot Water,Loud Music,Closed,MANHATTAN
64590712,2025-10-01,2025-11-16,DEP,Illegal Parking,Leak,Closed,BRONX
68534839,2025-10-28,,DOT,Street Condition,Pothole,Open,MANHATTAN
67005359,2025-11-13,,HPD,Water System,Pothole,Open,MANHATTAN
60058751,2025-10-19,2025-12-20,DSNY,Noise,No Heat,Closed,STATEN ISLAND
64785818,2025-10-24,2025-11-05,DOT,Heat/Hot Water,No Heat,Closed,BRONX
62647852,2025-09-29,2025-12-02,HPD,Noise,Leak,Closed,QUEENS
65156725,2025-11-03,,HPD,Water System,Pothole,Open,MANHATTAN
61718040,2025-10-15,2025-11-14,NYPD,Street Condition,Leak,Closed,BRONX
67690177,2025-09-11,2025-12-08,DOT,Heat/Hot Water,Pothole,Closed,MANHATTAN
65780945,2026-01-01,2025-11-03,NYPD,Heat/Hot Water,Leak,Closed,BRONX
61138146,2025-10-21,,DSNY,Noise,No Heat,Open,STATEN ISLAND
67569775,2025-11-21,2025-11-07,DEP,Noise,Blocked Driveway,Closed,BRONX
60055697,2025-10-09,2025-12-28,DOT,Heat/Hot Water,Blocked Driveway,Closed,BROOKLYN
60620600,2025-10-13,,DSNY,Illegal Parking,Loud Music,Open,QUEENS
65840740,2025-12-21,2025-11-07,NYPD,Heat/Hot Water,Blocked Driveway,Closed,STATEN ISLAND
66426479,2025-11-22,2025-12-03,HPD,Heat/Hot Water,Leak,Closed,BROOKLYN
64768816,2025-12-18,2025-11-25,DEP,Noise,Leak,Closed,STATEN ISLAND
66094650,2025-12-14,2025-12-30,DSNY,Water System,Blocked Driveway,Closed,QUEENS
64936555,2025-11-20,2025-12-12,DOT,Heat/Hot Water,Leak,Closed,MANHATTAN
63950483,2025-10-22,2025-11-21,DEP,Street Condition,No Heat,Closed,BRONX
66060082,2025-12-21,2025-11-28,DSNY,Water System,Pothole,Closed,QUEENS
65907747,2025-11-18,2025-12-08,DOT,Noise,Leak,Closed,BRONX
67127796,2025-12-11,2025-12-31,DSNY,Illegal Parking,Pothole,Closed,BROOKLYN
63636513,2025-11-27,,DSNY,Street Condition,Pothole,Open,QUEENS
61844292,2025-12-22,2025-12-19,DOT,Water System,Leak,Closed,BRONX
65124367,2025-12-01,2025-11-18,DOT,Heat/Hot Water,Leak,Closed,BRONX
63364375,2025-11-03,,DOT,Heat/Hot Water,Pothole,Open,STATEN ISLAND
65529868,2025-09-11,2025-11-13,NYPD,Noise,Pothole,Closed,QUEENS
62352097,2025-12-03,,HPD,Noise,Leak,Open,QUEENS
62390040,2025-11-12,,HPD,Heat/Hot Water,Leak,Open,MANHATTAN
69346458,2025-10-24,,DSNY,Illegal Parking,No Heat,Open,BRONX
65283038,2025-12-04,2025-12-27,HPD,Street Condition,No Heat,Closed,BRONX
67622219,2025-10-21,2025-12-25,DEP,Water System,Loud Music,Closed,BRONX
67300287,2025-12-10,2025-12-03,HPD,Illegal Parking,No Heat,Closed,QUEENS
66757612,2025-10-06,2025-12-12,DEP,Illegal Parking,No Heat,Closed,QUEENS
67629141,2025-11-28,2025-12-23,HPD,Illegal Parking,Pothole,Closed,QUEENS
60300089,2025-10-15,2025-12-10,DSNY,Heat/Hot Water,No Heat,Closed,MANHATTAN
69302857,2025-10-05,2025-11-03,DOT,Street Condition,Loud Music,Closed,BROOKLYN
63078011,2025-09-23,,DEP,Noise,Blocked Driveway,Open,BRONX
66562642,2025-09-15,2025-11-26,DSNY,Noise,No Heat,Closed,BROOKLYN
62211415,2025-11-28,2025-12-01,DSNY,Heat/Hot Water,Loud Music,Closed,BRONX
60930106,2025-11-02,,HPD,Noise,Leak,Open,QUEENS
66793655,2025-09-09,2025-12-13,HPD,Street Condition,Pothole,Closed,QUEENS
64498215,2025-10-20,,HPD,Noise,Leak,Open,BRONX
65949258,2025-10-10,2025-12-31,DSNY,Street Condition,Loud Music,Closed,BROOKLYN
68088050,2025-09-20,2025-12-17,DOT,Heat/Hot Water,Blocked Driveway,Closed,BROOKLYN
68497753,2025-09-22,2025-11-05,HPD,Noise,Pothole,Closed,BROOKLYN
69778012,2025-11-05,2025-11-02,NYPD,Street Condition,Leak,Closed,STATEN ISLAND
65495298,2025-09-27,2025-12-19,NYPD,Noise,No Heat,Closed,MANHATTAN
69222451,2025-12-03,,DSNY,Street Condition,Blocked Driveway,Open,BRONX
69308119,2025-12-28,,DSNY,Illegal Parking,Loud Music,Open,BROOKLYN
65818831,2025-12-10,,DSNY,Heat/Hot Water,Leak,Open,MANHATTAN
60720310,2025-09-19,2025-11-13,DSNY,Street Condition,Blocked Driveway,Closed,QUEENS
69498751,2025-12-23,,DSNY,Noise,Leak,Open,BRONX
63568624,2025-11-03,2025-11-29,DEP,Illegal Parking,Loud Music,Closed,STATEN ISLAND
69556711,2025-10-10,2025-12-15,DSNY,Street Condition,Pothole,Closed,BROOKLYN
67615674,2025-09-07,2025-11-14,HPD,Illegal Parking,Pothole,Closed,BROOKLYN
63105566,2025-10-18,2025-12-14,HPD,Water System,Pothole,Closed,QUEENS
62750297,2025-09-24,2025-12-05,HPD,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
63241051,2025-11-09,2025-12-30,DOT,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
64346925,2025-10-08,,DOT,Water System,No Heat,Open,BROOKLYN
67574761,2025-12-07,2025-11-29,DEP,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
68381645,2025-09-30,,NYPD,Heat/Hot Water,No Heat,Open,BRONX
66258125,2025-10-25,,HPD,Illegal Parking,No Heat,Open,BROOKLYN
63559682,2025-12-15,2025-12-24,HPD,Street Condition,Leak,Closed,BRONX
61391689,2025-11-19,,NYPD,Heat/Hot Water,No Heat,Open,STATEN ISLAND
63362933,2025-11-07,,DSNY,Heat/Hot Water,Blocked Driveway,Open,BRONX
61388459,2025-11-08,2025-12-26,DSNY,Illegal Parking,Pothole,Closed,BROOKLYN
62750982,2025-10-15,2025-11-12,HPD,Noise,Leak,Closed,BROOKLYN
69377359,2025-09-03,2025-11-25,NYPD,Water System,Blocked Driveway,Closed,QUEENS
62661177,2025-12-31,2025-11-13,HPD,Illegal Parking,Blocked Driveway,Closed,BRONX
61755076,2025-10-06,2025-11-04,DEP,Water System,Leak,Closed,QUEENS
64653728,2025-09-28,2025-11-06,DSNY,Street Condition,Leak,Closed,BROOKLYN
63998885,2025-12-08,2025-11-28,DSNY,Street Condition,No Heat,Closed,BROOKLYN
64157239,2025-11-13,2025-11-19,DOT,Noise,Leak,Closed,BROOKLYN
60556772,2025-12-16,2025-11-16,HPD,Street Condition,No Heat,Closed,MANHATTAN
67677253,2025-12-18,2025-11-20,DSNY,Illegal Parking,Blocked Driveway,Closed,QUEENS
69779358,2025-12-25,2025-12-08,DSNY,Heat/Hot Water,Blocked Driveway,Closed,STATEN ISLAND
66685316,2025-12-22,2025-11-29,DOT,Water System,Loud Music,Closed,BROOKLYN
69534375,2025-11-25,2025-11-21,DOT,Illegal Parking,No Heat,Closed,QUEENS
61001288,2025-09-30,2025-11-20,HPD,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
66884961,2025-09-16,2025-12-25,NYPD,Water System,Loud Music,Closed,BRONX
66319577,2025-10-28,2025-12-01,NYPD,Heat/Hot Water,Leak,Closed,MANHATTAN
68943484,2025-12-27,2025-11-23,NYPD,Noise,Loud Music,Closed,QUEENS
69212755,2025-09-22,2025-11-21,HPD,Illegal Parking,Leak,Closed,QUEENS
62043500,2025-09-19,2025-12-06,DOT,Water System,No Heat,Closed,MANHATTAN
65319681,2025-11-15,2025-11-10,HPD,Heat/Hot Water,Loud Music,Closed,QUEENS
62866669,2025-11-27,2025-11-03,HPD,Illegal Parking,Leak,Closed,STATEN ISLAND
65076242,2025-10-28,2025-12-28,DEP,Street Condition,No Heat,Closed,QUEENS
63813974,2025-12-18,2025-11-23,HPD,Illegal Parking,No Heat,Closed,BRONX
65095716,2025-12-07,,NYPD,Street Condition,Blocked Driveway,Open,STATEN ISLAND
67344862,2025-11-17,2025-12-01,DEP,Heat/Hot Water,Pothole,Closed,MANHATTAN
68839845,2025-12-15,,HPD,Illegal Parking,Pothole,Open,MANHATTAN
68856110,2025-11-22,2025-12-16,DSNY,Heat/Hot Water,Blocked Driveway,Closed,BRONX
65780325,2025-11-03,2025-11-14,HPD,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
63974602,2025-12-30,2025-11-24,DOT,Street Condition,Blocked Driveway,Closed,STATEN ISLAND
64137062,2025-11-19,2025-11-11,NYPD,Heat/Hot Water,Loud Music,Closed,BROOKLYN
64227973,2025-12-09,2025-12-05,DEP,Water System,No Heat,Closed,STATEN ISLAND
65124953,2025-12-17,2025-12-19,DEP,Noise,Loud Music,Closed,STATEN ISLAND
62818462,2025-11-08,,HPD,Heat/Hot Water,Loud Music,Open,BROOKLYN
62993155,2025-11-30,2025-12-05,DSNY,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
62210263,2025-11-09,2025-12-02,DSNY,Noise,No Heat,Closed,BROOKLYN
69417558,2025-12-21,,HPD,Heat/Hot Water,Leak,Open,MANHATTAN
62532322,2025-11-12,2025-12-10,HPD,Noise,Pothole,Closed,STATEN ISLAND
60261310,2025-10-24,2025-12-01,DOT,Heat/Hot Water,Pothole,Closed,BRONX
60319049,2025-09-18,2025-12-13,HPD,Illegal Parking,Loud Music,Closed,STATEN ISLAND
68311283,2025-12-11,,DSNY,Heat/Hot Water,Leak,Open,QUEENS
69245439,2025-10-17,,HPD,Noise,Loud Music,Open,BROOKLYN
68488364,2025-10-08,2025-11-16,HPD,Street Condition,Loud Music,Closed,BRONX
69967795,2025-12-12,,HPD,Heat/Hot Water,Pothole,Open,BROOKLYN
67725078,2025-09-25,2025-12-30,DOT,Street Condition,Loud Music,Closed,MANHATTAN
68413166,2025-09-27,,NYPD,Street Condition,Leak,Open,BROOKLYN
64416301,2025-09-20,,HPD,Heat/Hot Water,Loud Music,Open,STATEN ISLAND
61547478,2025-12-14,,DSNY,Noise,No Heat,Open,QUEENS
64622194,2025-10-12,,DEP,Heat/Hot Water,No Heat,Open,STATEN ISLAND
66167642,2025-10-04,2025-11-25,NYPD,Water System,Blocked Driveway,Closed,QUEENS
63602723,2025-12-16,2025-11-09,DOT,Heat/Hot Water,Loud Music,Closed,STATEN ISLAND
68565184,2025-11-18,2025-12-19,NYPD,Street Condition,No Heat,Closed,STATEN ISLAND
68519164,2025-09-08,2025-11-22,DSNY,Street Condition,Loud Music,Closed,MANHATTAN
66150963,2025-09-27,2025-11-11,DEP,Water System,No Heat,Closed,BRONX
67137719,2025-10-12,2025-11-21,NYPD,Street Condition,Loud Music,Closed,QUEENS
61310277,2025-10-26,,DEP,Illegal Parking,Blocked Driveway,Open,BROOKLYN
66113762,2025-11-14,2025-11-21,NYPD,Noise,Pothole,Closed,MANHATTAN
66041370,2025-12-08,,DSNY,Heat/Hot Water,Blocked Driveway,Open,MANHATTAN
69456393,2025-12-22,2025-12-24,DSNY,Noise,Loud Music,Closed,QUEENS
62255483,2025-09-10,2025-11-27,DSNY,Water System,Blocked Driveway,Closed,STATEN ISLAND
61187452,2025-09-23,2025-11-09,HPD,Water System,Pothole,Closed,QUEENS
60942816,2025-12-01,,HPD,Water System,Loud Music,Open,MANHATTAN
61384328,2025-12-31,2025-12-09,HPD,Water System,Leak,Closed,QUEENS
63411156,2025-09-20,2025-12-23,DOT,Noise,Loud Music,Closed,MANHATTAN
66959321,2025-12-06,,DEP,Noise,Loud Music,Open,BROOKLYN
62513587,2025-11-01,,DSNY,Illegal Parking,No Heat,Open,QUEENS
66153825,2025-09-12,,DEP,Heat/Hot Water,Leak,Open,MANHATTAN
65528390,2025-10-18,2025-11-04,DOT,Illegal Parking,Leak,Closed,BRONX
69870810,2025-11-04,2025-12-15,NYPD,Noise,Pothole,Closed,BRONX
68605532,2025-11-01,2025-11-26,DOT,Heat/Hot Water,Loud Music,Closed,QUEENS
68674924,2025-11-16,2026-01-01,NYPD,Noise,Loud Music,Closed,STATEN ISLAND
65793461,2025-10-17,2025-12-22,DOT,Street Condition,Loud Music,Closed,STATEN ISLAND
64972625,2025-12-31,2025-11-29,DEP,Noise,Blocked Driveway,Closed,BRONX
61095112,2025-10-31,2025-12-04,DEP,Street Condition,Loud Music,Closed,MANHATTAN
66549233,2025-09-29,2025-12-15,DEP,Street Condition,No Heat,Closed,MANHATTAN
65140993,2025-11-13,,DEP,Noise,No Heat,Open,BROOKLYN
68213819,2025-11-03,2025-11-20,DEP,Street Condition,No Heat,Closed,QUEENS
65731826,2025-10-17,2025-12-05,NYPD,Water System,Pothole,Closed,QUEENS
61566231,2025-12-25,2025-12-03,HPD,Noise,No Heat,Closed,BRONX
67579112,2025-11-08,2025-11-15,HPD,Illegal Parking,No Heat,Closed,BROOKLYN
65578918,2025-10-10,2025-11-15,DSNY,Noise,Pothole,Closed,STATEN ISLAND
61912252,2025-10-05,,DSNY,Noise,Leak,Open,MANHATTAN
65254339,2025-10-17,2025-11-15,NYPD,Illegal Parking,Leak,Closed,BRONX
60513738,2025-11-08,2025-12-07,HPD,Water System,Leak,Closed,BROOKLYN
64470671,2025-09-04,2025-11-13,DOT,Noise,No Heat,Closed,MANHATTAN
66975185,2025-11-12,2025-12-06,DOT,Noise,Loud Music,Closed,STATEN ISLAND
65397416,2025-12-02,2025-11-02,HPD,Water System,Pothole,Closed,MANHATTAN
69515574,2025-10-08,,DSNY,Heat/Hot Water,Leak,Open,BROOKLYN
62708348,2025-11-24,2025-12-26,NYPD,Water System,Loud Music,Closed,MANHATTAN
68118168,2025-12-17,2025-11-16,DSNY,Water System,Pothole,Closed,QUEENS
63324161,2025-09-03,2025-11-29,NYPD,Illegal Parking,Leak,Closed,BRONX
69699544,2025-11-17,,DOT,Heat/Hot Water,Blocked Driveway,Open,STATEN ISLAND
63188119,2025-09-07,2025-12-09,DOT,Street Condition,Pothole,Closed,QUEENS
68561341,2025-11-01,2025-12-19,DEP,Noise,Loud Music,Closed,MANHATTAN
61473297,2025-12-24,2025-11-18,DEP,Noise,Leak,Closed,BROOKLYN
67386650,2025-11-11,2025-11-30,DSNY,Noise,Leak,Closed,STATEN ISLAND
