school_name,major_name,notice_title,source_relative_url,published_date,province,school_type,school_attribute,notice_id,snapshot_year,freshness_status,official_verification_required,state,data_nature
北京有色金属研究总院,材料科学与工程、冶金工程,北京有色金属研究总院2021年考研调剂信息,/tiaoji/schooldetail/id/28801.shtml,2021-03-04,北京,,,B022-TJ-0196,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
北京林业大学,生物质能源与材料学科,2021年北京林业大学化学、化工类或材料考研调剂信息,/tiaoji/schooldetail/id/28799.shtml,2021-03-04,北京,,中华人民共和国教育部,B022-TJ-0197,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中南民族大学,材料与化工(专硕),2021年中南民族大学材料与化工(专硕)考研调剂信息,/tiaoji/schooldetail/id/28797.shtml,2021-03-04,湖北,综合类,"中华人民共和国国家民族事务委员会直属高校
（2015年） 
（2006年）
湖北省“国内一流大学建设高校”",B022-TJ-0198,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国农业科学院,兽医、林学(植物、畜牧方..,2021年中国农业科学院特产研究所兽医、林学(植物、畜..,/tiaoji/schooldetail/id/28795.shtml,2021-03-04,北京,,,B022-TJ-0199,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
大连交通大学,数学,2021年大连交通大学数学考研调剂信息,/tiaoji/schooldetail/id/28793.shtml,2021-03-04,辽宁,理工,"辽宁省“一流大学重点建设高校”（2017年入选）
“卓越工程师教育培养计划”高校（2012年入选）",B022-TJ-0200,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
重庆大学,环境工程,2021年重庆大学环境工程考研调剂信息(专硕),/tiaoji/schooldetail/id/28791.shtml,2021-03-04,重庆,综合,"985工程（1999年）
211工程（1996年）
世界一流大学建设高校（A类）（2017年）
全国重点大学（1960年）
教育部、重庆市共建高校（2001年）",B022-TJ-0201,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
海南大学,海洋化学、海洋地质、沉积..,2021年海南大学海洋化学、海洋地质、沉积学、环境科学..,/tiaoji/schooldetail/id/28789.shtml,2021-03-04,海南,综合类,"（2008年）
（2017年）
（2012年）
（2018年）
（2011年）",B022-TJ-0202,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广州大学,化学工程与技术,2021年广州大学化学工程与技术考研调剂信息,/tiaoji/schooldetail/id/28787.shtml,2021-03-04,广东,,,B022-TJ-0203,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西南交通大学,神经外科、生物医学工程,2021年西南交通大学医学院神经外科、生物医学工程考研..,/tiaoji/schooldetail/id/28785.shtml,2021-03-04,四川,公办大学,理工,B022-TJ-0204,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西南交通大学,神经外科、生物医学工程,2021年西南交通大学医学院神经外科、生物医学工程考研..,/tiaoji/schooldetail/id/28783.shtml,2021-03-04,四川,公办大学,理工,B022-TJ-0205,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国原子能科学研究院,物理学、核科学与技术类、..,中国原子能科学研究院2021年院属各单位硕士招生调剂需..,/tiaoji/schooldetail/id/28781.shtml,2021-03-04,北京,,,B022-TJ-0206,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
齐鲁工业大学,化学,2021年齐鲁工业大学化学考研调剂信息,/tiaoji/schooldetail/id/28777.shtml,2021-03-04,山东,理工类,"全日制普通本科院校
（2012年）",B022-TJ-0207,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
湘潭大学,本科专业与材料、化学、化..,2021年湘潭大学化学学院化学、材料、化工等考研调剂信..,/tiaoji/schooldetail/id/28775.shtml,2021-03-04,湖南,综合,湖南省国内一流大学建设高校,B022-TJ-0208,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
扬州大学,化学,2021年扬州大学化学考研调剂信息,/tiaoji/schooldetail/id/28773.shtml,2021-03-04,江苏,公立大学,综合,B022-TJ-0209,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
桂林电子科技大学,材料科学与工程,2021年桂林电子科技大学材料科学与工程考研调剂信息,/tiaoji/schooldetail/id/28771.shtml,2021-03-04,广西,理工类,,B022-TJ-0210,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
深圳大学,材料与化工,2021年深圳大学化学工程与技术考研调剂信息,/tiaoji/schooldetail/id/28769.shtml,2021-03-04,广东,,,B022-TJ-0211,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
华南农业大学,植物保护,2021年华南农业大学植物保护考研调剂信息,/tiaoji/schooldetail/id/28767.shtml,2021-03-04,广东,农林类,"（1979年入选）
（广东省人民政府和共建）
（2014年10月入选）
 
（2015入选）",B022-TJ-0212,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
华南农业大学,制药工程、化学工程、食品..,2021年华南农业大学化学工程与技术考研调剂信息,/tiaoji/schooldetail/id/28765.shtml,2021-03-04,广东,农林类,"（1979年入选）
（广东省人民政府和共建）
（2014年10月入选）
 
（2015入选）",B022-TJ-0213,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
内蒙古大学,生物学,2021年内蒙古大学马铃薯研究中心生物学考研调剂信息,/tiaoji/schooldetail/id/28763.shtml,2021-03-04,内蒙古,综合,"全国重点大学（1978年） 
211工程（1997年）
“国家中西部高校提升综合实力计划”高校（2012年）
中西部“一省一校”重点支持建设高校（2016年）
世界一流学科建设高校（2017年）",B022-TJ-0214,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国航天科技集团公司九院772所,电子科学与技术,2021年中国航天科技集团公司九院772所电子科学与技术..,/tiaoji/schooldetail/id/28761.shtml,2021-03-04,北京,,,B022-TJ-0215,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广东财经大学,旅游管理,2021年广东财经大学旅游管理考研调剂信息,/tiaoji/schooldetail/id/28759.shtml,2021-03-04,广东,,,B022-TJ-0216,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西南交通大学,生物工程、环境工程、制药..,2021年西南交通大学生物工程、环境工程、制药工程、生..,/tiaoji/schooldetail/id/28757.shtml,2021-03-04,四川,公办大学,理工,B022-TJ-0217,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
辽宁科技大学,报考有机化学、应用化学、..,2021年辽宁科技大学有机化学、应用化学、化学工程与技..,/tiaoji/schooldetail/id/28755.shtml,2021-03-04,辽宁,理工,"辽宁省一流大学重点建设高校（2017年）
教育部卓越工程师教育培养计划高校（2011年）
省属重点本科高校",B022-TJ-0218,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南方科技大学,单晶制备和结构解析方向,2021年南方科技大学单晶制备和结构解析方向考研调剂信..,/tiaoji/schooldetail/id/28753.shtml,2021-03-04,广东,理工类,"国家高等教育综合改革试验校
全日制普通高等学校",B022-TJ-0219,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
重庆三峡学院,农业工程与信息技术,2021年重庆三峡学院农业工程与信息技术考研调剂信息(..,/tiaoji/schooldetail/id/28751.shtml,2021-03-04,重庆,综合类,"全日制普通本科院校

（2014年）",B022-TJ-0220,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广州大学,计算机科学与技术、信息与..,2021年广州大学计算机科学与技术、信息与通信工程、电..,/tiaoji/schooldetail/id/28749.shtml,2021-03-04,广东,,,B022-TJ-0221,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
安徽农业大学,材料科学与工程,2021年安徽农业大学材料科学与工程考研调剂信息,/tiaoji/schooldetail/id/28747.shtml,2021-03-04,安徽,,,B022-TJ-0222,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
烟台大学,材料与化工,2021年烟台大学化学化工学院材料与化工专业调剂信息(..,/tiaoji/schooldetail/id/28745.shtml,2021-03-04,山东,综合类,"山东省属重点综合性大学



山东省地方立法研究服务基地",B022-TJ-0223,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
吉林农业大学,,2021年吉林农业大学资源与环境考研调剂信息(专硕),/tiaoji/schooldetail/id/28743.shtml,2021-03-04,吉林,农林类,"吉林省省属重点大学
吉林省人民政府与农业部合作共建大学（2011）
中西部高校基础能力建设工程（2012）",B022-TJ-0224,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
北京建筑大学,,北京建筑大学2021年硕士复试、调剂咨询通知,/tiaoji/schooldetail/id/28741.shtml,2021-03-04,北京,理工,国家建设行业技能型紧缺人才培养培训工程,B022-TJ-0225,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
东北电力大学,土木工程,东北电力大学建筑工程学院土木工程2021年考研调剂信息,/tiaoji/schooldetail/id/28739.shtml,2021-03-04,吉林,理工类,"（2011）   
（2012）
省属重点本科高校",B022-TJ-0226,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
锦州医科大学,药物化学,2021年锦州医科大学药物化学考研调剂信息,/tiaoji/schooldetail/id/28737.shtml,2021-03-04,辽宁,"全日制普通本科高等院校
中国政府奖学金来华留学生高等院校（2014年）
招收港澳台地区学生资格院校（2015年）",辽宁省,B022-TJ-0227,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
三峡大学,学、材料、环境方面,2021年三峡大学化学、材料、环境方面考研调剂信息,/tiaoji/schooldetail/id/28735.shtml,2021-03-04,广东,综合,"国家水利部和湖北省共建大学（2009）
教育部第二批“卓越工程师教育培养计划”高校（2011）
中西部高校基础能力建设工程（二期）（2016）
湖北省“国内一流大学”建设高校（2018）",B022-TJ-0228,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西南自动化研究所,计算机应用技术、软件工程..,2021年西南自动化研究所考研调剂信息,/tiaoji/schooldetail/id/28733.shtml,2021-03-04,四川,,,B022-TJ-0229,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
北京航空精密机械研究所,仪器科学与技术,2021年北京航空精密机械研究所考研调剂信息,/tiaoji/schooldetail/id/28731.shtml,2021-03-04,北京,,,B022-TJ-0230,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国辐射防护研究院,辐射防护及环境保护、放射..,2021年中国辐射防护研究院考研调剂信息,/tiaoji/schooldetail/id/28729.shtml,2021-03-04,山西,,,B022-TJ-0231,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
东北林业大学,化学、化学工程,2021年东北林业大学医药课题组化学、化学工程调剂信息,/tiaoji/schooldetail/id/28727.shtml,2021-03-04,黑龙江,林业类,"（2017年入选）

（2005年入选）
（2011年入选）
（2011年入选）",B022-TJ-0232,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
成都理工大学,石油与天然气工程,2021年成都理工大学石油与天然气工程考研调剂信息(专..,/tiaoji/schooldetail/id/28725.shtml,2021-03-04,四川,理工（多科性大学）,教育部、自然资源部、四川省共建大学,B022-TJ-0233,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
淮阴工学院,食品科学与工程,2021年淮阴工学院食品科学与工程考研调剂信息,/tiaoji/schooldetail/id/28723.shtml,2021-03-04,江苏,"第二批卓越工程师教育培养计划高校（2011年）
第一批卓越农林人才教育培养计划改革试点项目（2014年）",江苏省,B022-TJ-0234,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广州大学,生物医学工程,2021年广州大学生物医学工程研究生调剂信息,/tiaoji/schooldetail/id/28721.shtml,2021-03-04,广东,,,B022-TJ-0235,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
桂林电子科技大学,计算机科学与技术,2021年桂林电子科技大学计算机科学与技术考研调剂信息,/tiaoji/schooldetail/id/28719.shtml,2021-03-04,广西,理工类,,B022-TJ-0236,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南京邮电大学,生物医学工程,2021年南京邮电大学生物医学工程研究生调剂信息,/tiaoji/schooldetail/id/28717.shtml,2021-03-04,江苏,综合类,"（2017年入选）

（2013年入选）
（2017年入选）

（2011年入选）
江苏建设高校（2017年入选）",B022-TJ-0237,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南方科技大学,化学,2021年南方科技大学化学调剂信息,/tiaoji/schooldetail/id/28715.shtml,2021-03-04,广东,理工类,"国家高等教育综合改革试验校
全日制普通高等学校",B022-TJ-0238,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
上海对外经贸大学,MBA,上海对外经贸大学2021年MBA调剂意向登记表通知,/tiaoji/schooldetail/id/28713.shtml,2021-03-04,上海,外语、财经类,"世界贸易组织教席院校  

上海市政府奖学金生接收院校
（AACSB）会员
白金级认证教育机构",B022-TJ-0239,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
哈尔滨工程大学,光学、光学工程、电子信息,哈尔滨工程大学物理与光电工程学院2020年硕士研究生调..,/tiaoji/schooldetail/id/28711.shtml,2021-03-04,黑龙江,理工类,"（2017年）
（1996年）
工业和信息化部、教育部、黑龙江省、哈尔滨市共建高校（2019年）
（2011年）",B022-TJ-0240,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
东华大学,MPA,东华大学MPA2021年考研调剂信息公告,/tiaoji/schooldetail/id/28709.shtml,2021-03-04,上海,综合,"（2017）
（1960）
（1995）
（2010） 
（2007）",B022-TJ-0241,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
上海师范大学,产业经济学、金融学、数量..,2021年上海师范大学商学院会计学、技术经济及管理考研..,/tiaoji/schooldetail/id/28707.shtml,2021-03-04,上海,师范（综合）,"上海市重点建设大学
教育部卓越教师培养计划实施院校
中国政府奖学金来华留学生接收院校 
高等学校学科创新引智计划（111计划）
上海市高水平地方高校（学科）建设试点单位",B022-TJ-0242,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
南华大学,能源动力、核科学与技术,2021年南华大学核科学技术学院能源动力、核科学与技术..,/tiaoji/schooldetail/id/28705.shtml,2021-03-03,湖南,,,B022-TJ-0243,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安建筑科技大学,材料与化工、电子信息、资..,2021年西安建筑科技大学材料与化工、电子信息、资源与..,/tiaoji/schooldetail/id/28703.shtml,2021-03-03,陕西,理工,,B022-TJ-0244,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安建筑科技大学,土木工程、环境科学与工程..,2021年西安建筑科技大学土木工程、环境科学与工程、力..,/tiaoji/schooldetail/id/28701.shtml,2021-03-03,陕西,理工,,B022-TJ-0245,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
上海师范大学,金融专硕（MF）、资产评估..,2021年上海师范大学金融专硕（MF）招生调剂信息,/tiaoji/schooldetail/id/28699.shtml,2021-03-03,上海,师范（综合）,"上海市重点建设大学
教育部卓越教师培养计划实施院校
中国政府奖学金来华留学生接收院校 
高等学校学科创新引智计划（111计划）
上海市高水平地方高校（学科）建设试点单位",B022-TJ-0246,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
上海工程技术大学,马克思主义理论、统计学、..,上海工程技术大学2021年硕士研究生招生调剂公告,/tiaoji/schooldetail/id/28697.shtml,2021-03-03,上海,理工,"上海高水平地方应用型高校建设单位 
全国地方高校新工科建设牵头单位 
长三角高水平特色地方高校创新联盟",B022-TJ-0247,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广东海洋大学,院作物学、畜牧学、农艺与..,2021年广东海洋大学滨海农业学院作物学、畜牧学、农艺..,/tiaoji/schooldetail/id/28695.shtml,2021-03-03,广东,农林类,,B022-TJ-0248,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
燕山大学,金融、应用统计、法律(法..,燕山大学2021年硕士研究生调剂信息,/tiaoji/schooldetail/id/28693.shtml,2021-03-03,河北,,河北省“双一流”建设高校,B022-TJ-0249,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
东北石油大学,政治学、马克思主义理论、..,东北石油大学2021年硕士招生考试预调剂信息公告,/tiaoji/schooldetail/id/28691.shtml,2021-03-03,黑龙江,理工类,"（1978年）
（2010年）
实施高校（2011年）
实施高校 （2008年）
建设高校（2010年）",B022-TJ-0250,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
重庆科技学院,化学、资源与环境、旅游管..,重庆科技学院2021年硕士研究生招生预调剂意向登记公告,/tiaoji/schooldetail/id/28689.shtml,2021-03-03,重庆,理工类,"（2011年）
数据中国“”
全国副理事长单位",B022-TJ-0251,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
长春工业大学,金融学、国际贸易学、法学..,长春工业大学2021年硕士研究生招生预调剂公告,/tiaoji/schooldetail/id/28687.shtml,2021-03-03,吉林,,综合类,B022-TJ-0252,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
燕山大学,金融、工商管理、管理科学..,燕山大学经济管理学院2021年硕士研究生调剂咨询工作通..,/tiaoji/schooldetail/id/28685.shtml,2021-03-03,河北,,河北省“双一流”建设高校,B022-TJ-0253,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
陕西科技大学,化学/化工/材料/轻工（皮..,2021年陕西科技大学化学/化工/材料/轻工（皮革、纺织..,/tiaoji/schooldetail/id/28683.shtml,2021-03-03,陕西,理工,"（1998年）
（2011年）
（2011年）
 （2012年）
（2018年）",B022-TJ-0254,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国科学院总院,生物、分析化学,2021年中国科学院武汉精密测量科学与技术创新研究院生..,/tiaoji/schooldetail/id/28681.shtml,2021-03-03,北京,,,B022-TJ-0255,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国原子能科学研究院,核物理、核技术、材料物理,2021年中国原子能科学研究院核物理、核技术和材料物理..,/tiaoji/schooldetail/id/28679.shtml,2021-03-03,北京,,,B022-TJ-0256,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
齐齐哈尔大学,通信与信息系统、电子信息..,2021年齐齐哈尔大学通信与信息系统、电子信息工程研究..,/tiaoji/schooldetail/id/28677.shtml,2021-03-03,黑龙江,综合类,"黑龙江省高教强省重点建设高校（2008年入选）
黑龙江省高水平大学（2018年入选）",B022-TJ-0257,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
山东师范大学,物理学,2021年山东师范大学物理学研究生调剂信息,/tiaoji/schooldetail/id/28675.shtml,2021-03-03,山东,师范,"（1981年）
山东省首批重点建设应用基础型人才培养特色名校（2012年）
和共建高校（2014年）",B022-TJ-0258,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
涉外办学,化学、材料,2021年北京高压科学研究中心高压材料、化学调剂信息,/tiaoji/schooldetail/id/28673.shtml,2021-03-03,北京,,,B022-TJ-0259,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
集美大学,机械工程,2021年集美大学机械工程研究生调剂信息,/tiaoji/schooldetail/id/28671.shtml,2021-03-03,福建,综合,"福建省重点建设高校（2004）
交通运输部与福建省共建高校（2007）
福建省与厦门市共建高校（2012）
卓越工程师教育培养计划 （2013）
卓越农林人才教育培养计划（2014）",B022-TJ-0260,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安工业大学,材料科学与工程,2021年西安工业大学材料科学与工程研究生调剂信息,/tiaoji/schooldetail/id/28669.shtml,2021-03-03,陕西,理工,国家二级保密资格单位,B022-TJ-0261,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
江西科技师范大学,电子科学与技术,2021年江西科技师范大学电子科学与技术研究生调剂信息,/tiaoji/schooldetail/id/28667.shtml,2021-03-03,江西,,"省属重点本科高校
（2014） 
江西省 
江西省建设高校（2017）
省属重点大学",B022-TJ-0262,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
扬州大学,生物学,2021年扬州大学生物学研究生调剂信息,/tiaoji/schooldetail/id/28665.shtml,2021-03-03,江苏,公立大学,综合,B022-TJ-0263,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
太原理工大学,俄语语言文学,2021年太原理工大学俄语语言文学研究生调剂信息,/tiaoji/schooldetail/id/28663.shtml,2021-03-03,山西,公办大学,理工,B022-TJ-0264,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
武汉纺织大学,化学,2021年武汉纺织大学化学招收研究生调剂信息,/tiaoji/schooldetail/id/28661.shtml,2021-03-03,湖北,理工,"（2011年）
（2012年）
湖北省“国内一流学科建设学科”建设高校（2018年）",B022-TJ-0265,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
北方民族大学,化学工程与技术,2021年北方民族大学化学工程与技术研究生调剂信息,/tiaoji/schooldetail/id/28659.shtml,2021-03-03,宁夏,民族类,"中央部委高校


丝绸之路大学联盟成员",B022-TJ-0266,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
广州大学,生物学,2021年广州大学生物学相关专业研究生调剂信息,/tiaoji/schooldetail/id/28657.shtml,2021-03-03,广东,,,B022-TJ-0267,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安理工大学,材料科学与工程,2021年西安理工大学材料科学与工程招收调剂信息,/tiaoji/schooldetail/id/28655.shtml,2021-03-03,陕西,理工,,B022-TJ-0268,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国矿业大学（北京）,化学工程与技术,2021年中国矿业大学（北京）化学工程与技术调剂信息,/tiaoji/schooldetail/id/28653.shtml,2021-03-03,北京,理工,"全国重点大学（1960年、1978年入选）

211工程（1997年入选）
985平台（2006年入选）
世界一流学科建设高校（2017年入选）
教育部与原国家安全生产监督管理总局共建高校（2005年入选）",B022-TJ-0269,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
山东科技大学,材料学、材料工程、材料加..,2021年山东科技大学材料学院耐磨蚀课课题组材料学、材..,/tiaoji/schooldetail/id/28651.shtml,2021-03-03,山东,,山东省,B022-TJ-0270,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
湖北汽车工业学院,物理、化学,2021年湖北汽车工业学院物理、化学等调剂信息,/tiaoji/schooldetail/id/28649.shtml,2021-03-03,湖北,,湖北省,B022-TJ-0271,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
湖北汽车工业学院,院光学工程、化学、材料、..,2021年湖北汽车工业学院光学工程、化学、材料、电子等..,/tiaoji/schooldetail/id/28647.shtml,2021-03-03,湖北,,湖北省,B022-TJ-0272,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
贵州大学,冶金工程,2021年贵州大学新能源材料与科学工程学系冶金工程调剂..,/tiaoji/schooldetail/id/28645.shtml,2021-03-03,贵州,综合,西部地区重点建设高水平大学,B022-TJ-0273,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
青岛大学,工业催化,2021年青岛大学化学化工学院工业催化学科研究生调剂信..,/tiaoji/schooldetail/id/28641.shtml,2021-03-03,山东,综合类,"（2011年） 
（2012年）
（2013年）",B022-TJ-0274,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
山东交通学院,机械工程、船舶与海洋工程..,2021年山东交通学院机械工程领域、船舶与海洋工程、轮..,/tiaoji/schooldetail/id/28639.shtml,2021-03-03,山东,理工类,,B022-TJ-0275,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
黑龙江科技大学,化学工程与技术、资源与环..,2021年黑龙江科技大学化学工程与技术、资源与环境考研..,/tiaoji/schooldetail/id/28637.shtml,2021-03-03,黑龙江,理工,"全日制普通本科院校
省部共建高校（2014年）
（2018年）
黑龙江省特色学科建设高校（2018年）",B022-TJ-0276,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
山东农业大学,材料科学与工程,2021年山东农业大学材料科学与工程招生调剂信息,/tiaoji/schooldetail/id/28635.shtml,2021-03-03,山东,农林类,"省属重点本科高校
卓越农林人才教育培养计划
省部共建大学
山东特色名校工程",B022-TJ-0277,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
中国民航大学,材料科学与工程,2021年中国民航大学材料科学与工程调剂信息,/tiaoji/schooldetail/id/28633.shtml,2021-03-03,天津,理工,"中国民用航空局、天津市人民政府、教育部共建高校（2018年）
（2017年）
天津市高水平特色大学建设高校（2011年）
（2018年）",B022-TJ-0278,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
福建农林大学,生物学,2021年福建农林大学生物学研究生调剂信息,/tiaoji/schooldetail/id/28631.shtml,2021-03-03,福建,农林,"福建省重点建设高校（2003年）
农业部与福建省人民政府共建大学（2011）
国家林业局与福建省人民政府共建大学（2012）
福建省高水平大学建设高校（2014）
福建省一流大学建设高校（2018）",B022-TJ-0279,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
西安建筑科技大学,矿业工程,2021年西安建筑科技大学矿业工程考研调剂信息,/tiaoji/schooldetail/id/28629.shtml,2021-03-03,陕西,理工,,B022-TJ-0280,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
安徽农业大学,水产,2021年安徽农业大学水产考研调剂信息,/tiaoji/schooldetail/id/28627.shtml,2021-03-03,安徽,,,B022-TJ-0281,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
佳木斯大学,公共卫生与预防医学,2021年佳木斯大学公共卫生与预防医学考研调剂信息,/tiaoji/schooldetail/id/28625.shtml,2021-03-03,黑龙江,"省属重点本科院校
中西部高校基础能力建设工程（二期）支持高校（2016年入选）",黑龙江省,B022-TJ-0282,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
齐齐哈尔大学,信息与通信工程,2021年齐齐哈尔大学信息与通信工程考研调剂信息,/tiaoji/schooldetail/id/28623.shtml,2021-03-03,黑龙江,综合类,"黑龙江省高教强省重点建设高校（2008年入选）
黑龙江省高水平大学（2018年入选）",B022-TJ-0283,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
鲁东大学,材料科学与工程,2021年鲁东大学材料科学与工程考研调剂信息,/tiaoji/schooldetail/id/28621.shtml,2021-03-03,山东,综合类,（2012）,B022-TJ-0284,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
渤海大学,应用化学、化学工艺、工业..,2021年渤海大学应用化学、化学工艺、工业催化考研调剂..,/tiaoji/schooldetail/id/28619.shtml,2021-03-03,辽宁,综合,辽宁省,B022-TJ-0285,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
重庆交通大学,材料科学与工程,2021年重庆交通大学光电功能材料课题组材料科学与工程..,/tiaoji/schooldetail/id/28617.shtml,2021-03-03,重庆,理工,"省部共建高校（2000年1月）
卓越工程师教育培养计划高校（2011年9月）
中西部高校基础能力建设工程（2016年6月）",B022-TJ-0286,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
哈尔滨工程大学,电子、通信等相关专业,2021年哈尔滨工程大学信息与通信工程考研调剂信息,/tiaoji/schooldetail/id/28615.shtml,2021-03-03,黑龙江,理工类,"（2017年）
（1996年）
工业和信息化部、教育部、黑龙江省、哈尔滨市共建高校（2019年）
（2011年）",B022-TJ-0287,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
天津师范大学,地理学,2021年天津师范大学地理学考研调剂信息,/tiaoji/schooldetail/id/28613.shtml,2021-03-03,天津,师范类（综合）,"（2014年） 
（2010年）
（2013年）
（2018年）",B022-TJ-0288,2021,历史快照,True,待回源核验,用户提供的 2021 年调剂信息快照
