user_id,item_id,event_type,sequence_rank_within_type,absolute_event_time_available,data_nature
U04285,I01227,view,9,False,public-derived-with-sequence-proxy
U04285,I01277,view,10,False,public-derived-with-sequence-proxy
U04285,I01653,view,11,False,public-derived-with-sequence-proxy
U04285,I01658,view,12,False,public-derived-with-sequence-proxy
U04286,I00035,view,1,False,public-derived-with-sequence-proxy
U04286,I00082,view,2,False,public-derived-with-sequence-proxy
U04286,I00094,view,3,False,public-derived-with-sequence-proxy
U04286,I00108,view,4,False,public-derived-with-sequence-proxy
U04286,I00175,view,5,False,public-derived-with-sequence-proxy
U04286,I00263,view,6,False,public-derived-with-sequence-proxy
U04286,I00277,view,7,False,public-derived-with-sequence-proxy
U04286,I00358,view,8,False,public-derived-with-sequence-proxy
U04286,I00367,view,9,False,public-derived-with-sequence-proxy
U04286,I00401,view,10,False,public-derived-with-sequence-proxy
U04286,I00433,view,11,False,public-derived-with-sequence-proxy
U04286,I00524,view,12,False,public-derived-with-sequence-proxy
U04287,I00054,view,1,False,public-derived-with-sequence-proxy
U04287,I00141,view,2,False,public-derived-with-sequence-proxy
U04287,I00415,view,3,False,public-derived-with-sequence-proxy
U04287,I00433,view,4,False,public-derived-with-sequence-proxy
U04287,I00628,view,5,False,public-derived-with-sequence-proxy
U04287,I00643,view,6,False,public-derived-with-sequence-proxy
U04287,I00733,view,7,False,public-derived-with-sequence-proxy
U04287,I00838,view,8,False,public-derived-with-sequence-proxy
U04287,I00903,view,9,False,public-derived-with-sequence-proxy
U04287,I01630,view,10,False,public-derived-with-sequence-proxy
U04287,I01658,view,11,False,public-derived-with-sequence-proxy
U04287,I01676,view,12,False,public-derived-with-sequence-proxy
U04288,I00043,view,1,False,public-derived-with-sequence-proxy
U04288,I00062,view,2,False,public-derived-with-sequence-proxy
U04288,I00065,view,3,False,public-derived-with-sequence-proxy
U04288,I00082,view,4,False,public-derived-with-sequence-proxy
U04288,I00141,view,5,False,public-derived-with-sequence-proxy
U04288,I00153,view,6,False,public-derived-with-sequence-proxy
U04288,I00213,view,7,False,public-derived-with-sequence-proxy
U04288,I00369,view,8,False,public-derived-with-sequence-proxy
U04288,I00410,view,9,False,public-derived-with-sequence-proxy
U04288,I00442,view,10,False,public-derived-with-sequence-proxy
U04288,I00543,view,11,False,public-derived-with-sequence-proxy
U04288,I00617,view,12,False,public-derived-with-sequence-proxy
U04289,I00145,view,1,False,public-derived-with-sequence-proxy
U04289,I00352,view,2,False,public-derived-with-sequence-proxy
U04289,I00398,view,3,False,public-derived-with-sequence-proxy
U04289,I00402,view,4,False,public-derived-with-sequence-proxy
U04289,I00434,view,5,False,public-derived-with-sequence-proxy
U04289,I00561,view,6,False,public-derived-with-sequence-proxy
U04289,I00630,view,7,False,public-derived-with-sequence-proxy
U04289,I00836,view,8,False,public-derived-with-sequence-proxy
U04289,I00843,view,9,False,public-derived-with-sequence-proxy
U04289,I00851,view,10,False,public-derived-with-sequence-proxy
U04289,I00906,view,11,False,public-derived-with-sequence-proxy
U04289,I00935,view,12,False,public-derived-with-sequence-proxy
U04290,I00009,view,1,False,public-derived-with-sequence-proxy
U04290,I00028,view,2,False,public-derived-with-sequence-proxy
U04290,I00092,view,3,False,public-derived-with-sequence-proxy
U04290,I00109,view,4,False,public-derived-with-sequence-proxy
U04290,I00380,view,5,False,public-derived-with-sequence-proxy
U04290,I00390,view,6,False,public-derived-with-sequence-proxy
U04290,I00601,view,7,False,public-derived-with-sequence-proxy
U04290,I00683,view,8,False,public-derived-with-sequence-proxy
U04290,I00685,view,9,False,public-derived-with-sequence-proxy
U04290,I00740,view,10,False,public-derived-with-sequence-proxy
U04290,I00783,view,11,False,public-derived-with-sequence-proxy
U04290,I00858,view,12,False,public-derived-with-sequence-proxy
U04291,I00119,view,1,False,public-derived-with-sequence-proxy
U04291,I00215,view,2,False,public-derived-with-sequence-proxy
U04291,I00325,view,3,False,public-derived-with-sequence-proxy
U04291,I00376,view,4,False,public-derived-with-sequence-proxy
U04291,I00468,view,5,False,public-derived-with-sequence-proxy
U04291,I00483,view,6,False,public-derived-with-sequence-proxy
U04291,I00567,view,7,False,public-derived-with-sequence-proxy
U04291,I00600,view,8,False,public-derived-with-sequence-proxy
U04291,I00648,view,9,False,public-derived-with-sequence-proxy
U04291,I00806,view,10,False,public-derived-with-sequence-proxy
U04291,I00848,view,11,False,public-derived-with-sequence-proxy
U04291,I00925,view,12,False,public-derived-with-sequence-proxy
U04292,I00030,view,1,False,public-derived-with-sequence-proxy
U04292,I00081,view,2,False,public-derived-with-sequence-proxy
U04292,I00092,view,3,False,public-derived-with-sequence-proxy
U04292,I00144,view,4,False,public-derived-with-sequence-proxy
U04292,I00177,view,5,False,public-derived-with-sequence-proxy
U04292,I00208,view,6,False,public-derived-with-sequence-proxy
U04292,I00209,view,7,False,public-derived-with-sequence-proxy
U04292,I00334,view,8,False,public-derived-with-sequence-proxy
U04292,I00398,view,9,False,public-derived-with-sequence-proxy
U04292,I00400,view,10,False,public-derived-with-sequence-proxy
U04292,I00411,view,11,False,public-derived-with-sequence-proxy
U04292,I00418,view,12,False,public-derived-with-sequence-proxy
U04293,I00119,view,1,False,public-derived-with-sequence-proxy
U04293,I00144,view,2,False,public-derived-with-sequence-proxy
U04293,I00159,view,3,False,public-derived-with-sequence-proxy
U04293,I00194,view,4,False,public-derived-with-sequence-proxy
U04293,I00329,view,5,False,public-derived-with-sequence-proxy
U04293,I00661,view,6,False,public-derived-with-sequence-proxy
U04293,I00696,view,7,False,public-derived-with-sequence-proxy
U04293,I00912,view,8,False,public-derived-with-sequence-proxy
U04293,I01057,view,9,False,public-derived-with-sequence-proxy
U04293,I01237,view,10,False,public-derived-with-sequence-proxy
U04293,I01352,view,11,False,public-derived-with-sequence-proxy
U04293,I01455,view,12,False,public-derived-with-sequence-proxy
U04294,I00060,view,1,False,public-derived-with-sequence-proxy
U04294,I00094,view,2,False,public-derived-with-sequence-proxy
U04294,I00099,view,3,False,public-derived-with-sequence-proxy
U04294,I00208,view,4,False,public-derived-with-sequence-proxy
U04294,I00209,view,5,False,public-derived-with-sequence-proxy
U04294,I00390,view,6,False,public-derived-with-sequence-proxy
U04294,I00394,view,7,False,public-derived-with-sequence-proxy
U04294,I00400,view,8,False,public-derived-with-sequence-proxy
U04294,I00518,view,9,False,public-derived-with-sequence-proxy
U04294,I00567,view,10,False,public-derived-with-sequence-proxy
U04294,I00589,view,11,False,public-derived-with-sequence-proxy
U04294,I00630,view,12,False,public-derived-with-sequence-proxy
U04295,I00006,view,1,False,public-derived-with-sequence-proxy
U04295,I00079,view,2,False,public-derived-with-sequence-proxy
U04295,I00083,view,3,False,public-derived-with-sequence-proxy
U04295,I00148,view,4,False,public-derived-with-sequence-proxy
U04295,I00157,view,5,False,public-derived-with-sequence-proxy
U04295,I00396,view,6,False,public-derived-with-sequence-proxy
U04295,I00415,view,7,False,public-derived-with-sequence-proxy
U04295,I00562,view,8,False,public-derived-with-sequence-proxy
U04295,I00624,view,9,False,public-derived-with-sequence-proxy
U04295,I00670,view,10,False,public-derived-with-sequence-proxy
U04295,I00693,view,11,False,public-derived-with-sequence-proxy
U04295,I00733,view,12,False,public-derived-with-sequence-proxy
U04296,I00119,view,1,False,public-derived-with-sequence-proxy
U04296,I00131,view,2,False,public-derived-with-sequence-proxy
U04296,I00134,view,3,False,public-derived-with-sequence-proxy
U04296,I00135,view,4,False,public-derived-with-sequence-proxy
U04296,I00433,view,5,False,public-derived-with-sequence-proxy
U04296,I01037,view,6,False,public-derived-with-sequence-proxy
U04296,I01345,view,7,False,public-derived-with-sequence-proxy
U04296,I01361,view,8,False,public-derived-with-sequence-proxy
U04296,I01372,view,9,False,public-derived-with-sequence-proxy
U04296,I01396,view,10,False,public-derived-with-sequence-proxy
U04296,I01457,view,11,False,public-derived-with-sequence-proxy
U04296,I01471,view,12,False,public-derived-with-sequence-proxy
U04297,I00094,view,1,False,public-derived-with-sequence-proxy
U04297,I00306,view,2,False,public-derived-with-sequence-proxy
U04297,I00313,view,3,False,public-derived-with-sequence-proxy
U04297,I00366,view,4,False,public-derived-with-sequence-proxy
U04297,I00414,view,5,False,public-derived-with-sequence-proxy
U04297,I00621,view,6,False,public-derived-with-sequence-proxy
U04297,I00769,view,7,False,public-derived-with-sequence-proxy
U04297,I01344,view,8,False,public-derived-with-sequence-proxy
U04297,I01497,view,9,False,public-derived-with-sequence-proxy
U04297,I01613,view,10,False,public-derived-with-sequence-proxy
U04297,I01622,view,11,False,public-derived-with-sequence-proxy
U04297,I01715,view,12,False,public-derived-with-sequence-proxy
U04298,I00082,view,1,False,public-derived-with-sequence-proxy
U04298,I00125,view,2,False,public-derived-with-sequence-proxy
U04298,I00272,view,3,False,public-derived-with-sequence-proxy
U04298,I00493,view,4,False,public-derived-with-sequence-proxy
U04298,I00608,view,5,False,public-derived-with-sequence-proxy
U04298,I00661,view,6,False,public-derived-with-sequence-proxy
U04298,I00662,view,7,False,public-derived-with-sequence-proxy
U04298,I00708,view,8,False,public-derived-with-sequence-proxy
U04298,I00769,view,9,False,public-derived-with-sequence-proxy
U04298,I00793,view,10,False,public-derived-with-sequence-proxy
U04298,I01020,view,11,False,public-derived-with-sequence-proxy
U04298,I01167,view,12,False,public-derived-with-sequence-proxy
U04299,I00003,view,1,False,public-derived-with-sequence-proxy
U04299,I00094,view,2,False,public-derived-with-sequence-proxy
U04299,I00255,view,3,False,public-derived-with-sequence-proxy
U04299,I00366,view,4,False,public-derived-with-sequence-proxy
U04299,I00415,view,5,False,public-derived-with-sequence-proxy
U04299,I00470,view,6,False,public-derived-with-sequence-proxy
U04299,I00491,view,7,False,public-derived-with-sequence-proxy
U04299,I00518,view,8,False,public-derived-with-sequence-proxy
U04299,I00541,view,9,False,public-derived-with-sequence-proxy
U04299,I00698,view,10,False,public-derived-with-sequence-proxy
U04299,I00855,view,11,False,public-derived-with-sequence-proxy
U04299,I00901,view,12,False,public-derived-with-sequence-proxy
U04300,I00108,view,1,False,public-derived-with-sequence-proxy
U04300,I00330,view,2,False,public-derived-with-sequence-proxy
U04300,I00365,view,3,False,public-derived-with-sequence-proxy
U04300,I00415,view,4,False,public-derived-with-sequence-proxy
U04300,I00545,view,5,False,public-derived-with-sequence-proxy
U04300,I00628,view,6,False,public-derived-with-sequence-proxy
U04300,I00693,view,7,False,public-derived-with-sequence-proxy
U04300,I00715,view,8,False,public-derived-with-sequence-proxy
U04300,I00716,view,9,False,public-derived-with-sequence-proxy
U04300,I00846,view,10,False,public-derived-with-sequence-proxy
U04300,I01361,view,11,False,public-derived-with-sequence-proxy
U04300,I01705,view,12,False,public-derived-with-sequence-proxy
U04301,I00082,view,1,False,public-derived-with-sequence-proxy
U04301,I00231,view,2,False,public-derived-with-sequence-proxy
U04301,I00254,view,3,False,public-derived-with-sequence-proxy
U04301,I00263,view,4,False,public-derived-with-sequence-proxy
U04301,I00277,view,5,False,public-derived-with-sequence-proxy
U04301,I00334,view,6,False,public-derived-with-sequence-proxy
U04301,I00468,view,7,False,public-derived-with-sequence-proxy
U04301,I00476,view,8,False,public-derived-with-sequence-proxy
U04301,I00627,view,9,False,public-derived-with-sequence-proxy
U04301,I00935,view,10,False,public-derived-with-sequence-proxy
U04301,I01037,view,11,False,public-derived-with-sequence-proxy
U04301,I01220,view,12,False,public-derived-with-sequence-proxy
U04302,I00057,view,1,False,public-derived-with-sequence-proxy
U04302,I00231,view,2,False,public-derived-with-sequence-proxy
U04302,I00237,view,3,False,public-derived-with-sequence-proxy
U04302,I00521,view,4,False,public-derived-with-sequence-proxy
U04302,I00692,view,5,False,public-derived-with-sequence-proxy
U04302,I00809,view,6,False,public-derived-with-sequence-proxy
U04302,I01114,view,7,False,public-derived-with-sequence-proxy
U04302,I01285,view,8,False,public-derived-with-sequence-proxy
U04302,I01385,view,9,False,public-derived-with-sequence-proxy
U04302,I01386,view,10,False,public-derived-with-sequence-proxy
U04302,I01658,view,11,False,public-derived-with-sequence-proxy
U04302,I01847,view,12,False,public-derived-with-sequence-proxy
U04303,I00082,view,1,False,public-derived-with-sequence-proxy
U04303,I00476,view,2,False,public-derived-with-sequence-proxy
U04303,I00733,view,3,False,public-derived-with-sequence-proxy
U04303,I00902,view,4,False,public-derived-with-sequence-proxy
U04303,I00910,view,5,False,public-derived-with-sequence-proxy
U04303,I01250,view,6,False,public-derived-with-sequence-proxy
U04303,I01497,view,7,False,public-derived-with-sequence-proxy
U04303,I01564,view,8,False,public-derived-with-sequence-proxy
U04303,I01588,view,9,False,public-derived-with-sequence-proxy
U04303,I01653,view,10,False,public-derived-with-sequence-proxy
U04303,I01847,view,11,False,public-derived-with-sequence-proxy
U04303,I01888,view,12,False,public-derived-with-sequence-proxy
U04304,I00052,view,1,False,public-derived-with-sequence-proxy
U04304,I00151,view,2,False,public-derived-with-sequence-proxy
U04304,I00267,view,3,False,public-derived-with-sequence-proxy
U04304,I00334,view,4,False,public-derived-with-sequence-proxy
U04304,I00438,view,5,False,public-derived-with-sequence-proxy
U04304,I00615,view,6,False,public-derived-with-sequence-proxy
U04304,I00619,view,7,False,public-derived-with-sequence-proxy
U04304,I00679,view,8,False,public-derived-with-sequence-proxy
U04304,I00687,view,9,False,public-derived-with-sequence-proxy
U04304,I00776,view,10,False,public-derived-with-sequence-proxy
U04304,I00779,view,11,False,public-derived-with-sequence-proxy
U04304,I00788,view,12,False,public-derived-with-sequence-proxy
U04305,I00122,view,1,False,public-derived-with-sequence-proxy
U04305,I00130,view,2,False,public-derived-with-sequence-proxy
U04305,I00159,view,3,False,public-derived-with-sequence-proxy
U04305,I00199,view,4,False,public-derived-with-sequence-proxy
U04305,I00231,view,5,False,public-derived-with-sequence-proxy
U04305,I00485,view,6,False,public-derived-with-sequence-proxy
U04305,I00575,view,7,False,public-derived-with-sequence-proxy
U04305,I00587,view,8,False,public-derived-with-sequence-proxy
U04305,I00661,view,9,False,public-derived-with-sequence-proxy
U04305,I00763,view,10,False,public-derived-with-sequence-proxy
U04305,I00910,view,11,False,public-derived-with-sequence-proxy
U04305,I01010,view,12,False,public-derived-with-sequence-proxy
U04306,I00042,view,1,False,public-derived-with-sequence-proxy
U04306,I00414,view,2,False,public-derived-with-sequence-proxy
U04306,I00437,view,3,False,public-derived-with-sequence-proxy
U04306,I01055,view,4,False,public-derived-with-sequence-proxy
U04306,I01130,view,5,False,public-derived-with-sequence-proxy
U04306,I01613,view,6,False,public-derived-with-sequence-proxy
U04306,I01653,view,7,False,public-derived-with-sequence-proxy
U04306,I01658,view,8,False,public-derived-with-sequence-proxy
U04306,I01672,view,9,False,public-derived-with-sequence-proxy
U04306,I01715,view,10,False,public-derived-with-sequence-proxy
U04306,I01899,view,11,False,public-derived-with-sequence-proxy
U04306,I01974,view,12,False,public-derived-with-sequence-proxy
U04307,I00076,view,1,False,public-derived-with-sequence-proxy
U04307,I00093,view,2,False,public-derived-with-sequence-proxy
U04307,I00094,view,3,False,public-derived-with-sequence-proxy
U04307,I00171,view,4,False,public-derived-with-sequence-proxy
U04307,I00182,view,5,False,public-derived-with-sequence-proxy
U04307,I00374,view,6,False,public-derived-with-sequence-proxy
U04307,I00398,view,7,False,public-derived-with-sequence-proxy
U04307,I00405,view,8,False,public-derived-with-sequence-proxy
U04307,I00428,view,9,False,public-derived-with-sequence-proxy
U04307,I00433,view,10,False,public-derived-with-sequence-proxy
U04307,I00476,view,11,False,public-derived-with-sequence-proxy
U04307,I00549,view,12,False,public-derived-with-sequence-proxy
U04308,I00187,view,1,False,public-derived-with-sequence-proxy
U04308,I00414,view,2,False,public-derived-with-sequence-proxy
U04308,I00500,view,3,False,public-derived-with-sequence-proxy
U04308,I00536,view,4,False,public-derived-with-sequence-proxy
U04308,I00661,view,5,False,public-derived-with-sequence-proxy
U04308,I00662,view,6,False,public-derived-with-sequence-proxy
U04308,I00693,view,7,False,public-derived-with-sequence-proxy
U04308,I00814,view,8,False,public-derived-with-sequence-proxy
U04308,I01052,view,9,False,public-derived-with-sequence-proxy
U04308,I01481,view,10,False,public-derived-with-sequence-proxy
U04308,I01528,view,11,False,public-derived-with-sequence-proxy
U04308,I01534,view,12,False,public-derived-with-sequence-proxy
U04309,I00213,view,1,False,public-derived-with-sequence-proxy
U04309,I00334,view,2,False,public-derived-with-sequence-proxy
U04309,I00414,view,3,False,public-derived-with-sequence-proxy
U04309,I00468,view,4,False,public-derived-with-sequence-proxy
U04309,I00615,view,5,False,public-derived-with-sequence-proxy
U04309,I00995,view,6,False,public-derived-with-sequence-proxy
U04309,I01131,view,7,False,public-derived-with-sequence-proxy
U04309,I01588,view,8,False,public-derived-with-sequence-proxy
U04309,I01643,view,9,False,public-derived-with-sequence-proxy
U04309,I01653,view,10,False,public-derived-with-sequence-proxy
U04309,I02007,view,11,False,public-derived-with-sequence-proxy
U04309,I02148,view,12,False,public-derived-with-sequence-proxy
U04310,I00042,view,1,False,public-derived-with-sequence-proxy
U04310,I00072,view,2,False,public-derived-with-sequence-proxy
U04310,I00158,view,3,False,public-derived-with-sequence-proxy
U04310,I00221,view,4,False,public-derived-with-sequence-proxy
U04310,I00261,view,5,False,public-derived-with-sequence-proxy
U04310,I00340,view,6,False,public-derived-with-sequence-proxy
U04310,I00342,view,7,False,public-derived-with-sequence-proxy
U04310,I00387,view,8,False,public-derived-with-sequence-proxy
U04310,I00404,view,9,False,public-derived-with-sequence-proxy
U04310,I00495,view,10,False,public-derived-with-sequence-proxy
U04310,I00497,view,11,False,public-derived-with-sequence-proxy
U04310,I00504,view,12,False,public-derived-with-sequence-proxy
U04311,I00231,view,1,False,public-derived-with-sequence-proxy
U04311,I00334,view,2,False,public-derived-with-sequence-proxy
U04311,I00951,view,3,False,public-derived-with-sequence-proxy
U04311,I01044,view,4,False,public-derived-with-sequence-proxy
U04311,I01227,view,5,False,public-derived-with-sequence-proxy
U04311,I01250,view,6,False,public-derived-with-sequence-proxy
U04311,I01278,view,7,False,public-derived-with-sequence-proxy
U04311,I01285,view,8,False,public-derived-with-sequence-proxy
U04311,I01333,view,9,False,public-derived-with-sequence-proxy
U04311,I01349,view,10,False,public-derived-with-sequence-proxy
U04311,I01361,view,11,False,public-derived-with-sequence-proxy
U04311,I01644,view,12,False,public-derived-with-sequence-proxy
U04312,I00094,view,1,False,public-derived-with-sequence-proxy
U04312,I00128,view,2,False,public-derived-with-sequence-proxy
U04312,I00133,view,3,False,public-derived-with-sequence-proxy
U04312,I00234,view,4,False,public-derived-with-sequence-proxy
U04312,I00251,view,5,False,public-derived-with-sequence-proxy
U04312,I00269,view,6,False,public-derived-with-sequence-proxy
U04312,I00327,view,7,False,public-derived-with-sequence-proxy
U04312,I00380,view,8,False,public-derived-with-sequence-proxy
U04312,I00414,view,9,False,public-derived-with-sequence-proxy
U04312,I00433,view,10,False,public-derived-with-sequence-proxy
U04312,I00447,view,11,False,public-derived-with-sequence-proxy
U04312,I00550,view,12,False,public-derived-with-sequence-proxy
U04313,I00082,view,1,False,public-derived-with-sequence-proxy
U04313,I00094,view,2,False,public-derived-with-sequence-proxy
U04313,I00115,view,3,False,public-derived-with-sequence-proxy
U04313,I00141,view,4,False,public-derived-with-sequence-proxy
U04313,I00231,view,5,False,public-derived-with-sequence-proxy
U04313,I00329,view,6,False,public-derived-with-sequence-proxy
U04313,I00431,view,7,False,public-derived-with-sequence-proxy
U04313,I00433,view,8,False,public-derived-with-sequence-proxy
U04313,I00628,view,9,False,public-derived-with-sequence-proxy
U04313,I00807,view,10,False,public-derived-with-sequence-proxy
U04313,I00841,view,11,False,public-derived-with-sequence-proxy
U04313,I00909,view,12,False,public-derived-with-sequence-proxy
U04314,I00002,view,1,False,public-derived-with-sequence-proxy
U04314,I00025,view,2,False,public-derived-with-sequence-proxy
U04314,I00081,view,3,False,public-derived-with-sequence-proxy
U04314,I00105,view,4,False,public-derived-with-sequence-proxy
U04314,I00334,view,5,False,public-derived-with-sequence-proxy
U04314,I00349,view,6,False,public-derived-with-sequence-proxy
U04314,I00353,view,7,False,public-derived-with-sequence-proxy
U04314,I00388,view,8,False,public-derived-with-sequence-proxy
U04314,I00423,view,9,False,public-derived-with-sequence-proxy
U04314,I00434,view,10,False,public-derived-with-sequence-proxy
U04314,I00471,view,11,False,public-derived-with-sequence-proxy
U04314,I00485,view,12,False,public-derived-with-sequence-proxy
U04315,I00091,view,1,False,public-derived-with-sequence-proxy
U04315,I00110,view,2,False,public-derived-with-sequence-proxy
U04315,I00145,view,3,False,public-derived-with-sequence-proxy
U04315,I00157,view,4,False,public-derived-with-sequence-proxy
U04315,I00175,view,5,False,public-derived-with-sequence-proxy
U04315,I00277,view,6,False,public-derived-with-sequence-proxy
U04315,I00398,view,7,False,public-derived-with-sequence-proxy
U04315,I00415,view,8,False,public-derived-with-sequence-proxy
U04315,I00602,view,9,False,public-derived-with-sequence-proxy
U04315,I00661,view,10,False,public-derived-with-sequence-proxy
U04315,I00755,view,11,False,public-derived-with-sequence-proxy
U04315,I00833,view,12,False,public-derived-with-sequence-proxy
U04316,I00334,view,1,False,public-derived-with-sequence-proxy
U04316,I00354,view,2,False,public-derived-with-sequence-proxy
U04316,I00400,view,3,False,public-derived-with-sequence-proxy
U04316,I00404,view,4,False,public-derived-with-sequence-proxy
U04316,I00533,view,5,False,public-derived-with-sequence-proxy
U04316,I00547,view,6,False,public-derived-with-sequence-proxy
U04316,I00707,view,7,False,public-derived-with-sequence-proxy
U04316,I00737,view,8,False,public-derived-with-sequence-proxy
U04316,I00841,view,9,False,public-derived-with-sequence-proxy
U04316,I00889,view,10,False,public-derived-with-sequence-proxy
U04316,I00906,view,11,False,public-derived-with-sequence-proxy
U04316,I00967,view,12,False,public-derived-with-sequence-proxy
U04317,I00082,view,1,False,public-derived-with-sequence-proxy
U04317,I00094,view,2,False,public-derived-with-sequence-proxy
U04317,I00159,view,3,False,public-derived-with-sequence-proxy
U04317,I00175,view,4,False,public-derived-with-sequence-proxy
U04317,I00215,view,5,False,public-derived-with-sequence-proxy
U04317,I00231,view,6,False,public-derived-with-sequence-proxy
U04317,I00250,view,7,False,public-derived-with-sequence-proxy
U04317,I00433,view,8,False,public-derived-with-sequence-proxy
U04317,I00437,view,9,False,public-derived-with-sequence-proxy
U04317,I00451,view,10,False,public-derived-with-sequence-proxy
U04317,I00463,view,11,False,public-derived-with-sequence-proxy
U04317,I00476,view,12,False,public-derived-with-sequence-proxy
U04318,I00022,view,1,False,public-derived-with-sequence-proxy
U04318,I00263,view,2,False,public-derived-with-sequence-proxy
U04318,I00269,view,3,False,public-derived-with-sequence-proxy
U04318,I00288,view,4,False,public-derived-with-sequence-proxy
U04318,I00404,view,5,False,public-derived-with-sequence-proxy
U04318,I00415,view,6,False,public-derived-with-sequence-proxy
U04318,I00441,view,7,False,public-derived-with-sequence-proxy
U04318,I00478,view,8,False,public-derived-with-sequence-proxy
U04318,I00511,view,9,False,public-derived-with-sequence-proxy
U04318,I00585,view,10,False,public-derived-with-sequence-proxy
U04318,I00662,view,11,False,public-derived-with-sequence-proxy
U04318,I00668,view,12,False,public-derived-with-sequence-proxy
U04319,I00066,view,1,False,public-derived-with-sequence-proxy
U04319,I00144,view,2,False,public-derived-with-sequence-proxy
U04319,I00231,view,3,False,public-derived-with-sequence-proxy
U04319,I00241,view,4,False,public-derived-with-sequence-proxy
U04319,I00386,view,5,False,public-derived-with-sequence-proxy
U04319,I00410,view,6,False,public-derived-with-sequence-proxy
U04319,I00413,view,7,False,public-derived-with-sequence-proxy
U04319,I00618,view,8,False,public-derived-with-sequence-proxy
U04319,I00953,view,9,False,public-derived-with-sequence-proxy
U04319,I01108,view,10,False,public-derived-with-sequence-proxy
U04319,I01209,view,11,False,public-derived-with-sequence-proxy
U04319,I01368,view,12,False,public-derived-with-sequence-proxy
U04320,I00036,view,1,False,public-derived-with-sequence-proxy
U04320,I00125,view,2,False,public-derived-with-sequence-proxy
U04320,I00199,view,3,False,public-derived-with-sequence-proxy
U04320,I00539,view,4,False,public-derived-with-sequence-proxy
U04320,I00833,view,5,False,public-derived-with-sequence-proxy
U04320,I00930,view,6,False,public-derived-with-sequence-proxy
U04320,I00994,view,7,False,public-derived-with-sequence-proxy
U04320,I01018,view,8,False,public-derived-with-sequence-proxy
U04320,I01044,view,9,False,public-derived-with-sequence-proxy
U04320,I01497,view,10,False,public-derived-with-sequence-proxy
U04320,I02380,view,11,False,public-derived-with-sequence-proxy
U04320,I02470,view,12,False,public-derived-with-sequence-proxy
U04321,I00051,view,1,False,public-derived-with-sequence-proxy
U04321,I00094,view,2,False,public-derived-with-sequence-proxy
U04321,I00105,view,3,False,public-derived-with-sequence-proxy
U04321,I00145,view,4,False,public-derived-with-sequence-proxy
U04321,I00174,view,5,False,public-derived-with-sequence-proxy
U04321,I00183,view,6,False,public-derived-with-sequence-proxy
U04321,I00231,view,7,False,public-derived-with-sequence-proxy
U04321,I00262,view,8,False,public-derived-with-sequence-proxy
U04321,I00269,view,9,False,public-derived-with-sequence-proxy
U04321,I00334,view,10,False,public-derived-with-sequence-proxy
U04321,I00433,view,11,False,public-derived-with-sequence-proxy
U04321,I00468,view,12,False,public-derived-with-sequence-proxy
U04322,I00035,view,1,False,public-derived-with-sequence-proxy
U04322,I00065,view,2,False,public-derived-with-sequence-proxy
U04322,I00141,view,3,False,public-derived-with-sequence-proxy
U04322,I00402,view,4,False,public-derived-with-sequence-proxy
U04322,I00414,view,5,False,public-derived-with-sequence-proxy
U04322,I00442,view,6,False,public-derived-with-sequence-proxy
U04322,I00661,view,7,False,public-derived-with-sequence-proxy
U04322,I00662,view,8,False,public-derived-with-sequence-proxy
U04322,I00769,view,9,False,public-derived-with-sequence-proxy
U04322,I00839,view,10,False,public-derived-with-sequence-proxy
U04322,I01018,view,11,False,public-derived-with-sequence-proxy
U04322,I01108,view,12,False,public-derived-with-sequence-proxy
U04323,I00094,view,1,False,public-derived-with-sequence-proxy
U04323,I00468,view,2,False,public-derived-with-sequence-proxy
U04323,I00806,view,3,False,public-derived-with-sequence-proxy
U04323,I00906,view,4,False,public-derived-with-sequence-proxy
U04323,I01127,view,5,False,public-derived-with-sequence-proxy
U04323,I01147,view,6,False,public-derived-with-sequence-proxy
U04323,I01277,view,7,False,public-derived-with-sequence-proxy
U04323,I01446,view,8,False,public-derived-with-sequence-proxy
U04323,I01543,view,9,False,public-derived-with-sequence-proxy
U04323,I01658,view,10,False,public-derived-with-sequence-proxy
U04323,I01700,view,11,False,public-derived-with-sequence-proxy
U04323,I01847,view,12,False,public-derived-with-sequence-proxy
U04324,I00006,view,1,False,public-derived-with-sequence-proxy
U04324,I00210,view,2,False,public-derived-with-sequence-proxy
U04324,I00334,view,3,False,public-derived-with-sequence-proxy
U04324,I00525,view,4,False,public-derived-with-sequence-proxy
U04324,I00582,view,5,False,public-derived-with-sequence-proxy
U04324,I01457,view,6,False,public-derived-with-sequence-proxy
U04324,I01497,view,7,False,public-derived-with-sequence-proxy
U04324,I01543,view,8,False,public-derived-with-sequence-proxy
U04324,I01545,view,9,False,public-derived-with-sequence-proxy
U04324,I01547,view,10,False,public-derived-with-sequence-proxy
U04324,I01548,view,11,False,public-derived-with-sequence-proxy
U04324,I01549,view,12,False,public-derived-with-sequence-proxy
U04325,I00014,view,1,False,public-derived-with-sequence-proxy
U04325,I00020,view,2,False,public-derived-with-sequence-proxy
U04325,I00052,view,3,False,public-derived-with-sequence-proxy
U04325,I00223,view,4,False,public-derived-with-sequence-proxy
U04325,I00249,view,5,False,public-derived-with-sequence-proxy
U04325,I00345,view,6,False,public-derived-with-sequence-proxy
U04325,I00434,view,7,False,public-derived-with-sequence-proxy
U04325,I00505,view,8,False,public-derived-with-sequence-proxy
U04325,I00538,view,9,False,public-derived-with-sequence-proxy
