user_id,buy_count,cart_count,view_count,engagement_score,value_segment,recency_available,monetary_available,data_nature
U00853,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U00854,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00855,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00856,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00857,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00858,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00859,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00860,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U00861,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U00862,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00863,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00864,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00865,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00866,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00867,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00868,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U00869,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00870,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00871,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00872,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00873,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00874,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00875,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00876,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U00877,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00878,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00879,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00880,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00881,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00882,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00883,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U00884,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00885,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00886,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00887,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00888,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U00889,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00890,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00891,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00892,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00893,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00894,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U00895,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U00896,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00897,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00898,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00899,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U00900,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00901,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00902,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U00903,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00904,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00905,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00906,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00907,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00908,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00909,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00910,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00911,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00912,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00913,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00914,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00915,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00916,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U00917,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00918,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00919,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00920,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U00921,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00922,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00923,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00924,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00925,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00926,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00927,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00928,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00929,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00930,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00931,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00932,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00933,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00934,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00935,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00936,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00937,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U00938,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00939,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U00940,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U00941,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00942,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00943,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00944,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00945,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00946,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00947,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00948,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00949,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00950,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00951,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00952,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00953,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00954,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00955,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00956,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00957,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U00958,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00959,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00960,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00961,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00962,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U00963,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00964,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00965,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00966,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00967,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00968,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U00969,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00970,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00971,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00972,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00973,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00974,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00975,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00976,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00977,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U00978,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00979,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00980,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U00981,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00982,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00983,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00984,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U00985,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00986,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U00987,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00988,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00989,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00990,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00991,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00992,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00993,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00994,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00995,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U00996,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U00997,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U00998,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U00999,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01000,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01001,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01002,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01003,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01004,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01005,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01006,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01007,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01008,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01009,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01010,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01011,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01012,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01013,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01014,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01015,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01016,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01017,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01018,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01019,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01020,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01021,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01022,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01023,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01024,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01025,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01026,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01027,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01028,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01029,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01030,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01031,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01032,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01033,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01034,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01035,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01036,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01037,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01038,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01039,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01040,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01041,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01042,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01043,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01044,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01045,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01046,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01047,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01048,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01049,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01050,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01051,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01052,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01053,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01054,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01055,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01056,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01057,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01058,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01059,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01060,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01061,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01062,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01063,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01064,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01065,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01066,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01067,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01068,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01069,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01070,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01071,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01072,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01073,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01074,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01075,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01076,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01077,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01078,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01079,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01080,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01081,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01082,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01083,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01084,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01085,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01086,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01087,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01088,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01089,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01090,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01091,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01092,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01093,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01094,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01095,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01096,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01097,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01098,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01099,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01100,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01101,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01102,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01103,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01104,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01105,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01106,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01107,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01108,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01109,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01110,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01111,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01112,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01113,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01114,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01115,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01116,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01117,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01118,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01119,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01120,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01121,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01122,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01123,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01124,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01125,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01126,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01127,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01128,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01129,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01130,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01131,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01132,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01133,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01134,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01135,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01136,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01137,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01138,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01139,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01140,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01141,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01142,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01143,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01144,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01145,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01146,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01147,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01148,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01149,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01150,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01151,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01152,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01153,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01154,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01155,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01156,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01157,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01158,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01159,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01160,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01161,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01162,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01163,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01164,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01165,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01166,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01167,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01168,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01169,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01170,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01171,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01172,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01173,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01174,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01175,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01176,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01177,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01178,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01179,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01180,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01181,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01182,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01183,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01184,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01185,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01186,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01187,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01188,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01189,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01190,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01191,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01192,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01193,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01194,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01195,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01196,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01197,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01198,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01199,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01200,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01201,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01202,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01203,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01204,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01205,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01206,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01207,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01208,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01209,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01210,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01211,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01212,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01213,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01214,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01215,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01216,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01217,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01218,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01219,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01220,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01221,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01222,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01223,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01224,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01225,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01226,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01227,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01228,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01229,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01230,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01231,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01232,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01233,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01234,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01235,11,12,12,136,活跃,False,False,public-derived-with-sequence-proxy
U01236,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01237,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01238,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01239,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01240,8,12,12,112,成长,False,False,public-derived-with-sequence-proxy
U01241,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01242,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01243,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01244,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01245,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01246,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01247,6,12,12,96,观察,False,False,public-derived-with-sequence-proxy
U01248,7,12,12,104,成长,False,False,public-derived-with-sequence-proxy
U01249,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01250,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01251,5,12,12,88,观察,False,False,public-derived-with-sequence-proxy
U01252,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01253,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01254,10,12,12,128,活跃,False,False,public-derived-with-sequence-proxy
U01255,12,12,12,144,核心,False,False,public-derived-with-sequence-proxy
U01256,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
U01257,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01258,4,12,12,80,观察,False,False,public-derived-with-sequence-proxy
U01259,9,12,12,120,活跃,False,False,public-derived-with-sequence-proxy
