id,split,review,star,Location#Transportation,Location#Downtown,Location#Easy_to_find,Service#Queue,Service#Hospitality,Service#Parking,Service#Timely,Price#Level,Price#Cost_effective,Price#Discount,Ambience#Decoration,Ambience#Noise,Ambience#Space,Ambience#Sanitary,Food#Portion,Food#Taste,Food#Appearance,Food#Recommend,source_id,data_nature
4691,train,交任务来了，抽中的免费大餐！路过这家店铺很多次，一次都没有想进去过，说实话看外表很low！可能因为总在附近吃饭所以抽中了，既来之则安之！地方不大，加上我四桌人，二桌是棒子，前台就一个服务员可能是老板，也会说韩语，大眼睛忽闪忽闪的，服务还不错，就是我这面条还没煮软呢，就把我火关了，节约的美德啊。再说说菜，这两杯机打饮料值30？这应该是小份的年糕火锅，偏咸，一点荤腥没有，鸡蛋在哪儿？太素了！看着就没食欲！这个炸鸡其实味道不错，这半份量就挺足的，就是全毁在了这甜甜的粉末上！！！我个人最喜欢的就是那个饭团，味道还可以！如果再去，炸鸡请不要粉末，饭团必点！,2.0,-2,-2,-2,-2,1,-2,-2,-1,-2,1,-1,-2,0,-2,1,0,-2,-2,DATA-03,public-derived
16738,train,坐落在山西路上，在锦州道与哈密道之间，9月15日两周年店庆、菜品5.9折；16日6.9折，17日7.9折，酒水除外，中午打大众点评网上预留的手机号，接电话的人挺客气，说是中午就开餐，不接受预定，所以下午我们不到5点就来了。在门口看到一个男服务员，说是5点半开餐，脸臭臭的，面无表情，我问可以进去等吗？冷着脸回答说：“不能”，转身进屋后把门从里面锁上。在外面等到将近5点半，人已经好多了，才让进去，估计就是给过路人看看他家有多火吧。用餐时发现他始终在门口和银台招呼，依然没有笑容。与日料的服务大相径庭啊。菜品量比较少，不打折的话比较贵。,2.0,-2,-2,-2,-1,-1,-2,-2,-1,-2,0,-2,-2,-2,-2,-1,-2,-2,-2,DATA-03,public-derived
10110,train,印象中上大学的时候味千的味道环境以及菜量都还是不错的，毕竟是老品牌了服务员也热情，现在不知是怎么了，菜品越来越差，服务员跟没有培训过一样，点个菜也要半天！按着机器很不熟练的各种找，我很无奈的一直等！\\n        看到菜单上有新品我琢磨着尝尝吧，好家伙你们能和菜单上的图片区别再大点嘛，这满满的都是汤啊！馄饨还不是一般的小，里面零零散散的只有5个！我能说我是一个妹子都没能吃饱嘛！\\n        索性我有先见之明又加了一道鱿鱼，真是有够油的...味千你们这是肿么了，服务跟不上连味道也不行了吗，还有这些筷子就这么随意戳在筷桶里，我很担忧卫生问题啊……而且用完餐即使想用你们家的餐巾纸都得再交钱，你们把那些菜钱都省哪里去了，连餐巾纸都要再从顾客身上剥削一回啊\\n        目前店内有活动还稍有心理安慰，支付宝扫码9折还减5元，但我想说这不是最重要的，重要的是我花钱了还没有吃饱！没有吃饱！没有吃饱！以后不会再来了……哎,2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,0,0,0,0,-1,-1,-1,-2,-2,DATA-03,public-derived
23652,train,我是抽奖抽到一个海鲜锅。之前去过他家光华村那家店感觉很好，所以这次非常高兴的就前往了。结果感觉非常不好。首先这个海鲜锅并没有宣传照片上那么华丽，端上来直接就是一锅开水煮白菜放了几个虾、2个蛏子，搂底能看到下面有些虾皮和墨鱼仔须须。汤的味道并没有任何海鲜本来的味道，基本全是靠调味品勾兑的。感觉有点欺骗消费者不说，连起码的一点卖相都没有。不知道是这一家店是这样还是其他几家店都这样？让我对这家泰国鱼翅馆现在的阿诺泰仅存的好感荡然无存。此外，其他菜品的价位感觉都比正常价位贵一倍或者1/3。价格不亲民，东西没卖相。。。不知道以前泰国领事馆为啥还要推荐。。。而且，团购券折扣力度微乎其微周末还无法使用，让本来就很不实惠的消费更加不实惠。所以我只能给2星。,2.0,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-2,DATA-03,public-derived
23150,train,慕名而来，一群人吃了两顿。应该说，第一顿吃的还是很满意的，现场点的羊排一点膻味都没，好香，膏鱿也炒的很入味，豆腐有点像日本豆腐，很滑很细腻，但味道更香，还点了鱼头豆腐汤什么的，六个人下来才两百多，吃得都很饱。因为听说他家的拆鱼羹和无骨鱼是招牌，但是要提前预约，当天就吃不到。作为一个吃货总有吃货的执着，因此决定第二天再来。跟店里预约吃拆鱼羹和无骨鱼，店员就告诉我们直接给我们杀一条鱼，部分做拆鱼羹部分做无骨鱼，然后说其他还可以给我们做蒸鱼头和椒盐鱼骨。我们担心太贵就问价格，她告诉我们一鱼多吃，就是按斤算，另外因为无骨鱼做法麻烦再加30手工费就可以，还告诉我们鱼就八斤左右没问题，就差不多了。第二天在约定时间前店里还打电话来确认是不是做，我们说是，店员说鱼捞出来称了九斤多点，说反正不够十斤，我们一听就有点担心，说怎么又多了，我们就强调那就这样，别再说再大。结果去到上菜的时候告诉我们鱼十一斤多，而且椒盐鱼骨和蒸鱼头也要另加手工费，完全就隐形消费和坑人。可能心情的影响，这一顿吃得感觉很一般，没前一天的丰富却多了一倍的钱。黑店！,2.0,-2,-2,-2,-2,-1,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,DATA-03,public-derived
3897,dev,之前吃过一次觉得挺不错的然后又来尝尝其他的菜，点了一份最爱【老昆明泡沫凉拌米线】不仅长得好看味道也超级适合我！特别好吃！米线很滑真的超好吃！！剩下的菜都不怎么样，大家都推荐了【思茅竹叶鸡】做的超没味儿，就跟水煮鸡一样！鸡皮还很多！【重口味】就是麻婆豆腐，豆腐还算比较嫩？不过真的不重口味一点也不辣就是觉得油！！【我们家老酸奶】比较好喝，用的喝奶勺也很奇特！！可以来一份！！\\n\\n重点是难吃的【五朵金花】就是干锅油菜花！尼玛什么鬼！全是孜然！既油腻味道又差！真的很无语，吃了一块闲置了～【傣族菠萝饭】凉的！\\n\\n这家店我和朋友一致认为菜都是提前做好的，谁点了什么菜热热然后上来！吃的菠萝饭是凉的，什么鸡都是温的！已经彻底拔草就算来也只会是一盘米线而已！！,2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,DATA-03,public-derived
36083,train,要不是没有抢到其他免费试吃的，我是绝不会团这家的。服务差，味道差，环境差！没有炸鸡了，擅自做主给我换了鸡翅，差一块钱呢！你咋不给我换贵的呢！鸡翅又小又干，汉堡没有味道，除了辣！服务极差，总共就一个服务员，你们人手不够招人呗，有那么多人没有工作呢！就这一个服务员，还得顾着跟外面不知道送外卖的还是啥，说别的事情。真真儿的我无语啊！本来还想买一份新出的芝士薯球，真是一点儿心情都没有，算了吧。真不知道德克士怎么生存到今天的！,2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,0,-1,-1,-1,-1,-1,-1,-2,-2,DATA-03,public-derived
45999,train,来出差，选了竹里馆，说实话环境很好和上海的小资酒吧差不多。菜品也很好。只是今天遇到了一件非常气愤的事。特地为了汽锅鸡来的！我们点的是最后一份，结果被一个无良的服务员偷去了给熟人，还说不知道是最后一份，单子都是等别人吃上了以后补给厨房的。虽然经理的态度很让我满意，最后经理说给我们弄份小份的，5分钟上桌了，是蒸箱快速弄出来的。品质可想而知。这个快速的汽锅鸡我不能接受。最后要求免单，经理在申请了以后同意了，还算有点欣慰。一天的好心情啊没了！,2.0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,1,1,1,1,0,1,1,DATA-03,public-derived
14587,train,国庆最后一天全家去吃的，特色还是有的，只是我们吃不惯。驴肉我总觉得有股味儿，包的饼是冷的。羊肉叫了大份的，上来感觉好少，不过羊肉倒没有膻味儿，本来想驴肉沾点羊肉的调味粉吃，去掉点味儿，结果一没留神，羊肉盘子被收走了。其他菜味道没什么惊艳，醋溜木须、麻将茄子、金饼地锅鸡、黄瓜都算是吃得惯的，那个金饼儿子吃了4块。香煎鲶鱼肥了点，那个血糯米煤炭中看不中吃，没味道还有点夹生。总体来讲菜量只能算中等，而且不知道为什么菜上来都没有那种热气腾腾的感觉，金饼地锅鸡吃了大半才发觉服务生根本就没点保温的蜡烛。也没有人告知10月份办会员卡免工本费，还好用点评结账能100-5，总之没有以前羊蝎子刚进上海时那么惊艳，服务也没有北京小二的热情劲儿。,2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,0,-2,-2,-2,-2,0,0,-2,-2,DATA-03,public-derived
41038,dev,陪朋友一家在儿童乐园玩，到了吃饭的时间，孩子需要喝粥就来了这家。我本身不是太喜欢他家，感觉菜味真心不好吃。只有炸酱面还可以，酱炸的很好，不油不干，很粘，咸淡正好，将里面有肉丁，炒的火候不错，不硬很香，面条抄过水很劲道，两也很大一个人吃不完。本来很喜欢吃他家的麻婆豆腐，可是今天做的不好吃，豆腐是盒豆腐，完全没有入味，而且非常油，麻婆酱不麻也不辣，没有味道。梅菜排骨过，里面一共三块排骨，五十多块钱，坑人！娃娃菜用蒜泥蒸的，蒜泥有股怪味，导致整盘菜很难吃。鲜虾云吞面淡的是忘放盐了吧，完全没有味道！不会再来了。,2.0,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,DATA-03,public-derived
17646,train,女友过生日挑选的首次开团的自助 ，真的是满心期待的等着。刚刚才吃完到家，整理思绪的如实客观评价。 299一人的团购价在南京自助不算低了，圣和位于总统府边上非常好找。应该是新开的度假酒店，自助位于负一层。装修高档，环境很好，还有儿童游乐设施。服务员服务没话说的，贴心到位。环境及设施没话说的。加上没什么人，几乎有种包场的感觉。那为毛给二星呢？说真的我想给1星。可选菜品很少，299的自助我北极贝都没见。寿司只有四种，没有甜虾。三文鱼取段很好，可一点都不新鲜。我这个刺身控首次吃一点就不想再拿了。299啊！尼玛多佐自助和这个一比简直好了无数倍。果汁只有西瓜汁，其余是四种奶昔。大波龙换成了螃蟹一对……现在是11月 成本我就不算了。羊排一份，肉质偏老。生蚝一个……还不如路边烧烤的大。热饮只有咖啡……当然如果芝麻糊和杂粮啥也算的话是三种。红白葡萄酒真心没觉得好喝……如果你牛饮的话自然喝不出差别。冰淇淋不是哈根达斯，慕斯蛋糕甜的让你吃完喝雪碧都没感觉。菜品和菜的质量与环境跟服务形成巨大反差，全场连我们不超过5桌，其中一桌是老外。两个女孩进来问价格，服务员说388一人外加15%服务费，吓的人家要走，最后又说可以团购299一人。两女孩全场转了一圈果断撤退。没有一点性价比，真不知道原价谁来吃。后来查了网上，该酒店客房最低每间1250一晚，吓尿宝宝了。尼玛金陵饭店二期也不过800多，难怪住这里的人不在乎晚上一顿多少钱。先配上各类菜品，提醒别被外表迷惑，吃到嘴里好吃才是真。,2.0,-2,-2,1,-2,1,-2,-2,-1,-1,0,1,1,1,1,-2,-1,-2,-2,DATA-03,public-derived
38305,dev,这家店地理位置好，附近中学，小区估计都到这儿来买吧，七点多去就不剩什么了，呵呵～小蛋糕做得味道一般，价格一般，主要是这家店的饮料永远不给冰块，来买美式咖啡，永远是常温的，我也是醉了～不知道除了这儿还有哪家在卖常温美式～昨天八点不到，去买杯美式，服务员说做不了了，呵呵，干脆就别卖啊，搞笑呢么～不知道其他味多美是不是这样，这家店每天都跟不要钱一样，赶上下班点，根本甭想挑，抓起就走～买个老婆饼，服务员放自己装盒，我特么不吃行么？去买东西的不是下班的就是放学的，有几个能腾出手来装盒的？装面包的盘子连张垫盘纸都没有，想往盘子里放都不能放，每次只买带袋子的～而且你们面包卖完了不做新的？七点多就空了～已经开发了一家新的面包店，以后还是少来的好～,2.0,1,1,1,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,DATA-03,public-derived
47193,train,这家店每吃一回都会来评价一次，一般来说过得去的，味道不错的都会给好评，毕竟都不容易。以前觉得这家店很不错，今天要来说说这次去吃过以后不满意的事。\\n不知道是不是因为价格实惠，吃起来方便的原因，到了饭点，这家店都会人满为患，这次去的比较早，因为是一个人，就只点了一个过桥米线。十点多的样子，整个商场人都比较少，上菜很快，只是我纳闷的是，以前上都是材料加一锅汤（原谅我描述方面用词的贫瘠），材料都需要自己加，这也是我喜欢的一点，这次葱段变葱粒，新鲜牛肉片变成熟的一团泡在汤里的不知道是什么的肉片团，其他到依然是需要自己加的。最让我奇怪的事，空调只开了一个，我还清楚听到一个女孩子对另一个说开一个就行了，天啊，我做的位置空调能吹到多少，而且虽说没有加热的东西，但是锅子本身温度可是很高的，不然怎么能烫熟其他东西 ，吃到后来光顾着找东西扇风，连吃下去的兴趣都没了。\\n走出店里瞬间觉得自己活过来了，商场的空调都比他们店里的凉快，这省电也省的很没有道理啊，伐开心,2.0,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,DATA-03,public-derived
19573,train,差评，差评，差评，重要的事情说三遍，如果真让我说点好评的话，那就是有钢琴演奏，但是纵使如此也没有下次了，这次吃完不会再去了，点了个三杯鸡套餐，菜单上看起来感觉和大排档一样是个正常分量的三杯鸡煲，上菜了才发现居然就那么一丁点的三杯鸡，比正常的碗还小很多，夹几筷子就没了，而且味道还太咸，水果沙拉还不新鲜，这都不算啥，最让我郁闷的是：结账的时候，出示12580的十元电子优惠卷，收银员说用不了，等下个月一号来才能用，郁闷不已，我打12580投诉，投诉到一半了收银员说可以用了，这他妈不是耍我呢吧！去任何一家饭店吃饭从来没有这么郁闷过，没有下次了！,2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,0,-2,-2,-2,-2,-1,-1,-2,-2,DATA-03,public-derived
15027,train,在北湖路佰迪乐二店门口有一排印尼小吃，他们家就在头头的位置，在五六点的时候路过都会看到很多人在排队等候的。\\n点了烤肉，是10块6串还外加一串排骨。一个人吃吃的爽爽的，那个烤肉是夹点肥肉，所以吃起来不柴，而且是已经很入味，但是就是等烤肉会稍微等得久一点，因为他比较便宜，基本要等15分钟到20分钟左右。然后点了排骨，排骨是带蜜糖的，所以口感是偏甜的，是我喜欢的味道，很够味。和那个南铁烤排骨差不多，但是白天能吃到也是挺好的。\\n他们家还有烤猪肉干和牛肉干，猪肉干要10块一小条，特别小条的，然后烤牛肉干很贵很贵~~猪肉干味道是不错，以前刚刚开始的时候服务还是不错的，想要多少就多少，现在我只想说他们家老板真是太拽太拽了，问之前说要多少都行，后面说要20块，直接说没有，不够了，要就要一条10块的，10块一条真的太迷你了，称斤下来估计也就是5块左右，买过一次已经不想再买了，老板的说辞是都是你们这些散客10块20块的要，害得他们的大客户都等不到一斤导致流失客户，其实挺想发飙的，那么肤浅你干脆搞着你们的VIP，也别放出来买了，气死~~~\\n其实对于他们这种态度，蛮多次都是宁愿不吃也不愿意受气。,2.0,-2,-2,1,-2,-1,-2,-1,0,-2,-2,-2,-2,-2,-2,-1,1,-2,-2,DATA-03,public-derived
19955,train,幸运再次降临，中了点评的试吃----长寿亭参鸡汤。他家是连锁店，上次中的我是在兴隆大都汇兑奖的，上次的体验不错。这次正好来龙之梦这边，于是来到了位于龙之梦购物中心的7楼餐饮区，具体位于花袭人点旁边，正对着溜冰场。套餐包括一份酱猪脚，一份杂酱面，酱猪脚烀的很烂糊，味道没什么特别之处，偏甜口，不过上菜的小哥估计是挺匆忙，盘子边弄得都是酱料（具体看图片），视觉效果不佳；杂酱面应该是我吃过最差的了，面应该是煮完放的时间很久了，已经坨了。环境还可以，服务员不是统一着装，而且略显无序。,2.0,-2,1,-2,-2,0,-2,-2,-2,-2,1,1,1,1,1,-2,0,-1,-2,DATA-03,public-derived
32039,train,真的很一般，食物中规中矩，除了两三样比较高档食材（比如长脚蟹，芝士，少量刺身）基本没什么特别，食物种类少，味道一般，性价比很低，我们6点五十分到，长脚蟹就只剩下一点，吃完不补，不值这个价钱，398一位的自助餐连生蚝都没有，鸡翼还不如自家做的好吃。去到时原本订的位置被别人坐，被安排到另一座位，谁知像被忽略似的，五分钟过去不叫都没有人来加水，还收服务费60，如果不是广发卡买一送一，真没有感觉有特别好的服务，连祈福自助餐都不如。总体来说不会有下次。,2.0,-2,-2,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,0,-2,-2,DATA-03,public-derived
9293,train,到了饭点就在点评上就近搜索的一家店，四个人吃也不太知道菜的分量，就先点了五个菜，首先上的是干锅包菜，味道还不错，蛮香的，不过干锅就纯粹是个装饰，下面都没放酒精块自己想点火也点不上；第二道菜是红烧小公鸡，菜一上大家都很差异这颜色确定是红烧的么，可能酱油太贵了吧，不过说实在的味道还是蛮好的，不过分量确实少了，绝对没有一整只，而且里面好多都是脖子；第三道是回锅肉，味道不错，配着里面的小辣椒还蛮香的，不过分量依旧很少，平均一人就两块小肉片吧；第四道菜是酸菜鱼，味道还可以，不过鱼片都是带鱼皮的，关键是鱼片上的鱼鳞都没有弄干净，很不喜欢；第五道是酸汤肥牛，首先感觉肥牛做的不嫩，比较老，也不是很新鲜的感觉，其次下面打底的全是酸菜，可能我见识不错，以前吃过的酸汤肥牛打底的多是金针菇，这个也不太喜欢。几个菜大家感觉没吃饱又去点了两个，一个铁板茄子和萝卜炖牛腩，铁板茄子真的蛮好吃的，很香，算是个人最喜欢的了。,2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,1,0,-2,DATA-03,public-derived
39594,train,这是第二次来了，第一次是刚开的时候，当时是第一次吃觉得不错。今天看点评团购有她家，寻思团一个，结果到店后服务员说她家没团购，额，无语了，我说点评网上有，结果服务员就开始不耐烦了，好吧，那就不团吧。点了双人餐（84RMB），然后就等上菜服务员给炒，然后我悲催的发现，菜量比第一次吃少了很多啊，不是少一星半点啊。这还没到冬天吧，为啥那么便宜的大头菜您家都给缩水啊，更不用提鸡排了。炒好就开吃了，味道还好木有变，甜辣口的，不过甜大于辣。我同学说太甜了，然后不辣，我感觉还好，个人口味不同嘛。喜欢吃里面的土豆片，软软糯糯的。可惜好少。然后又让服务员小哥炒饭，炒饭的过程很养眼，哈哈，盖上芝士闷一会儿，然后我又开始失望了，因为饭特别硬，绝对不是好米煮出来的。把芝士挑出来吃掉了，因为我是芝士控。哈哈哈。\\n总体来说，可能是因为觉得第一次太棒了，这次吃真的很失望啊。希望店家能便宜的配菜的量增加点儿，然后米饭不要那么硬。谢谢。,2.0,-2,-2,-2,-2,-1,-2,-2,0,-2,-2,-2,-2,-2,-2,-1,0,-2,-2,DATA-03,public-derived
40112,train,连续两天叫这家的外面，第一次叫的是三杯鸡，分量足，除了稍微干了一点以外，味道还可以，饭的米不好，不过价钱五贵，算系甘拉，送的汤超级淡，基本可以当水饮，送餐的工作人员态度不错，可以第一次送这个地址，找地方可能耽误了时间，总体感觉还是可以，不过同事要的冬菇鸡就多数系冬菇好少鸡，性价比麻麻，第二天叫了鸡扒，鸡扒好滑，滑到有点吓人，以前学校饭堂经常食，不过现在想起都觉得后怕，下次不敢再点这种不知拿什么腌制的嫩鸡扒了，吃多一口都嫌多，健康最重要啊！,2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,DATA-03,public-derived
37459,train,这两星是打给手切羊肉的，进店点的28元酸菜海鲜锅，确实如点评的那样，上来就满满的，要吃一会才能下新点的食物，手切羊肉点的腿肉和肋条，锅里的酸菜海鲜冻豆腐味道确实很好，可是除了这些，这个季节火锅本来就是淡季，中午算上我们一共只有两桌，屋里空调开了和没开差不多，我们热的汗流浃背，本来还想再吃点可是热的实在难受的根本吃不下了，叫服务员添汤也不是很积极，后来都是干脆我自己添汤了，才两桌服务都这样，人多了怕更顾不上你了，虽然羊肉味道确实不错，但是环境和服务做成这样，以后怕是再也不想来了。,2.0,-2,-2,-2,-2,-1,-2,-2,0,-2,-2,-1,-2,-2,-2,1,1,-2,-2,DATA-03,public-derived
32037,train,真的很一般。因为团购价格不贵，不能够对这样的牛排套餐要求太高，但估计我运气不好，拿到了四个人当中最不好的一份牛排。\\n一份双人套餐包括一份牛排，一份小吃，一份果汁或甜点。\\n牛排我要了一份五分熟的沙朗，可是端上来的时候没什么热气，鸡蛋就连蛋清都是生的，意面也煮的太生了太硬。\\n而且我那一块部位特别不好，有很多块肥油，而且真的特别老，一边吃一边吐渣。\\n不过和我同行的另一块七分熟的沙朗就挺好吃，很嫩也有温度。\\n关于小吃，我们点了一份凤尾虾和一份鸡翅，对我而言我觉得两份小吃比牛排要好吃。\\n环境很不错，靠窗视野好，服务也很到位，自助的水果和小菜也还可以，那就希望能把店里最主要的牛排保证品质如一吧,2.0,-2,-2,-2,-2,1,-2,-2,0,-2,0,1,1,1,1,-2,0,-2,-2,DATA-03,public-derived
41984,train,馅老满装修之后第一次来，改成全素食了，味道还可以，性价比也比较高，就是不知道为什么服务员特别轴，结账的时候，它桌上贴着美团网满一百减多少钱的优惠政策，我们就说用美团付款享受下优惠，但几个人的手机都没安美团的app，我们就说现下一个呗，结果一共五个人，没一个人能登得上他们家不用密码的那个免费wifi的，好几十***app如果用手机下很费流量啊，我们就说能不能用他们另外一个加密wifi，但估计不是公用的，所以服务员磨磨唧唧不乐意说密码，连着问了好几次，说能不能用一下，我们不要密码，你给我们输进去也行，都被无视，都假装听不见我们这个问题，简直是太逗了吧？还说可能座位那里信号不好，让我们到门口，结果我们到门口收银台，折腾了得十分钟也还是连不上啊，我又问了一遍，能不能用一下那个带密码的wifi，坐台的那个领班模样的男的张口就说那个也不好使，我就有点儿火，说你试了吗你就说不好使？他说我安的那个我能不知道吗，这根本是答非所问啊，我问的是你在我们手机上连那个wifi试了吗，你跟我说你安装的那个wifi？这两者有关系吗？张口就来啊！因为耽误时间蛮久的，几个同事都开始不满都说赶紧的吧，你们wifi不好使就换另外那个试试呗，就一个手机连，而且也不要你们密码，你就自己给我输一下就行了，说了好几句，有个服务员不情不愿的给我手机登了那个带密码的wifi，让后我扫了那个美团app下载的二维码，超快好么？怎么就不好使了？？不出两分钟就下载安装完了，你们整个一个店的人磨磨唧唧小二十分钟就是为了不想给我们wifi密码？放心吧，不会找机会蹭你们网的，不会去第二次了,2.0,-2,-2,-2,-2,-1,-2,-2,-2,1,0,-2,-2,-2,-2,-2,1,-2,-2,DATA-03,public-derived
18706,train,对于一个从小土生土长在无锡这块土地上的吃货，这家店我能说真的不合格么。给一般纯粹是因为店里的环境分，实事求是地说，我一向是对吃的不是太挑剔的人，只要口味过得去我都能将就，所以像是中式快餐之类的在很多人嘴里认为的很差劲很难吃的菜我也能从中找到幸福感，但是这家店真是让人失望，因为开了没多久，那天晚上下了班路过，想着回去也没晚饭，就在这打包一点带回去吃吧，这家店之前也路过很多次了，看着它一点点的装修起来的，其实这个地理位置真的挺好的，门口也能简单地停停车子，也不会有警察来贴牌子，周边也没什么像样的饮食店，除非走到曹张新村里面去吃，不过手推馄饨环境真心不如这儿，进去之后店里很亮堂的样子，要了菜肉拌馄饨，要了一个打包盒，在等待的时候还看见有人打包了汤面，也是用的一样的打包盒子，馄饨是要了之后给你下的，能直接看到师傅在给你下馄饨，卫生状况确实还是可以的，因为不喜欢吃很咸的，让师傅给拌的时候少放点酱油，之后打包了带回去了，从店里到吃不过相隔了大概七八分钟，吃了一个就觉得不对劲，这菜肉馅是发苦的味道，馄饨皮子也没下熟透，皮子还有白白的硬硬的边翘着呢，咬下去夹生的，馄饨也是又扁又小，馅也很少，因为对吃的一向不浪费，本着这点节约的本能吃了十个，实在是吃的自己都想吐出来了，后来自己分析了一下，应该是菜没选好，所以导致苦味了，挺失望的，头一次吃到这么差的，当时店里感觉生意还是可以的，至少坐了小半的人吧，还有人打包小笼包回去，就这品质，想必小笼包也好不到哪去，价格也不见得比那些老字号便宜，定价倒是一致了，就是品质没提上去，希望以后会有进步吧，反正短期内是不会再去尝试了。,2.0,1,1,1,-2,-2,0,-2,0,-2,-2,1,-2,1,1,-1,-1,-2,-2,DATA-03,public-derived
33108,dev,第一次来万象这家店吃，严重不满！首先，排队一个半小时终于排到号了，结果不让进，因为只有二人桌，继续叫号，虽然只多等几分钟，但是太不合理了，抗议！进去后没人理，服务员收完桌子就不理人了，叫了三次才拖拖拉拉来了，抗议抗议！！勾完菜单后没人管了，叫了几次服务员，终于来了，结果甩下一句：这不归我管。就这么走了～华丽丽走了，气的我直接在店里大叫一声：我饿了！！！（气糊涂了都！！！）严重抗议！！！终于收走点的单子了，菜没上，口渴想叫茶水，叫了几次还是没上茶，气都气饱了！！！再也不来万象这家了,2.0,-2,1,-2,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,DATA-03,public-derived
12266,train,听说不错就去吃了，走进一看，晚饭时间没什么人气，估计不灵光。点了个铁板叉烧，难吃到极点。招牌的咖喱牛腩，三四块牛腩外加三四块切得很大的土豆块，上面已经发干，颜色发黑，味道非常普通。叫了一碗饭等了老半天。本来没什么人，想坐外面沙发还不让坐，只好坐进去，结果叫服务员那个吃力啊，你站着摇手半天没人理，只好直接过去把服务员拖过来点菜。买单时，要自己到收银台，也没人看，晚到的手长竟然可以先结账，两个人结账，也不看看谁先来后到，整个环境差、服务差、口味差。,2.0,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-1,-1,-1,-1,1,-1,-1,-2,DATA-03,public-derived
2427,train,不好吃的鸭子，而且肉都没怎么片下来，都留在鸭架子上做椒盐去了，结果盘子里都是油油的鸭子皮，问了还说是特色，天啦噜，烤鸭店居然说为了卖鸭架子的哦……感情这家店是前门鸭架王啊！\\n\\n点菜得跑过去自己看着点，没有菜单。看着带鱼还挺新鲜，有清蒸，红烧，糖醋，男宠一般吃干煎哥清蒸，就点了清蒸……刚进门觉得此店大气厨师水准应该不错时的决定。结果上来又腥又咸，赶紧把汤汁都倒了要了醋来沾着吃的。\\n\\n荠菜蘑菇还不错。\\n\\n送的鸭子券节假日不能用，估计还得来一次，下次一定强烈要求鸭子肉片干净，鸭架就免了做直接打包回去给阿咪。\\n\\n然后，就不会有然后了。,2.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,DATA-03,public-derived
11054,train,又去吃火锅，想着之前去过的德庄大好就特地选了德庄。但是这次却好失望。菜品现在太差，肉是散的，羊肉牛肉都不像羊肉牛肉。其他菜品品质也不太好，比如蛋饺直接会散的，鱼滑硬硬的全是面粉，怎么放下去上来还是怎么样的。最奇葩的是，吃到一半一抬头看到整张的蜘蛛网就在头上！伴着空调的风和火锅的热气一直抖啊抖抖啊抖！我一开始还以为是装饰类！这么大个蜘蛛网店家居然发现不了的？然后一直很在意抖啊都的会掉到火锅里加料。。。唉。。。唯一依然好的要是服务了吧，服务还是挺好的。话说中间那个黑的是养生汤，可以喝还鲜的。,2.0,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,-1,-2,DATA-03,public-derived
30704,train,环境很差，卫生不行，很脏乱，破旧，除了价格十分便宜之外，其他十分一般。吃过两次，口味还算过去，不过完全没有前面的鸭血粉丝好吃，一个在秦虹小区车站旁边开的鸭血粉丝，装修不错，干净整洁10快一碗。而且老板养猫太不科学了，糙养，瞎喂，第一只散养丢了也不管～第二只继续散养，说实话，老板如果不会养不想养就不要养～这猫养了等于没养……太不负责了……包括喂乱七八糟的，这些流浪猫生出更多的流浪猫，谁给我们的环境买单？最该负责的就是养猫人！说实话这种老店随着时间会淘汰掉的～现在装修好的口味好的太多了，只要口味好，卫生好，大家都有这个钱消费～,2.0,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-1,-1,-1,-1,-2,0,-2,-2,DATA-03,public-derived
