order_id,day_index,arrival_minute,item_count,item_ids_preview,is_observed_production_order,data_nature
D01-O0665,1,121.4023,6,I0216;I0277;I0662;I0811;I0898;I1077,False,public-benchmark-derived
D01-O0666,1,121.4151,1,I1095,False,public-benchmark-derived
D01-O0667,1,121.5949,9,I0118;I0261;I0285;I0333;I0350;I0774;I0801;I0802;I0900,False,public-benchmark-derived
D01-O0668,1,121.6998,2,I0497;I0867,False,public-benchmark-derived
D01-O0669,1,121.8418,5,I0070;I0211;I0230;I0852;I0939,False,public-benchmark-derived
D01-O0670,1,121.8671,2,I0716;I0759,False,public-benchmark-derived
D01-O0671,1,121.8846,8,I0403;I0481;I0536;I0544;I0838;I0888;I0921;I0960,False,public-benchmark-derived
D01-O0672,1,122.0655,7,I0073;I0159;I0405;I0470;I0900;I1006;I1140,False,public-benchmark-derived
D01-O0673,1,122.0908,2,I0366;I0368,False,public-benchmark-derived
D01-O0674,1,122.1607,3,I0218;I0764;I0901,False,public-benchmark-derived
D01-O0675,1,122.2189,2,I0386;I0438,False,public-benchmark-derived
D01-O0676,1,122.4589,7,I0135;I0149;I0357;I0481;I0655;I0752;I1113,False,public-benchmark-derived
D01-O0677,1,122.5427,8,I0124;I0172;I0596;I0725;I0750;I1051;I1058;I1093,False,public-benchmark-derived
D01-O0678,1,122.6093,7,I0242;I0743;I0994;I1003;I1120;I1129;I1186,False,public-benchmark-derived
D01-O0679,1,123.033,7,I0048;I0163;I0293;I0812;I0833;I0886;I0965,False,public-benchmark-derived
D01-O0680,1,123.0807,5,I0028;I0138;I0188;I0447;I0919,False,public-benchmark-derived
D01-O0681,1,123.273,4,I0289;I0742;I1176;I1191,False,public-benchmark-derived
D01-O0682,1,123.3839,5,I0282;I0479;I0501;I0915;I1067,False,public-benchmark-derived
D01-O0683,1,123.7882,8,I0246;I0367;I0506;I0586;I0687;I0688;I0768;I1182,False,public-benchmark-derived
D01-O0684,1,123.8708,8,I0201;I0216;I0300;I0389;I0409;I0510;I0699;I0923,False,public-benchmark-derived
D01-O0685,1,124.0604,7,I0248;I0387;I0500;I0760;I0800;I0930;I1039,False,public-benchmark-derived
D01-O0686,1,124.0976,1,I0958,False,public-benchmark-derived
D01-O0687,1,124.3658,1,I0881,False,public-benchmark-derived
D01-O0688,1,124.3846,9,I0389;I0460;I0594;I0667;I0705;I0725;I0832;I1073;I1148,False,public-benchmark-derived
D01-O0689,1,125.0796,7,I0340;I0597;I0684;I0834;I0946;I1004;I1148,False,public-benchmark-derived
D01-O0690,1,125.2967,6,I0059;I0302;I0386;I0409;I0420;I0615,False,public-benchmark-derived
D01-O0691,1,125.4145,9,I0331;I0522;I0650;I0763;I0851;I0925;I0941;I0960;I1010,False,public-benchmark-derived
D01-O0692,1,125.4441,1,I0830,False,public-benchmark-derived
D01-O0693,1,125.6383,6,I0087;I0104;I0105;I0636;I0744;I0935,False,public-benchmark-derived
D01-O0694,1,125.7273,8,I0023;I0200;I0247;I0410;I0453;I0668;I0767;I1132,False,public-benchmark-derived
D01-O0695,1,126.0538,5,I0142;I0444;I0576;I0888;I1182,False,public-benchmark-derived
D01-O0696,1,126.0821,10,I0090;I0127;I0137;I0247;I0328;I0660;I0761;I0884;I0991;I1088,False,public-benchmark-derived
D01-O0697,1,126.2384,5,I0211;I0685;I0880;I0986;I0990,False,public-benchmark-derived
D01-O0698,1,126.8579,5,I0095;I0284;I0615;I0702;I0911,False,public-benchmark-derived
D01-O0699,1,126.8853,6,I0184;I0186;I0599;I0612;I0851;I1059,False,public-benchmark-derived
D01-O0700,1,126.8959,1,I1169,False,public-benchmark-derived
D01-O0701,1,127.1598,5,I0233;I0294;I0393;I1065;I1171,False,public-benchmark-derived
D01-O0702,1,127.2053,7,I0271;I0305;I0943;I0946;I0948;I1025;I1183,False,public-benchmark-derived
D01-O0703,1,127.4592,6,I0158;I0269;I0678;I0680;I0820;I1010,False,public-benchmark-derived
D01-O0704,1,127.5043,2,I0640;I0940,False,public-benchmark-derived
D01-O0705,1,127.5598,6,I0011;I0089;I0131;I0292;I0579;I0867,False,public-benchmark-derived
D01-O0706,1,128.2295,3,I0057;I0086;I0643,False,public-benchmark-derived
D01-O0707,1,128.3458,1,I0311,False,public-benchmark-derived
D01-O0708,1,128.6698,3,I0344;I0569;I0929,False,public-benchmark-derived
D01-O0709,1,128.9723,2,I0219;I0794,False,public-benchmark-derived
D01-O0710,1,129.3187,9,I0368;I0413;I0537;I0703;I0708;I0753;I0789;I1004;I1044,False,public-benchmark-derived
D01-O0711,1,129.9697,8,I0081;I0258;I0280;I0481;I0498;I0788;I0797;I0801,False,public-benchmark-derived
D01-O0712,1,130.0854,3,I0633;I0866;I0928,False,public-benchmark-derived
D01-O0713,1,130.6359,2,I0062;I0942,False,public-benchmark-derived
D01-O0714,1,130.681,5,I0083;I0149;I0270;I0527;I1021,False,public-benchmark-derived
D01-O0715,1,131.6466,7,I0041;I0169;I0315;I0786;I0834;I0960;I1088,False,public-benchmark-derived
D01-O0716,1,132.039,1,I0806,False,public-benchmark-derived
D01-O0717,1,132.0729,1,I0712,False,public-benchmark-derived
D01-O0718,1,132.253,7,I0193;I0457;I0584;I0655;I0825;I0859;I1059,False,public-benchmark-derived
D01-O0719,1,132.283,4,I0044;I0237;I0749;I0920,False,public-benchmark-derived
D01-O0720,1,132.3739,3,I0071;I0657;I0856,False,public-benchmark-derived
D01-O0721,1,132.5597,5,I0222;I0465;I0530;I0883;I1055,False,public-benchmark-derived
D01-O0722,1,133.0468,5,I0094;I0579;I0588;I0836;I0908,False,public-benchmark-derived
D01-O0723,1,133.0884,7,I0295;I0331;I0353;I0562;I0638;I0763;I0988,False,public-benchmark-derived
D01-O0724,1,133.0894,2,I0036;I0454,False,public-benchmark-derived
D01-O0725,1,133.1664,5,I0040;I0195;I0791;I0811;I0894,False,public-benchmark-derived
D01-O0726,1,133.5816,9,I0179;I0362;I0537;I0730;I0753;I0803;I1016;I1025;I1059,False,public-benchmark-derived
D01-O0727,1,133.7912,5,I0232;I0333;I0406;I1033;I1112,False,public-benchmark-derived
D01-O0728,1,133.859,4,I0122;I0595;I0767;I0812,False,public-benchmark-derived
D01-O0729,1,133.9493,3,I0020;I0114;I0702,False,public-benchmark-derived
D01-O0730,1,134.2769,4,I0253;I0420;I0461;I0942,False,public-benchmark-derived
D01-O0731,1,134.6077,10,I0088;I0505;I0552;I0601;I0607;I0662;I0798;I0836;I1043;I1070,False,public-benchmark-derived
D01-O0732,1,134.8432,2,I0036;I0430,False,public-benchmark-derived
D01-O0733,1,135.0771,4,I0248;I0495;I0613;I0984,False,public-benchmark-derived
D01-O0734,1,135.5087,9,I0012;I0050;I0251;I0416;I0662;I0682;I0741;I0929;I1158,False,public-benchmark-derived
D01-O0735,1,135.5751,8,I0060;I0287;I0477;I0711;I0872;I0912;I1089;I1175,False,public-benchmark-derived
D01-O0736,1,135.7664,9,I0028;I0077;I0087;I0176;I0429;I0646;I0994;I1019;I1129,False,public-benchmark-derived
D01-O0737,1,135.8939,2,I0412;I0835,False,public-benchmark-derived
D01-O0738,1,136.1592,9,I0119;I0374;I0456;I0586;I0842;I0939;I0988;I0991;I0994,False,public-benchmark-derived
D01-O0739,1,136.4594,10,I0139;I0338;I0373;I0425;I0445;I0670;I0932;I1070;I1085;I1184,False,public-benchmark-derived
D01-O0740,1,136.6245,3,I0542;I0814;I0970,False,public-benchmark-derived
D01-O0741,1,136.9751,8,I0051;I0220;I0451;I0548;I0593;I0731;I0889;I0959,False,public-benchmark-derived
D01-O0742,1,137.0132,10,I0182;I0197;I0316;I0353;I0375;I0537;I0806;I0825;I0895;I0985,False,public-benchmark-derived
D01-O0743,1,137.0424,2,I0110;I0173,False,public-benchmark-derived
D01-O0744,1,137.077,8,I0067;I0133;I0255;I0598;I0715;I0972;I1068;I1183,False,public-benchmark-derived
D01-O0745,1,137.3639,7,I0165;I0563;I0845;I1001;I1065;I1111;I1133,False,public-benchmark-derived
D01-O0746,1,137.5268,5,I0127;I0260;I1003;I1121;I1123,False,public-benchmark-derived
D01-O0747,1,137.6396,9,I0066;I0267;I0347;I0356;I0493;I0652;I0754;I0770;I0855,False,public-benchmark-derived
D01-O0748,1,137.7455,3,I0474;I0570;I0810,False,public-benchmark-derived
D01-O0749,1,137.8857,7,I0046;I0174;I0204;I0733;I0919;I1088;I1161,False,public-benchmark-derived
D01-O0750,1,138.0531,3,I0228;I0880;I1064,False,public-benchmark-derived
D01-O0751,1,138.0682,2,I0195;I0214,False,public-benchmark-derived
D01-O0752,1,138.1951,5,I0229;I0689;I0716;I0760;I1064,False,public-benchmark-derived
D01-O0753,1,138.6723,2,I0358;I0921,False,public-benchmark-derived
D01-O0754,1,138.7463,9,I0115;I0167;I0247;I0325;I0413;I0506;I0877;I0934;I1081,False,public-benchmark-derived
D01-O0755,1,138.9933,9,I0206;I0334;I0343;I0346;I0589;I0644;I0713;I0784;I1170,False,public-benchmark-derived
D01-O0756,1,139.0141,5,I0096;I0500;I0555;I0699;I1006,False,public-benchmark-derived
D01-O0757,1,139.1377,5,I0129;I0360;I0705;I0763;I0781,False,public-benchmark-derived
D01-O0758,1,139.1789,1,I0412,False,public-benchmark-derived
D01-O0759,1,139.3607,5,I0131;I0348;I0589;I1084;I1174,False,public-benchmark-derived
D01-O0760,1,139.4473,5,I0417;I0457;I0562;I0751;I1098,False,public-benchmark-derived
D01-O0761,1,139.5727,5,I0020;I0315;I0319;I0763;I1175,False,public-benchmark-derived
D01-O0762,1,139.6981,10,I0154;I0291;I0447;I0463;I0561;I0614;I0760;I0766;I0819;I1041,False,public-benchmark-derived
D01-O0763,1,139.7376,1,I0544,False,public-benchmark-derived
D01-O0764,1,139.8791,9,I0076;I0158;I0490;I0641;I0662;I0738;I0818;I0892;I1026,False,public-benchmark-derived
D01-O0765,1,139.8904,10,I0090;I0148;I0213;I0358;I0393;I0417;I0427;I0870;I0981;I1064,False,public-benchmark-derived
D01-O0766,1,140.0197,6,I0034;I0517;I0539;I0713;I0729;I0766,False,public-benchmark-derived
D01-O0767,1,140.2064,8,I0036;I0078;I0208;I0280;I0360;I0448;I0868;I1105,False,public-benchmark-derived
D01-O0768,1,140.2452,2,I0649;I0683,False,public-benchmark-derived
D01-O0769,1,140.3071,3,I0466;I1010;I1189,False,public-benchmark-derived
D01-O0770,1,140.4228,4,I0705;I0804;I0926;I1044,False,public-benchmark-derived
D01-O0771,1,141.0431,9,I0084;I0114;I0484;I0532;I0715;I0726;I0768;I1099;I1104,False,public-benchmark-derived
D01-O0772,1,141.0475,3,I0779;I0839;I1150,False,public-benchmark-derived
D01-O0773,1,141.4182,5,I0298;I0320;I0389;I0867;I0871,False,public-benchmark-derived
D01-O0774,1,141.6461,4,I0102;I0579;I0628;I1045,False,public-benchmark-derived
D01-O0775,1,141.7056,4,I0075;I0704;I0828;I0865,False,public-benchmark-derived
D01-O0776,1,142.0505,10,I0051;I0067;I0240;I0314;I0415;I0457;I0528;I0724;I0961;I1023,False,public-benchmark-derived
D01-O0777,1,142.0593,5,I0089;I0304;I0402;I0475;I1028,False,public-benchmark-derived
D01-O0778,1,142.0711,5,I0252;I0280;I0454;I0882;I1001,False,public-benchmark-derived
D01-O0779,1,142.2448,3,I0244;I0524;I0738,False,public-benchmark-derived
D01-O0780,1,142.2629,9,I0049;I0394;I0434;I0549;I0595;I0603;I0653;I0701;I0708,False,public-benchmark-derived
D01-O0781,1,142.5574,7,I0224;I0300;I0378;I0608;I0803;I0973;I1028,False,public-benchmark-derived
D01-O0782,1,143.006,6,I0057;I0154;I0356;I0399;I0677;I1159,False,public-benchmark-derived
D01-O0783,1,143.1794,7,I0151;I0161;I0348;I0573;I0854;I0877;I1130,False,public-benchmark-derived
D01-O0784,1,143.5866,4,I0476;I0507;I0912;I0999,False,public-benchmark-derived
D01-O0785,1,143.9287,6,I0134;I0135;I0285;I0297;I0743;I0745,False,public-benchmark-derived
D01-O0786,1,144.3622,2,I0113;I0643,False,public-benchmark-derived
D01-O0787,1,144.3769,7,I0272;I0548;I0555;I0642;I1071;I1139;I1148,False,public-benchmark-derived
D01-O0788,1,144.4367,2,I0712;I0784,False,public-benchmark-derived
D01-O0789,1,144.9645,9,I0030;I0240;I0368;I0379;I0468;I0793;I0823;I0883;I1014,False,public-benchmark-derived
D01-O0790,1,145.0409,9,I0109;I0232;I0488;I0641;I0688;I0990;I1000;I1099;I1118,False,public-benchmark-derived
D01-O0791,1,145.1823,8,I0528;I0578;I0654;I0809;I0827;I0898;I0941;I1188,False,public-benchmark-derived
D01-O0792,1,145.4137,2,I0141;I0740,False,public-benchmark-derived
D01-O0793,1,145.4612,2,I0220;I0410,False,public-benchmark-derived
D01-O0794,1,145.5128,6,I0173;I0412;I0439;I0604;I0842;I0933,False,public-benchmark-derived
D01-O0795,1,145.5205,6,I0017;I0113;I0203;I0602;I0871;I0963,False,public-benchmark-derived
D01-O0796,1,145.5742,3,I0135;I0388;I0514,False,public-benchmark-derived
D01-O0797,1,145.6201,1,I0273,False,public-benchmark-derived
D01-O0798,1,145.8688,6,I0109;I0289;I0638;I0712;I0888;I0906,False,public-benchmark-derived
D01-O0799,1,146.3129,7,I0045;I0056;I0154;I0207;I0612;I0752;I0838,False,public-benchmark-derived
D01-O0800,1,146.9414,4,I0058;I0068;I0491;I0765,False,public-benchmark-derived
D01-O0801,1,147.2043,6,I0253;I0337;I0691;I0743;I0863;I1151,False,public-benchmark-derived
D01-O0802,1,147.3881,7,I0124;I0140;I0246;I0445;I0750;I0808;I0937,False,public-benchmark-derived
D01-O0803,1,147.5149,4,I0032;I0064;I0770;I1074,False,public-benchmark-derived
D01-O0804,1,147.5437,5,I0615;I0729;I0758;I1091;I1124,False,public-benchmark-derived
D01-O0805,1,147.5872,5,I0163;I0352;I0637;I0657;I0808,False,public-benchmark-derived
D01-O0806,1,147.7422,9,I0130;I0207;I0569;I0570;I0814;I0870;I0946;I0992;I1179,False,public-benchmark-derived
D01-O0807,1,147.8866,7,I0238;I0328;I0352;I0402;I0530;I0960;I1079,False,public-benchmark-derived
D01-O0808,1,148.5403,4,I0458;I0672;I0852;I1125,False,public-benchmark-derived
D01-O0809,1,148.6017,3,I0052;I0254;I0903,False,public-benchmark-derived
D01-O0810,1,148.6021,8,I0119;I0385;I0555;I0613;I0644;I0650;I0676;I0926,False,public-benchmark-derived
D01-O0811,1,148.6021,4,I0324;I0575;I0885;I0946,False,public-benchmark-derived
D01-O0812,1,148.7242,9,I0122;I0124;I0331;I0377;I0592;I0660;I0740;I1101;I1156,False,public-benchmark-derived
D01-O0813,1,148.7522,1,I0225,False,public-benchmark-derived
D01-O0814,1,149.1968,6,I0017;I0481;I0559;I0783;I1049;I1153,False,public-benchmark-derived
D01-O0815,1,149.8676,9,I0154;I0306;I0318;I0520;I0847;I0910;I1013;I1018;I1178,False,public-benchmark-derived
D01-O0816,1,150.1391,7,I0162;I0379;I0387;I0748;I0932;I1011;I1165,False,public-benchmark-derived
D01-O0817,1,150.3678,4,I0625;I0662;I0689;I0866,False,public-benchmark-derived
D01-O0818,1,150.4851,7,I0004;I0071;I0227;I0340;I0787;I0824;I0965,False,public-benchmark-derived
D01-O0819,1,150.6505,2,I0121;I0414,False,public-benchmark-derived
D01-O0820,1,151.3913,1,I0598,False,public-benchmark-derived
D01-O0821,1,151.5632,4,I0106;I0523;I0909;I1138,False,public-benchmark-derived
D01-O0822,1,151.6439,6,I0109;I0125;I0347;I0722;I0726;I0919,False,public-benchmark-derived
D01-O0823,1,152.107,2,I0003;I0813,False,public-benchmark-derived
D01-O0824,1,152.4841,9,I0120;I0412;I0435;I0438;I0754;I0768;I1035;I1061;I1143,False,public-benchmark-derived
D01-O0825,1,152.586,9,I0053;I0107;I0226;I0312;I0526;I0640;I0663;I0724;I0843,False,public-benchmark-derived
D01-O0826,1,152.5891,4,I0163;I0233;I0863;I1043,False,public-benchmark-derived
D01-O0827,1,152.6934,1,I0922,False,public-benchmark-derived
D01-O0828,1,152.7344,2,I0181;I1095,False,public-benchmark-derived
D01-O0829,1,152.7566,4,I0382;I0487;I0558;I0868,False,public-benchmark-derived
D01-O0830,1,152.8201,3,I0097;I0252;I0288,False,public-benchmark-derived
D01-O0831,1,153.1151,10,I0072;I0300;I0318;I0348;I0466;I0582;I0771;I0950;I0951;I1016,False,public-benchmark-derived
D01-O0832,1,153.1825,3,I0384;I0715;I0877,False,public-benchmark-derived
D01-O0833,1,153.1901,5,I0132;I0229;I0483;I0966;I0986,False,public-benchmark-derived
D01-O0834,1,153.3602,7,I0131;I0244;I0522;I0583;I0669;I0787;I0860,False,public-benchmark-derived
D01-O0835,1,153.5622,2,I0231;I1188,False,public-benchmark-derived
D01-O0836,1,153.7222,5,I0056;I0332;I0787;I0835;I1122,False,public-benchmark-derived
D01-O0837,1,153.8232,6,I0002;I0302;I0600;I0659;I0758;I0853,False,public-benchmark-derived
D01-O0838,1,154.1312,6,I0212;I0574;I0639;I0640;I0703;I0821,False,public-benchmark-derived
D01-O0839,1,154.1599,4,I0514;I0659;I1107;I1172,False,public-benchmark-derived
D01-O0840,1,154.3843,9,I0094;I0100;I0218;I0511;I0514;I0629;I0791;I0832;I1019,False,public-benchmark-derived
D01-O0841,1,154.7249,3,I0652;I0856;I1053,False,public-benchmark-derived
D01-O0842,1,155.0285,1,I0512,False,public-benchmark-derived
D01-O0843,1,156.0938,10,I0184;I0312;I0440;I0561;I0736;I0844;I0955;I1046;I1102;I1144,False,public-benchmark-derived
D01-O0844,1,156.2559,8,I0109;I0132;I0203;I0255;I0568;I0618;I0758;I1004,False,public-benchmark-derived
D01-O0845,1,156.3322,7,I0176;I0217;I0218;I0568;I0578;I0933;I1098,False,public-benchmark-derived
D01-O0846,1,156.455,1,I0474,False,public-benchmark-derived
D01-O0847,1,156.5118,8,I0031;I0176;I0255;I0832;I0872;I0939;I0989;I1081,False,public-benchmark-derived
D01-O0848,1,156.6329,4,I0251;I0460;I0804;I1053,False,public-benchmark-derived
D01-O0849,1,156.6698,7,I0231;I0281;I0510;I0927;I0969;I1088;I1115,False,public-benchmark-derived
D01-O0850,1,156.7245,7,I0297;I0385;I0533;I0807;I0865;I0977;I1075,False,public-benchmark-derived
D01-O0851,1,156.8374,5,I0273;I0463;I0473;I0694;I0791,False,public-benchmark-derived
D01-O0852,1,157.0414,4,I0636;I1014;I1136;I1189,False,public-benchmark-derived
D01-O0853,1,157.4732,9,I0034;I0059;I0373;I0443;I0452;I0528;I0796;I0868;I0890,False,public-benchmark-derived
D01-O0854,1,157.7025,6,I0149;I0284;I0413;I0761;I0842;I1045,False,public-benchmark-derived
D01-O0855,1,158.044,9,I0012;I0325;I0457;I0467;I0773;I0826;I0886;I0942;I1082,False,public-benchmark-derived
D01-O0856,1,158.1117,4,I0334;I0381;I0384;I0591,False,public-benchmark-derived
D01-O0857,1,158.1571,1,I0023,False,public-benchmark-derived
D01-O0858,1,158.2178,10,I0024;I0126;I0144;I0647;I0706;I0714;I0819;I0833;I1022;I1150,False,public-benchmark-derived
D01-O0859,1,158.3516,5,I0561;I0701;I0979;I1070;I1098,False,public-benchmark-derived
D01-O0860,1,158.461,7,I0203;I0346;I0414;I0487;I1049;I1052;I1113,False,public-benchmark-derived
D01-O0861,1,158.8174,3,I0549;I0815;I0960,False,public-benchmark-derived
D01-O0862,1,158.8643,7,I0176;I0552;I0658;I0825;I0832;I1109;I1140,False,public-benchmark-derived
D01-O0863,1,158.866,4,I0316;I0350;I0846;I1136,False,public-benchmark-derived
D01-O0864,1,158.9551,1,I0829,False,public-benchmark-derived
D01-O0865,1,159.4654,5,I0165;I0350;I0385;I0991;I1160,False,public-benchmark-derived
D01-O0866,1,159.8404,8,I0236;I0303;I0367;I0393;I0754;I1001;I1109;I1119,False,public-benchmark-derived
D01-O0867,1,160.0719,4,I0275;I0336;I0590;I1175,False,public-benchmark-derived
D01-O0868,1,160.2171,10,I0098;I0317;I0401;I0502;I0526;I0586;I0801;I0872;I0952;I1044,False,public-benchmark-derived
D01-O0869,1,160.2253,6,I0006;I0316;I0354;I0676;I0700;I0997,False,public-benchmark-derived
D01-O0870,1,160.3062,7,I0049;I0451;I0770;I0783;I0789;I0824;I0897,False,public-benchmark-derived
D01-O0871,1,160.4081,4,I0156;I0425;I0525;I0827,False,public-benchmark-derived
D01-O0872,1,160.9144,8,I0093;I0297;I0497;I0510;I0574;I0655;I0735;I0762,False,public-benchmark-derived
D01-O0873,1,161.1243,4,I0005;I0133;I0710;I1185,False,public-benchmark-derived
D01-O0874,1,161.3854,3,I0397;I1040;I1155,False,public-benchmark-derived
D01-O0875,1,161.4784,1,I0499,False,public-benchmark-derived
D01-O0876,1,161.6399,9,I0026;I0230;I0244;I0574;I0679;I0752;I0789;I1114;I1123,False,public-benchmark-derived
D01-O0877,1,161.9706,3,I0052;I0067;I0962,False,public-benchmark-derived
D01-O0878,1,161.981,9,I0234;I0263;I0495;I0557;I0602;I0622;I0807;I1022;I1089,False,public-benchmark-derived
D01-O0879,1,162.2892,1,I0736,False,public-benchmark-derived
D01-O0880,1,162.3013,6,I0075;I0105;I0505;I0513;I0705;I0926,False,public-benchmark-derived
D01-O0881,1,162.3791,3,I0197;I0571;I0822,False,public-benchmark-derived
D01-O0882,1,162.4677,9,I0058;I0073;I0096;I0353;I0445;I0447;I0689;I0863;I1190,False,public-benchmark-derived
D01-O0883,1,162.654,6,I0378;I0621;I0760;I0776;I0841;I1178,False,public-benchmark-derived
D01-O0884,1,162.6909,8,I0074;I0352;I0737;I0975;I0977;I1112;I1127;I1174,False,public-benchmark-derived
D01-O0885,1,162.9302,10,I0094;I0306;I0358;I0657;I0681;I0716;I0778;I0796;I1083;I1148,False,public-benchmark-derived
D01-O0886,1,163.1328,6,I0112;I0395;I0438;I0828;I0957;I1165,False,public-benchmark-derived
D01-O0887,1,163.1555,5,I0065;I0361;I0643;I0868;I1116,False,public-benchmark-derived
D01-O0888,1,163.1701,10,I0089;I0282;I0592;I0642;I0786;I0823;I0832;I0910;I0939;I1187,False,public-benchmark-derived
D01-O0889,1,163.1849,8,I0222;I0226;I0484;I0639;I0874;I0899;I1001;I1080,False,public-benchmark-derived
D01-O0890,1,163.342,9,I0290;I0330;I0512;I0799;I0888;I0945;I0961;I0991;I1058,False,public-benchmark-derived
D01-O0891,1,163.3678,8,I0131;I0163;I0616;I0691;I0792;I1083;I1151;I1194,False,public-benchmark-derived
D01-O0892,1,163.5754,6,I0101;I0683;I0848;I0971;I1071;I1122,False,public-benchmark-derived
D01-O0893,1,163.8925,7,I0138;I0439;I0453;I0605;I0638;I0755;I0941,False,public-benchmark-derived
D01-O0894,1,164.0998,8,I0272;I0383;I0440;I0451;I0472;I0843;I1038;I1167,False,public-benchmark-derived
D01-O0895,1,164.2543,7,I0354;I0470;I0669;I0736;I0763;I0845;I1057,False,public-benchmark-derived
D01-O0896,1,164.2754,6,I0097;I0112;I0663;I0724;I0754;I1161,False,public-benchmark-derived
D01-O0897,1,164.4064,7,I0145;I0379;I0666;I0670;I0736;I0979;I1015,False,public-benchmark-derived
D01-O0898,1,164.4888,2,I0772;I1196,False,public-benchmark-derived
D01-O0899,1,164.715,5,I0101;I0353;I0363;I0453;I0962,False,public-benchmark-derived
D01-O0900,1,165.4631,4,I0278;I0876;I0895;I0989,False,public-benchmark-derived
D01-O0901,1,165.5507,9,I0201;I0527;I0543;I0654;I0696;I0752;I0779;I0957;I1059,False,public-benchmark-derived
D01-O0902,1,165.6058,6,I0021;I0061;I0443;I0475;I0596;I0863,False,public-benchmark-derived
D01-O0903,1,165.6378,4,I0544;I0838;I0895;I0926,False,public-benchmark-derived
D01-O0904,1,165.7566,7,I0057;I0135;I0511;I0596;I0601;I0918;I1063,False,public-benchmark-derived
D01-O0905,1,165.8003,7,I0152;I0193;I0347;I0481;I0670;I0725;I0865,False,public-benchmark-derived
D01-O0906,1,165.9179,5,I0022;I0429;I0472;I0684;I1020,False,public-benchmark-derived
D01-O0907,1,166.114,7,I0328;I0365;I0394;I0583;I0853;I0890;I1012,False,public-benchmark-derived
D01-O0908,1,166.3821,10,I0091;I0342;I0650;I0676;I0686;I0722;I0786;I0823;I0919;I1178,False,public-benchmark-derived
D01-O0909,1,166.4372,10,I0076;I0106;I0172;I0222;I0233;I0348;I0593;I0596;I1018;I1030,False,public-benchmark-derived
D01-O0910,1,166.5962,9,I0043;I0052;I0130;I0372;I0487;I0548;I0860;I1104;I1114,False,public-benchmark-derived
D01-O0911,1,166.6003,7,I0128;I0317;I0328;I0498;I0552;I0871;I0932,False,public-benchmark-derived
D01-O0912,1,166.6092,10,I0056;I0214;I0228;I0253;I0333;I0427;I0506;I0622;I0697;I0913,False,public-benchmark-derived
D01-O0913,1,166.7707,10,I0225;I0246;I0277;I0509;I0570;I0635;I0648;I0699;I0906;I1024,False,public-benchmark-derived
D01-O0914,1,166.9565,3,I0307;I0581;I1119,False,public-benchmark-derived
D01-O0915,1,166.9722,8,I0073;I0146;I0512;I0574;I0597;I0699;I0701;I1050,False,public-benchmark-derived
D01-O0916,1,167.04,3,I0316;I0432;I0532,False,public-benchmark-derived
D01-O0917,1,167.1826,1,I0264,False,public-benchmark-derived
D01-O0918,1,167.2233,7,I0132;I0456;I0725;I0775;I1036;I1128;I1163,False,public-benchmark-derived
D01-O0919,1,167.3942,1,I0462,False,public-benchmark-derived
D01-O0920,1,167.4957,2,I0095;I0851,False,public-benchmark-derived
D01-O0921,1,167.7616,1,I0189,False,public-benchmark-derived
D01-O0922,1,167.8077,1,I0914,False,public-benchmark-derived
D01-O0923,1,168.0674,1,I1196,False,public-benchmark-derived
D01-O0924,1,168.192,10,I0027;I0036;I0221;I0340;I0680;I0756;I0825;I0857;I0930;I1121,False,public-benchmark-derived
D01-O0925,1,168.2447,9,I0195;I0197;I0553;I0710;I0771;I0893;I0918;I1032;I1144,False,public-benchmark-derived
D01-O0926,1,168.5342,10,I0032;I0078;I0606;I0652;I0811;I0892;I0961;I1006;I1125;I1140,False,public-benchmark-derived
D01-O0927,1,168.5548,8,I0105;I0170;I0355;I0410;I0417;I0537;I0965;I1103,False,public-benchmark-derived
D01-O0928,1,168.8367,9,I0015;I0064;I0159;I0319;I0684;I0955;I0980;I1007;I1179,False,public-benchmark-derived
D01-O0929,1,169.2339,9,I0011;I0112;I0387;I0609;I0776;I0806;I1004;I1093;I1198,False,public-benchmark-derived
D01-O0930,1,169.363,5,I0301;I0484;I0705;I1010;I1048,False,public-benchmark-derived
D01-O0931,1,169.6808,3,I0222;I0615;I0727,False,public-benchmark-derived
D01-O0932,1,169.8197,1,I0729,False,public-benchmark-derived
D01-O0933,1,169.9928,9,I0192;I0364;I0528;I0599;I0735;I0856;I0937;I1020;I1186,False,public-benchmark-derived
D01-O0934,1,170.2859,5,I0006;I0037;I0159;I0566;I0914,False,public-benchmark-derived
D01-O0935,1,170.3188,1,I0059,False,public-benchmark-derived
D01-O0936,1,170.4143,10,I0287;I0385;I0422;I0501;I0527;I0559;I0572;I0937;I0944;I0968,False,public-benchmark-derived
D01-O0937,1,170.4643,9,I0202;I0326;I0329;I0404;I0505;I0616;I0766;I1049;I1083,False,public-benchmark-derived
D01-O0938,1,170.5775,1,I1039,False,public-benchmark-derived
D01-O0939,1,171.313,5,I0308;I0410;I0473;I0558;I0580,False,public-benchmark-derived
D01-O0940,1,171.3568,9,I0260;I0262;I0487;I0620;I0797;I0859;I0936;I1032;I1159,False,public-benchmark-derived
D01-O0941,1,171.8855,4,I0226;I0799;I0830;I0988,False,public-benchmark-derived
D01-O0942,1,172.1691,4,I0043;I0529;I0615;I0676,False,public-benchmark-derived
D01-O0943,1,172.275,7,I0121;I0712;I0822;I0909;I0936;I0941;I1141,False,public-benchmark-derived
