wafer_id,test_timestamp,quality_label,sensor_161,sensor_159,sensor_021,sensor_024,sensor_158,sensor_160,sensor_294,sensor_162,sensor_296,sensor_295,sensor_022,sensor_090,review_priority,causal_root_cause_allowed,automatic_scrap_allowed,allowed_action,data_nature
SECOM-0417,22/08/2008 12:13:00,pass,764,413,-6449.25,1629,,688,189.2219,59,345.7816,288.552,3012.25,9055.2501,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0418,22/08/2008 12:37:00,pass,2091,953,-5469.75,-9191.5,,301,425.2383,16024,915.7048,134.5619,2575.75,8148.91,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0419,22/08/2008 12:42:00,pass,6445,721,-5532.25,-6160.25,,337,317.8568,12158,3036.835,151.8706,2743,7539.29,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0420,22/08/2008 13:22:00,pass,3570,271,-6554.75,1337.5,,625,111.8552,76,1609.6661,299.5268,2860.5,9156.9701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0421,22/08/2008 14:45:00,pass,2933,490,-6489.25,1491.75,,481,215.84,126,1220.8999,236.3364,3075.75,9318.6301,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0422,22/08/2008 15:25:00,pass,822,472,-5563.5,-981.5,,445,197.3719,1492,413.5231,196.5288,2601.75,8618.8501,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0423,22/08/2008 15:39:00,pass,11005,352,-6506.75,1350,,508,154.8211,69,5115.54,218.9633,2857.25,8570.35,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0424,22/08/2008 15:54:00,pass,2939,731,-5142.25,48,,279,299.7448,860,1321.5876,117.0224,2577.75,8371.9201,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0425,22/08/2008 19:14:00,fail,846,470,-5282.75,6476,,438,226.9249,21016,385.2597,188.4277,2627.5,8552.3599,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0426,22/08/2008 23:46:00,pass,594,2525,-6047,-3200.6667,2214.2998,674,1064.3436,18577,276.5779,290.6424,2653.5,8925.6302,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0427,22/08/2008 23:47:00,pass,2103,432,-6336,1375.25,,731,182.3184,121,938.3137,323.1455,3128.5,8476.7,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0428,22/08/2008 23:49:00,pass,2397,2085,-5932,44,,573,930.5085,9771,1171.6716,240.5196,2641.5,8785.2899,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0429,22/08/2008 23:56:00,pass,1591,800,-5427.75,-5292,,660,363.3349,14382,719.8895,271.2973,2765.75,8588.1999,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0430,23/08/2008 02:04:00,pass,8872,216,-6467.25,1347.75,,617,89.3882,186,3901.3824,262.9132,2963,8798.21,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0431,23/08/2008 03:26:00,pass,2131,449,-6313.25,1529.25,,660,186.0096,122,968.1987,294.5522,3079.5,8653.9501,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0432,23/08/2008 04:50:00,pass,1740,243,-5471.25,-1947,792.1006,396,124.189,3750,967.7217,162.6653,2711,8953.71,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0433,23/08/2008 04:52:00,pass,2614,853,-5493.25,6995.75,,451,368.329,3736,1388.1459,212.7367,2436.25,8466,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0434,23/08/2008 05:57:00,pass,1455,417,-6374.75,1516,,649,193.0188,115,762.1485,277.6341,3052,8492.84,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0435,23/08/2008 05:57:00,pass,2055,549,-6381.5,1584.5,,467,229.7542,83,855.5649,199.6904,3043.25,8431.02,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0436,23/08/2008 05:58:00,pass,9450,508,-5313.5,455,1294.6006,393,213.6438,703,4402.7941,173.2378,2721,8220.8,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0437,23/08/2008 05:58:00,pass,3850,993,-5474.25,177.5,,947,424.0923,729,1668.8671,444.3625,2997,8861.67,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0438,23/08/2008 09:24:00,pass,11546,640,-5587.25,868,,673,308.7398,17150,5135.8294,298.3771,2637.25,8999.8701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0439,23/08/2008 12:58:00,pass,746,258,-5421.5,562.5,,440,111.2669,13604,390.2319,203.6361,2631.5,8641.0399,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0440,23/08/2008 13:02:00,pass,1123,381,-6256.5,1517.75,,562,179.4594,48,608.3521,259.5051,3016.75,8138.85,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0441,23/08/2008 15:10:00,pass,6484,202,-6370.75,1265.75,,534,91.7183,154,2960.4138,237.7246,3137.5,8669.0599,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0442,23/08/2008 15:29:00,fail,822,485,-5311.5,-535.25,,3472,219.3392,1843,357.3486,1712.782,3386.5,8825.4101,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0443,24/08/2008 02:32:00,pass,1040,713,-6264,1533,,430,296.9994,111,525.9968,187.6564,3035.75,8511.4601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0444,24/08/2008 04:00:00,pass,641,1454,-4750.75,499.25,,323,610.7729,652,344.4334,158.2032,2713.25,9131.0599,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0445,24/08/2008 07:12:00,pass,10950,1216,-5879.75,-1786,,807,547.6218,16123,5203.7763,336.6408,2785.5,8455.9102,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0446,24/08/2008 07:14:00,pass,243,295,-5433.25,-1730,593,782,123.915,14417,103.5258,358.4582,2908.25,8738.93,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0447,24/08/2008 10:09:00,pass,2031,286,-6443.5,1522,958,579,157.333,99,1027.4387,255.3468,3022,9030.3202,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0448,24/08/2008 10:14:00,pass,3742,634,-5468.75,4442.5,,453,269.099,10483,1636.8075,209.9603,2548,9379.4399,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0449,24/08/2008 13:03:00,fail,1521,909,-5410.5,-10366.333,,392,373.2921,11997,775.1174,176.7182,2689,8738.47,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0450,25/08/2008 09:29:00,pass,1709,742,-6375.75,1558,,817,304.6434,88,778.8228,381.9218,2967.75,8731.8,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0451,27/08/2008 00:46:00,pass,6285,384,-6421,1481,,532,169.6604,170,2583.2899,247.319,3088,8733.4701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0452,27/08/2008 11:38:00,pass,5421,347,-6507.5,1380.25,,742,147.8434,79,2536.9566,321.5561,3038.5,9125.72,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0453,27/08/2008 12:22:00,pass,865,132,-6461,1592.5,,449,54.4977,233,408.2429,191.4906,2980,9021.22,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0454,27/08/2008 13:35:00,pass,9227,574,-5411.5,-3775.25,,549,259.8493,20289,4366.9941,261.4766,2733,9374.13,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0455,27/08/2008 14:18:00,pass,5152,400,-6409.5,1455,,735,179.862,173,2315.5617,309.3406,3020.25,9243.0101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0456,27/08/2008 17:14:00,pass,2732,790,-5546.5,5385.6667,,311,328.1732,19652,1206.9401,132.6383,2639.75,8912.9999,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0457,27/08/2008 22:48:00,pass,6876,347,-6466.25,1517.25,,772,143.9708,138,2912.5156,339.2692,2970.25,9091.42,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0458,27/08/2008 22:58:00,pass,1690,816,-5430,-280.25,,140,391.0891,8134,721.2411,66.2621,2814,8729.3199,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0459,28/08/2008 03:03:00,pass,4248,318,-5183,-1363.6667,,491,146.3626,2170,1879.6867,201.4504,2689.25,8943.13,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0460,28/08/2008 03:04:00,pass,2061,414,-5353.25,-23.75,,301,174.8454,934,905.3311,123.4298,2756.25,8250.63,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0461,28/08/2008 03:29:00,pass,7717,2414,-5763.75,-1025.6667,,548,1144.0429,608,3465.6271,238.4638,2546.5,8518.33,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0462,28/08/2008 03:38:00,pass,6209,414,-5474.75,5193.6667,,308,190.4633,22363,2642.0066,141.0966,2709.75,8997.2601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0463,28/08/2008 03:45:00,pass,8537,1905,-6211.25,-1502.25,,99,886.7365,2879,4188.6476,41.7532,2724,8877.29,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0464,28/08/2008 04:10:00,pass,3111,299,-6252.75,1479,,729,130.2827,53,1313.8464,323.9907,3178,8478.44,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0465,28/08/2008 04:20:00,pass,2834,354,-5288.5,-1742.5,,270,161.6385,5001,1230.8512,110.7159,2580,8942.1301,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0466,28/08/2008 04:54:00,pass,1024,867,-5328,-4348,,375,387.6416,2028,437.3865,158.3098,2555,8536.1801,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0467,28/08/2008 05:00:00,pass,9592,588,-6334.5,1537.25,,633,247.0364,104,3956.2384,273.7449,3045.75,8416.6001,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0468,28/08/2008 06:15:00,pass,6797,424,-5711,-1757.6667,,236,186.5494,1302,2942.9631,100.0583,2627.5,8565.08,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0469,28/08/2008 06:39:00,pass,7500,822,-5662.25,-3212.25,,257,352.5747,7804,3547.4031,106.3469,2739.5,9141.7798,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0470,28/08/2008 06:56:00,pass,1396,415,-6310.25,1510,,649,184.1256,218,670.9865,277.0817,3030.25,9491.1301,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0471,28/08/2008 07:40:00,pass,2256,1308,-5686.75,-3682.25,,388,534.384,27194,1014.8399,181.4963,2592.25,8551.1601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0472,28/08/2008 07:51:00,pass,671,904,-5402.5,-1637.3333,,125,474.4994,11902,330.0798,52.7194,2611,8948.36,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0473,28/08/2008 08:41:00,pass,4492,427,-6539.75,1325.25,,543,187.8446,183,1966.3142,229.2108,2882.75,9164.36,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0474,28/08/2008 09:46:00,pass,1020,403,-6389.5,1570.5,,743,171.0448,195,529.7182,304.5733,3025.25,8872.8101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0475,28/08/2008 09:49:00,pass,2924,581,-6468,1409.5,722.2002,796,247.5305,142,1388.0136,331.6347,3083.25,8520.7699,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0476,28/08/2008 10:15:00,pass,1724,1261,-5649.5,-2323,,357,538.5997,2759,805.4077,154.252,2550.5,8856.7201,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0477,28/08/2008 10:28:00,pass,1157,444,-6505.5,1324,,740,212.1077,134,544.8,336.9751,3038.25,9892.9601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0478,28/08/2008 10:32:00,pass,1008,2987,-4599.25,-2507.75,,301,1444.2925,6762,445.0875,142.2463,2834,9424.28,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0479,28/08/2008 11:19:00,pass,1098,1146,-5330,-5718.5,,530,501.7509,9844,520.3194,237.1657,2747.25,9221.64,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0480,28/08/2008 12:44:00,pass,1177,186,-6456.75,1270,,636,76.1856,76,503.6527,269.1089,2909.75,8615.15,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0481,28/08/2008 14:48:00,pass,2221,491,-6347.75,1521.75,,765,224.1805,111,974.0517,316.0111,2994.5,8922.93,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0482,28/08/2008 15:19:00,pass,262,423,-6426.5,1461.25,1657,796,195.1316,160,185.262,355.3659,3021.75,8592.0401,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0483,28/08/2008 16:01:00,pass,1401,582,-6624,1310.75,1405.5,687,241.1265,159,645.9837,286.6479,2877.5,9434.33,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0484,28/08/2008 16:43:00,pass,3055,759,-5305.5,-3969,,268,333.5551,4295,1427.8589,116.2393,2637.25,8400.2601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0485,28/08/2008 16:52:00,pass,5984,291,-6310.25,1554,,811,138.8221,160,2948.8247,354.8205,3028.25,9750.47,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0486,28/08/2008 17:21:00,pass,9542,546,-6406.25,1271.5,,780,240.9901,226,4590.788,343.9942,3012,9138.99,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0487,28/08/2008 17:27:00,pass,4950,237,-6329.75,1511.5,,633,102.3633,66,2058.4774,279.7611,2993.75,8912.71,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0488,28/08/2008 17:32:00,pass,1752,2567,-5874.25,402.75,,212,1198.8974,464,763.0869,95.8541,2582,9020.6,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0489,28/08/2008 18:05:00,pass,1208,90,-5459,-6143.25,,218,40.4804,15390,535.4527,94.7888,2697.25,8755.2601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0490,28/08/2008 18:10:00,pass,1006,251,-5545.75,-204.25,,1297,112.8934,1456,412.1181,569.7873,2823.75,7769.61,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0491,28/08/2008 18:15:00,pass,2260,696,-6225.75,1535.75,,612,298.2732,49,1164.4837,276.1152,3096.25,8570.0001,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0492,28/08/2008 18:25:00,pass,1447,322,-6260.75,1521.25,,452,147.9152,110,591.5308,213.5593,3032.25,8983.2,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0493,28/08/2008 18:47:00,pass,9936,937,-5607.25,4181.6667,,143,430.661,23936,4875.4965,68.9082,2564.5,8881.1499,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0494,28/08/2008 18:57:00,pass,790,1692,-5723.5,461.25,,2007,711.2362,817,395.1367,947.9305,3112.25,8746.6701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0495,28/08/2008 20:20:00,pass,1767,1009,-5628,10248.75,,335,427.8839,13109,739.521,157.0401,2561.75,8753.7601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0496,28/08/2008 20:39:00,fail,1061,666,-5669.75,-2502,591.6006,494,295.6861,8105,456.6198,212.7871,2729.5,8777.9,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0497,28/08/2008 21:03:00,pass,4956,669,-6326,1537.5,,772,273.6604,90,2100.1805,328.9148,2963.25,9257.4501,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0498,28/08/2008 21:52:00,pass,15696,862,-6371,1485,,1031,360.1592,137,7774.9816,445.0637,2984.5,8642.55,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0499,28/08/2008 22:57:00,pass,4363,384,-6344.25,1588.5,1363.5,721,178.0962,58,2169.8661,298.4437,3095,8844.77,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0500,28/08/2008 23:40:00,pass,6569,330,-5409,-2475,,408,160.2768,20187,3129.573,180.5702,2955.75,8401.2601,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0501,28/08/2008 23:42:00,pass,1679,887,-5246.75,-2950.25,,232,386.7992,3893,818.2058,97.3597,2648.25,8512.6402,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0502,29/08/2008 00:49:00,pass,2113,247,-5697.5,-371.5,,248,101.0429,1877,972.0344,115.2288,2775.5,8637.1,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0503,29/08/2008 01:06:00,pass,924,992,-5933.25,2446,,767,447.908,27854,433.0869,315.0909,2587.25,9052.29,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0504,29/08/2008 02:38:00,pass,1498,352,-6338.25,1529.5,,585,153.2479,177,658.8237,257.4762,2993,9010.99,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0505,29/08/2008 02:39:00,pass,4269,357,-6350.25,1533.75,,656,146.1879,57,1780.4764,271.933,3097.75,8674.79,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0506,29/08/2008 03:27:00,pass,1530,637,-5278,-822.25,,3205,282.8816,2609,699.4977,1596.3689,3443.5,8616.7302,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0507,29/08/2008 03:33:00,pass,5427,732,-5444,-5009.25,1127.6997,278,313.8821,16107,2501.1126,132.4877,2608.5,8746.44,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0508,29/08/2008 03:46:00,pass,4520,857,-5561,101,,351,406.3685,805,2045.7641,161.0528,2640,8866.58,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0509,29/08/2008 04:55:00,fail,5790,1532,-5192.5,-1327.75,,796,687.7308,2684,2483.2759,346.775,2793.25,8564.1802,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0510,29/08/2008 04:56:00,pass,4826,480,-6461,1423,,738,200.338,93,2095.7733,326.4378,3097.5,8495.5701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0511,29/08/2008 05:16:00,pass,12654,377,-6305.5,1558.75,,429,178.0384,269,6061.4138,198.4817,3049.5,9805.1499,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0512,29/08/2008 05:54:00,pass,15176,1074,-5871.75,-1158,,384,448.2272,4349,7131.9304,159.5274,2707.5,8651.9899,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0513,29/08/2008 05:54:00,pass,9628,456,-6624.5,1199.5,484.0996,424,209.5225,209,4504.237,177.9876,2949.75,9075.89,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0514,29/08/2008 05:57:00,pass,508,1948,-6736,1504.75,,644,905.9249,95,245.2976,286.8949,3136,8501.46,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0515,29/08/2008 05:57:00,pass,3363,1053,-5232.25,1271,,242,456.4416,21971,1581.0926,101.9199,2498.5,8455.6002,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0516,29/08/2008 06:35:00,pass,4806,721,-5234.5,-1289.75,,397,338.0675,3690,2241.0706,170.6192,2747.25,7767.31,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0517,29/08/2008 06:37:00,pass,4617,381,-6319.75,1501.25,1175.8999,595,164.7834,128,2145.2121,259.0719,3004.75,8711.62,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0518,29/08/2008 06:40:00,pass,1112,786,-5121,-1551,,683,345.7195,4321,552.092,279.3976,2591.5,9195.1899,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0519,29/08/2008 06:45:00,fail,1225,1256,-5229.25,260.5,,491,572.4592,768,506.4389,206.9412,2558,8213.75,quality-gate-review,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0520,29/08/2008 06:54:00,pass,2670,213,-6183.75,1524.5,,748,92.5612,107,1210.3515,313.5936,2999.75,8355.5202,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0521,29/08/2008 07:18:00,pass,513,229,-5506.25,-4780,,230,106.6282,9008,216.8815,96.7505,2631,8338.1102,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0522,29/08/2008 07:22:00,pass,4341,878,-5622.5,-56.75,,568,371.7441,27277,2471.2597,244.5097,2752.5,8054.11,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0523,29/08/2008 07:24:00,pass,7807,1066,-5046.25,-6605,,215,450.3276,9862,3712.2155,100.1012,2615.75,8421.3802,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0524,29/08/2008 07:33:00,pass,7557,1531,-5530,3890.25,,984,627.7882,2749,3338.6845,454.1263,2754,9253.8801,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0525,29/08/2008 07:33:00,pass,1790,392,-6339,1483.25,,694,187.709,25,755.2487,326.5725,2989.75,8461.7499,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0526,29/08/2008 08:10:00,pass,3195,400,-6626.5,1323.5,,634,166.7503,125,1393.3454,300.3047,2835.25,9069.8799,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0527,29/08/2008 08:20:00,pass,2169,1799,-7148,1231.75,,737,836.4636,294,990.822,314.963,2936.5,8873.9599,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0528,29/08/2008 08:41:00,pass,692,721,-6235.25,1559.5,,793,303.8853,67,317.2364,345.5849,3027.75,9118.49,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0529,29/08/2008 08:45:00,pass,2432,422,-6233.5,1486.75,,467,205.9361,195,1028.8769,206.7146,3136.75,8702.61,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0530,29/08/2008 12:21:00,pass,2822,1019,-5394.75,-312.5,,340,446.2678,1756,1278.5393,154.759,2763.5,8744.62,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0531,29/08/2008 12:22:00,pass,10782,237,-6273.75,1542,,502,107.6394,70,5135.8678,219.7309,3099.5,9319.68,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0532,29/08/2008 12:37:00,pass,1617,469,-6368.5,1526.5,,646,203.0016,183,905.3079,273.4683,3016.25,8542.16,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0533,29/08/2008 13:04:00,pass,2534,1161,-5319.25,-1411.5,,552,520.3943,3828,1135.4161,237.0724,2691,8956.1699,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0534,29/08/2008 13:14:00,pass,5594,356,-6366,1381.25,,495,164.3979,250,2532.069,241.3994,3133.5,8637.8101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0535,29/08/2008 13:27:00,pass,11770,574,-5651.25,-3293.25,,654,250.5319,10009,5828.4759,298.9006,2729.25,9454.83,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0536,29/08/2008 13:49:00,pass,930,328,-5397.5,-316,1362.9004,2446,152.0537,1111,418.4952,1160.4443,3260.25,8626.21,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0537,29/08/2008 14:11:00,pass,8207,610,-5451.25,306.75,,324,284.0849,1138,3820.5036,134.9083,2785.75,8159.48,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0538,29/08/2008 14:18:00,pass,1349,518,-6358.25,1526.75,,650,216.3306,22,572.4517,270.9691,3059.25,8499.47,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0539,29/08/2008 14:30:00,pass,9210,862,-5496.75,9133,,587,403.4,16416,4549.6834,266.3988,2515.5,8251.1898,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0540,29/08/2008 15:01:00,pass,1507,421,-6335.25,1518.5,,504,178.8284,79,666.9708,232.8939,3059.25,8630.2701,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0541,29/08/2008 15:43:00,pass,1726,2403,-6170.75,-506.3333,,819,1075.0356,1649,818.4071,374.4973,2627.25,9395.9002,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0542,29/08/2008 16:26:00,pass,18587,994,-5372.25,-1006.75,,272,463.6639,1894,8423.2431,125.2863,2488,8332.2201,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0543,29/08/2008 20:21:00,pass,3382,1400,-5472.75,6579.5,,454,576.4879,5827,1712.8171,200.3536,2687.75,9037.95,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0544,29/08/2008 20:49:00,pass,12582,390,-5677.75,-6575.5,,570,187.4235,12268,5530.6661,302.9923,2726.5,9794.51,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0545,29/08/2008 21:25:00,pass,19941,759,-6424.75,1417.25,,660,320.2555,176,8500.4822,282.9292,3144.25,9580.61,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0546,29/08/2008 21:46:00,pass,10153,293,-6369.75,1493,,650,122.0393,175,4580.177,295.8947,3045.5,8626.7101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0547,29/08/2008 21:54:00,pass,1816,628,-6328.75,1576,,646,292.8462,56,788.6725,276.6229,3044.75,8720.6101,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
SECOM-0548,29/08/2008 22:11:00,pass,699,360,-6234.5,1503.75,,721,161.5106,178,350.4431,329.2805,2921.5,8496.97,routine-gate,False,False,submit_quality_review,public-derived-fixed-sensor-slice
