session_id,source_file,observation_label,source_batch_index,source_order,operating_mode,source_samples,cutter_torque_mean,cutter_torque_std,cutter_torque_rms,cutter_torque_abs_peak,cutter_follow_error_mean,cutter_follow_error_std,cutter_follow_error_rms,cutter_follow_error_abs_peak,film_follow_error_mean,film_follow_error_std,film_follow_error_rms,film_follow_error_abs_peak,health_deviation_index,rule_threshold,evidence_coverage,dominant_deviation_signal,rule_review_level,causal_root_cause_allowed,automatic_stop_allowed,automatic_replacement_allowed,allowed_action,data_nature
BD-0083,01-26T195345_082_mode3.csv,01-26,082,83,3,2048,-0.15927809,0.74634956,0.76315606,6.00194883,0.00021417,0.16099124,0.16099138,1.58585834,1.00561834,0.41017276,1.08605246,2.04032087,5.09014391,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0084,01-26T195628_083_mode3.csv,01-26,083,84,3,2048,-0.13367744,0.76319963,0.77481826,6.23031473,0.00027375,0.171666,0.17166621,1.56435108,1.01229405,0.40993786,1.09214848,2.01777029,5.42794234,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0085,01-26T195848_084_mode3.csv,01-26,084,85,3,2048,-0.14618531,0.73521546,0.74960784,6.08861875,-0.00080889,0.1610824,0.16108443,1.54116916,1.00015987,0.3896116,1.07336712,2.06416535,4.81393946,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0086,01-26T200123_085_mode3.csv,01-26,085,86,3,2048,-0.16401472,0.77754712,0.79465738,6.24415683,-0.00037227,0.17684878,0.17684917,1.5875945,1.00662277,0.41029976,1.08703049,2.03496289,5.14096924,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0087,01-31T101245_086_mode3.csv,01-31,086,87,3,2048,-0.14992648,0.74443948,0.75938665,5.96192646,0.00013945,0.16477425,0.1647743,1.57775115,0.91211618,0.40546659,0.99817788,1.93752622,1.66075051,3.51416998,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0088,01-31T101438_087_mode3.csv,01-31,087,88,3,2048,-0.1688981,0.76653132,0.78491836,5.68424987,-0.00018594,0.16579582,0.16579592,1.56699371,0.91390604,0.40948218,1.00144891,1.98197841,1.02118047,3.51416998,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0089,01-31T101623_088_mode3.csv,01-31,088,89,3,2048,-0.12819332,0.66933601,0.68150144,5.71862173,-0.00000961,0.14028159,0.14028159,1.652215,0.87485556,0.30984305,0.92810288,1.86514782,2.0295909,3.51416998,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0090,01-31T104257_089_mode3.csv,01-31,089,90,3,2048,-0.15410895,0.73995281,0.75583049,5.76684808,-0.00028992,0.15760329,0.15760356,1.56003999,0.92134824,0.41007389,1.00848558,1.95627319,0.88461314,3.51416998,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0091,01-31T104538_090_mode3.csv,01-31,090,91,3,2048,-0.16572062,0.78129893,0.79868101,6.22989606,-0.00012643,0.17832647,0.17832652,1.57935142,0.92020882,0.40555194,1.00561257,1.9563601,1.30481311,3.51416998,可用,切刀跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0092,01-31T105716_091_mode3.csv,01-31,091,92,3,2048,-0.14620987,0.74494345,0.75915616,5.86037397,-0.00017811,0.16029849,0.16029858,1.57476615,0.91670372,0.40374168,1.00167512,1.90486156,0.68252639,3.51416998,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0093,01-31T105905_092_mode3.csv,01-31,092,93,3,2048,-0.12891843,0.75485374,0.76578335,6.32722282,-0.000013,0.16605138,0.16605138,1.58643054,0.91598827,0.40417659,1.0011959,1.9368329,1.97524438,3.51416998,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0094,01-31T110043_093_mode3.csv,01-31,093,94,3,2048,-0.14802879,0.75250607,0.76692758,6.27879714,0.00027326,0.16916276,0.16916298,1.64382553,0.91735929,0.40576614,1.00309233,1.95470702,2.12439168,3.51416998,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0095,01-31T110301_094_mode3.csv,01-31,094,95,3,2048,-0.16687563,0.77424605,0.79202552,5.84530305,-0.00022273,0.16981198,0.16981213,1.59503698,0.90478356,0.40743478,0.99228846,1.94978463,1.08100757,3.51416998,可用,切刀转矩RMS,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0096,02-02T081158_095_mode2.csv,02-02,095,96,2,2048,-0.15952409,0.48008681,0.50589651,4.75127744,0.00024899,0.09554432,0.09554465,1.49733495,0.72460551,0.22509836,0.75876374,1.28076505,8.89284394,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0097,02-02T081405_096_mode2.csv,02-02,096,97,2,2048,-0.13029846,0.57207162,0.58672278,4.75091838,0.00021087,0.10971247,0.10971268,1.40931081,0.82578126,0.1886437,0.84705439,1.34172916,5.77320373,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0098,02-02T081611_097_mode2.csv,02-02,097,98,2,2048,-0.13096971,0.55653104,0.57173409,4.76791238,0.0000636,0.1051467,0.10514672,1.52061128,0.82467809,0.18847038,0.84594033,1.34040284,5.75837156,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0099,02-02T081806_098_mode2.csv,02-02,098,99,2,2048,-0.13909284,0.55745663,0.5745474,4.78678894,-0.00011687,0.10716496,0.10716502,1.50461244,0.81953342,0.18518929,0.84019646,1.28970527,5.47758924,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0100,02-02T082055_099_mode2.csv,02-02,099,100,2,2048,-0.19214616,0.56436153,0.59617455,4.97397279,0.00012023,0.10759619,0.10759625,1.47198295,0.79530244,0.18674045,0.81693205,1.31014513,5.61033089,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0101,02-02T082249_100_mode2.csv,02-02,100,101,2,2048,-0.15059318,0.55239422,0.57255365,4.62243938,-0.00074715,0.11032851,0.11033104,1.51543903,0.81696344,0.18259244,0.83711962,1.31111943,5.25536161,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0102,02-02T082511_101_mode2.csv,02-02,101,102,2,2048,-0.01145495,0.4445774,0.44472495,4.65549802,-0.00015854,0.0777335,0.07773366,1.40753364,0.75654636,0.1684273,0.77506784,1.29670369,6.05137964,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0103,02-03T112914_102_mode1.csv,02-03,102,103,1,2048,-0.10655831,0.52960788,0.54022141,5.64165496,-0.000436,0.11644831,0.11644913,1.3397684,0.83826663,0.14169579,0.85015801,1.20747804,1.00183505,3.77546317,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0104,02-03T115309_103_mode1.csv,02-03,103,104,1,2048,-0.12091783,0.50344106,0.51775865,5.56643056,-0.00018761,0.11142618,0.11142633,1.33178901,0.79024451,0.11459314,0.79850984,1.18568503,1.08808564,3.77546317,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0105,02-03T122317_104_mode1.csv,02-03,104,105,1,2048,-0.11195246,0.56324395,0.57426223,6.2570672,-0.00145362,0.13458123,0.13458908,1.60209274,0.82284684,0.14603,0.8357043,1.18249452,4.37694252,3.77546317,可用,切刀跟随误差均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0106,02-03T144014_105_mode1.csv,02-03,105,106,1,2048,-0.10134169,0.47185312,0.48261321,4.83304309,0.00002454,0.09799435,0.09799435,1.36286354,0.79097857,0.09902781,0.79715343,1.03730499,1.75375044,3.77546317,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0107,02-03T150853_106_mode1.csv,02-03,106,107,1,2048,-0.0999775,0.47084008,0.4813376,4.85459232,-0.0001988,0.09504032,0.09504053,1.33662414,0.79401948,0.10202273,0.80054704,1.14406681,1.20319264,3.77546317,可用,切刀转矩标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0108,02-08T120915_107_mode2.csv,02-08,107,108,2,2048,-0.16272592,0.56408815,0.58709042,4.60162544,0.00049723,0.11137766,0.11137877,1.43988895,0.86450907,0.18837315,0.88479397,1.37160074,5.75005119,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0109,02-08T123337_108_mode2.csv,02-08,108,109,2,2048,-0.14656132,0.53847682,0.55806586,4.78740644,0.00013866,0.09645396,0.09645406,1.4254198,0.83038561,0.13218066,0.84084005,1.16688787,1.77500827,12,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0110,02-08T133625_109_mode2.csv,02-08,109,110,2,2048,-0.14467526,0.52512649,0.54469144,4.55595016,-0.00027173,0.09556834,0.09556873,1.42307376,0.82945119,0.13420345,0.84023797,1.17774176,1.82520153,12,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0111,02-08T142602_110_mode2.csv,02-08,110,111,2,2048,-0.15887042,0.57416336,0.59573767,4.7150712,-0.00003045,0.11453358,0.11453358,1.49875783,0.86207089,0.18594933,0.8818976,1.34312558,5.54262993,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0112,02-08T152720_111_mode2.csv,02-08,111,112,2,2048,-0.14571641,0.56072508,0.57934954,4.69918107,-0.00045531,0.11202736,0.11202829,1.55197668,0.8598784,0.18808848,0.88020914,1.38798463,5.72568948,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0113,02-08T161146_112_mode2.csv,02-08,112,113,2,2048,-0.14249385,0.56718858,0.58481397,4.71975755,-0.0005355,0.1122323,0.11223357,1.43910264,0.87107302,0.19394091,0.89240197,1.36579608,6.22651652,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0114,02-14T095203_113_mode1.csv,02-14,113,114,1,2048,-0.12110335,0.49337951,0.50802496,5.15858316,-0.00022078,0.10007314,0.10007338,1.32317304,1.10007505,0.11514938,1.10608521,1.37054979,3.14156494,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0115,02-14T101017_114_mode1.csv,02-14,114,115,1,2048,-0.11418601,0.49012233,0.50324779,5.16557216,-0.0003616,0.10171155,0.10171219,1.37272739,1.11833564,0.11401284,1.12413235,1.42347848,3.38175336,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0116,02-14T105748_115_mode1.csv,02-14,115,116,1,2048,-0.12049145,0.55415467,0.5671028,6.28326988,-0.0005525,0.12737772,0.12737892,1.53179788,1.1548991,0.16186879,1.16618757,1.56496632,3.87472897,3.77546317,可用,薄膜跟随误差RMS,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0117,02-14T111533_116_mode1.csv,02-14,116,117,1,2048,-0.10578651,0.49295049,0.50417355,5.12598276,0.0000572,0.10292159,0.10292161,1.41150426,1.09812026,0.11180279,1.10379707,1.37519085,3.11585284,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0118,02-14T113140_117_mode1.csv,02-14,117,118,1,2048,-0.13712683,0.52993296,0.54738717,6.125566,-0.00061169,0.12424054,0.12424205,1.43322229,1.13907866,0.14644134,1.14845342,1.54246485,3.65459408,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0119,02-14T122330_118_mode1.csv,02-14,118,119,1,2048,-0.09236556,0.49215811,0.50075044,5.28133201,-0.00037446,0.1037969,0.10379758,1.41931629,1.12487196,0.11341948,1.13057548,1.42483866,3.46772808,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0120,02-14T132310_119_mode1.csv,02-14,119,120,1,2048,-0.08328462,0.49662099,0.50355609,4.9948492,0.0001675,0.10234457,0.10234471,1.36825942,1.1288739,0.11812734,1.1350376,1.43347275,3.52036707,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0121,02-14T133216_120_mode1.csv,02-14,120,121,1,2048,-0.10253873,0.493716,0.50425161,5.0930829,-0.00035114,0.10340797,0.10340856,1.39690303,1.12326335,0.1148918,1.12912385,1.42025291,3.44656934,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0122,02-15T155234_121_mode2.csv,02-15,121,122,2,2048,-0.15360834,0.53507515,0.55668747,5.05124998,-0.00052301,0.10357461,0.10357593,1.71861982,1.11259087,0.1477319,1.12235608,1.57368063,12,12,可用,薄膜跟随误差均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0123,02-15T160712_122_mode2.csv,02-15,122,123,2,2048,-0.11843589,0.55396482,0.56648396,5.01779985,0.00003952,0.10451551,0.10451552,1.67859077,1.12329425,0.14873355,1.13309825,1.4860779,12,12,可用,薄膜跟随误差均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0124,02-16T085603_123_mode2.csv,02-16,123,124,2,2048,-0.11587021,0.54908251,0.56117511,5.07527637,-0.00002106,0.10177534,0.10177535,1.64144802,1.12585538,0.15042748,1.13586036,1.46993613,12,12,可用,薄膜跟随误差均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0125,02-16T090158_124_mode2.csv,02-16,124,125,2,2048,-0.14958403,0.52898861,0.54973115,5.16781187,-0.00015959,0.09911009,0.09911021,1.68218755,1.10830337,0.15390516,1.11893841,1.48860049,12,12,可用,薄膜跟随误差均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0126,02-16T094253_125_mode2.csv,02-16,125,126,2,2048,-0.11471766,0.54730553,0.55919897,5.12555742,-0.00017481,0.1006813,0.10068146,1.68580579,1.11697447,0.14964453,1.12695406,1.48441958,12,12,可用,薄膜跟随误差均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0127,02-16T095806_126_mode2.csv,02-16,126,127,2,2048,-0.15838951,0.55208511,0.57435634,4.92983865,-0.0004173,0.10070889,0.10070975,1.57482051,1.10542713,0.13337856,1.11344465,1.40989732,12,12,可用,薄膜跟随误差均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0128,02-16T123012_127_mode5.csv,02-16,127,128,5,2048,-0.19369028,0.79442791,0.81769898,6.13491439,-0.00011201,0.16532705,0.16532709,1.45298862,1.18196039,0.72264444,1.38536831,3.41553258,12,12,可用,薄膜跟随误差绝对峰值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0129,02-16T151742_128_mode5.csv,02-16,128,129,5,2048,-0.1754211,0.79615563,0.81525233,6.21603107,-0.00023687,0.17188803,0.1718882,1.55955934,1.25594142,0.78086599,1.47889843,3.56787967,12,12,可用,薄膜跟随误差均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0130,02-17T113254_129_mode5.csv,02-17,129,130,5,2048,-0.14995073,0.7943616,0.80839072,6.22729873,0.00023026,0.17312135,0.17312151,1.54452419,1.07676417,0.70412284,1.28654967,3.27635145,9.9169248,12,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0131,02-17T115848_130_mode5.csv,02-17,130,131,5,2048,-0.14580555,0.79869534,0.811895,6.05978441,0.00056818,0.16680253,0.16680349,1.49295186,1.10105719,0.7304553,1.32132202,3.31529545,11.07348478,12,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0132,02-17T121536_131_mode5.csv,02-17,131,132,5,2048,-0.14329976,0.7997626,0.81249925,6.31597614,0.00100573,0.1685616,0.1685646,1.56503725,1.08485805,0.71624839,1.29997259,3.2910037,10.35206772,12,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0133,02-21T101510_132_mode1.csv,02-21,132,133,1,2048,-0.07949727,0.49190245,0.4982849,5.66855907,0.00034549,0.10210762,0.1021082,1.47557306,1.02448468,0.11653518,1.03109132,1.361786,2.14729638,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0134,02-21T103635_133_mode1.csv,02-21,133,134,1,2048,-0.10419568,0.55211839,0.56186426,5.97695398,-0.00100295,0.12525166,0.12525567,1.39361858,1.02874213,0.15301038,1.04005892,1.39266133,2.80495782,3.77546317,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0135,02-21T104601_134_mode1.csv,02-21,134,135,1,2048,-0.14379191,0.48551634,0.50636175,4.58930683,-0.00019961,0.09865407,0.09865427,1.49037075,0.86714968,0.09980107,0.87287389,1.12794065,1.74119166,3.77546317,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0136,02-21T110627_135_mode1.csv,02-21,135,136,1,2048,-0.07589235,0.50493806,0.51060953,4.8595128,0.00036911,0.10020495,0.10020563,1.49485206,1.02143464,0.11549864,1.0279439,1.31388175,2.10717799,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0137,02-21T111306_136_mode1.csv,02-21,136,137,1,2048,-0.07412136,0.49362434,0.49915826,5.02515506,-0.00051911,0.10060956,0.10061089,1.44782495,1.00968171,0.11180905,1.01585354,1.27482259,1.95258725,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0138,02-23T090103_137_mode3.csv,02-23,137,138,3,2048,-0.14111547,0.77939317,0.7920652,6.33281707,-0.00047455,0.170929,0.17092966,1.68590021,1.11201192,0.44036866,1.19603306,2.29000329,10.47377599,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0139,02-23T090736_138_mode3.csv,02-23,138,139,3,2048,-0.151651,0.74910442,0.76430063,5.95398044,-0.00015084,0.15742602,0.1574261,1.54474687,1.097469,0.44857212,1.18560328,2.22529101,9.73788794,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0140,02-23T091249_139_mode3.csv,02-23,139,140,3,2048,-0.16299001,0.68832511,0.70735932,5.08591985,-0.00060263,0.14248705,0.14248833,1.66725683,1.10865512,0.33325749,1.15766002,1.94245445,10.30391807,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0141,02-23T093026_140_mode3.csv,02-23,140,141,3,2048,-0.17957117,0.81568885,0.83522099,6.28629922,-0.00025481,0.17828253,0.17828271,1.65875959,1.09980213,0.44750835,1.18736197,2.27622008,9.85594698,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0142,02-23T094443_141_mode3.csv,02-23,141,142,3,2048,-0.13795529,0.68699162,0.70070617,5.18368005,-0.00016652,0.14324974,0.14324984,1.77996921,1.11317875,0.28465328,1.14899713,1.82147371,10.53281862,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0143,02-23T095703_142_mode3.csv,02-23,142,143,3,2048,-0.17279781,0.77958691,0.79850788,6.07484579,-0.00071211,0.16557284,0.16557437,1.61290121,1.10356011,0.44712782,1.19070072,2.38175225,10.04610499,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0144,02-23T140700_143_mode3.csv,02-23,143,144,3,2048,-0.18636247,0.68039459,0.70545572,5.37630414,-0.00019593,0.14542077,0.14542091,1.7013936,1.07447617,0.27866632,1.1100243,1.74921965,8.57442556,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0145,02-23T141943_144_mode3.csv,02-23,144,145,3,2048,-0.14740332,0.66137094,0.67759816,5.47508192,-0.00017923,0.11371966,0.1137198,1.75762128,1.00690914,0.18025535,1.02291642,1.40415823,5.15545985,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0146,02-24T171354_145_mode1.csv,02-24,145,146,1,2048,-0.12175324,0.52693862,0.54082175,6.05925035,-0.00089765,0.1160997,0.11610317,1.54340267,1.01084313,0.1357004,1.01991099,1.37700283,2.43765323,3.77546317,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0147,02-24T172637_146_mode1.csv,02-24,146,147,1,2048,-0.14295162,0.5411717,0.55973384,6.12865638,-0.00015861,0.12344212,0.12344222,1.47756958,1.0590613,0.15006616,1.06964045,1.4622364,2.6020956,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0148,02-24T172907_147_mode1.csv,02-24,147,148,1,2048,-0.06267123,0.50624931,0.51011376,6.03784751,-0.00035277,0.10751546,0.10751604,1.38989353,1.07221351,0.14274708,1.08167395,1.45526611,2.77509165,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0149,02-27T172008_148_mode1.csv,02-27,148,149,1,2048,-0.10026412,0.50324743,0.51313825,4.86562061,-0.00035924,0.09860937,0.09861003,1.51007223,1.06110676,0.13170383,1.06924901,1.46295046,2.62900037,3.77546317,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0150,02-27T172546_149_mode1.csv,02-27,149,150,1,2048,-0.10605822,0.57393093,0.58364806,6.1741743,-0.00003371,0.12227293,0.12227294,1.4324522,1.09982631,0.17298795,1.11334754,1.60317635,3.17670227,3.77546317,可用,薄膜跟随误差RMS,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0151,02-27T172732_150_mode1.csv,02-27,150,151,1,2048,-0.11569525,0.56850317,0.58015623,6.19823837,0.00000067,0.12814559,0.12814559,1.46787977,1.08409623,0.15965404,1.09578923,1.48399269,2.94475372,3.77546317,可用,薄膜跟随误差RMS,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0152,02-27T173408_151_mode1.csv,02-27,151,152,1,2048,-0.11728649,0.5683556,0.58033112,6.23553133,0.00005062,0.12730869,0.1273087,1.49000215,1.10291978,0.16332609,1.11494729,1.47786223,3.19783524,3.77546317,可用,薄膜跟随误差RMS,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0153,02-28T141222_152_mode4.csv,02-28,152,153,4,2048,-0.14626933,0.65411351,0.67026801,5.39829874,0.0010424,0.12358689,0.12359129,1.30527782,1.13097204,0.41380222,1.20429648,2.40797019,4.37984617,6.17829115,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0154,02-28T142126_153_mode4.csv,02-28,153,154,4,2048,-0.11581749,0.62001089,0.63073544,5.20766353,-0.00043744,0.11040396,0.11040482,1.08492946,1.18727504,0.38746837,1.24890102,2.22748422,6.62790239,6.17829115,可用,切刀跟随误差绝对峰值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0155,02-28T144056_154_mode4.csv,02-28,154,155,4,2048,-0.12953195,0.7421454,0.75336467,5.50927209,-0.00012008,0.14872676,0.14872681,1.34597682,1.18863048,0.57773842,1.32159907,2.72658371,0.67449076,6.17829115,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0156,02-28T150447_155_mode4.csv,02-28,155,156,4,2048,-0.15412171,0.77076511,0.78602313,5.84994983,-0.00075774,0.14943784,0.14943976,1.33024215,1.18093608,0.61695955,1.33238475,2.85110354,0.76186162,6.17829115,可用,切刀转矩绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0157,02-28T151651_156_mode4.csv,02-28,156,157,4,2048,-0.16579703,0.89060892,0.90590998,6.13733291,-0.00170932,0.16429847,0.16430736,1.3791294,1.16622689,0.78308444,1.40474425,3.2741127,2.67833771,6.17829115,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0158,02-28T160116_157_mode4.csv,02-28,157,158,4,2048,-0.11668826,0.89956399,0.90710061,6.18229007,-0.00062122,0.17244125,0.17244237,1.53992223,1.20611263,0.79392919,1.44396372,3.25924634,5.66517413,6.17829115,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0159,02-28T163129_158_mode4.csv,02-28,158,159,4,2048,-0.14789237,0.90452435,0.91653503,6.32213306,-0.00187694,0.18076682,0.18077656,1.56209945,1.16048519,0.77970029,1.39809099,3.24185943,6.26436225,6.17829115,可用,切刀跟随误差绝对峰值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0160,02-29T111204_159_mode2.csv,02-29,159,160,2,2048,-0.15184676,0.62916083,0.64722545,4.60374069,-0.0007803,0.11528891,0.11529155,1.57038164,0.83738181,0.17862533,0.85622152,1.36840045,5.14933219,12,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0161,02-29T112610_160_mode2.csv,02-29,160,161,2,2048,-0.19345527,0.64097977,0.66953716,4.96038627,-0.00015402,0.11790942,0.11790952,1.70093917,0.82092585,0.17908024,0.84023151,1.4619863,7.65657579,12,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0162,02-29T133056_161_mode2.csv,02-29,161,162,2,2048,-0.19343388,0.61723904,0.646839,4.5738244,-0.00010008,0.11721034,0.11721038,1.64465236,0.80576507,0.17283671,0.82409337,1.35499644,4.7902275,12,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0163,02-29T155924_162_mode2.csv,02-29,162,163,2,2048,-0.10783232,0.50819698,0.51951129,4.28531122,0.00036073,0.07901657,0.07901739,1.5401721,0.79314209,0.11882408,0.80199348,1.22589373,3.77557471,12,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0164,02-29T161047_163_mode2.csv,02-29,163,164,2,2048,-0.16185798,0.62046851,0.64123255,4.50364494,0.00018781,0.11592151,0.11592166,1.56136465,0.82293551,0.17853176,0.84207864,1.38423454,5.57354078,12,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0165,02-30T104928_164_mode1.csv,02-30,164,165,1,2048,-0.1493857,0.56469313,0.58411849,5.71267986,-0.00001638,0.12118708,0.12118709,1.54273748,0.82873532,0.12975454,0.83883161,1.24522542,1.99727705,3.77546317,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
