session_id,sample_index,time_seconds,cutter_motor_torque,cutter_follow_error,film_follow_error,spindle_speed,data_nature
BD-0003,4,0.01999999,-0.22751773,0.01586532,0.81708902,1379.99975585,public-waveform-fixed-slice
BD-0003,5,0.02399999,-0.08655476,-0.01919555,0.84597855,1379.99975585,public-waveform-fixed-slice
BD-0003,6,0.02799999,0.01687135,-0.04487228,0.83661550,1379.99975585,public-waveform-fixed-slice
BD-0003,7,0.03199999,-0.01852137,-0.02338790,0.85100120,1379.99975585,public-waveform-fixed-slice
BD-0003,8,0.03599999,-0.07828825,0.00342941,0.80942207,1379.99975585,public-waveform-fixed-slice
BD-0003,9,0.03999999,-0.03771426,-0.00992965,0.84133356,1379.99975585,public-waveform-fixed-slice
BD-0003,10,0.04399999,-0.11786813,0.01283645,0.80076104,1379.99975585,public-waveform-fixed-slice
BD-0003,11,0.04799999,-0.09516754,0.01473236,0.80851191,1379.99975585,public-waveform-fixed-slice
BD-0003,12,0.05199999,-0.27393171,0.05145454,0.76290780,1379.99975585,public-waveform-fixed-slice
BD-0003,13,0.05599999,-0.12916290,0.01297187,0.76360994,1379.99975585,public-waveform-fixed-slice
BD-0003,14,0.05999999,-0.12308545,-0.00200462,0.78142768,1379.99975585,public-waveform-fixed-slice
BD-0003,15,0.06399999,-0.14232583,0.00361442,0.75595563,1379.99975585,public-waveform-fixed-slice
BD-0003,16,0.06799999,-0.07431874,-0.01976776,0.81102120,1379.99975585,public-waveform-fixed-slice
BD-0003,17,0.07199999,-0.15753389,0.00184631,0.80266481,1379.99975585,public-waveform-fixed-slice
BD-0003,18,0.07599999,-0.13842681,0.01298713,0.82551413,1379.99975585,public-waveform-fixed-slice
BD-0003,19,0.07999999,-0.13339069,0.00467491,0.80768561,1379.99975585,public-waveform-fixed-slice
BD-0003,20,0.08399999,-0.16258153,0.01207542,0.82449465,1379.99975585,public-waveform-fixed-slice
BD-0003,21,0.08799999,-0.21231007,0.02367973,0.85237938,1379.99975585,public-waveform-fixed-slice
BD-0003,22,0.09199999,-0.16166637,0.00577926,0.81281566,1379.99975585,public-waveform-fixed-slice
BD-0003,23,0.09599999,-0.11456383,-0.01330566,0.85076528,1379.99975585,public-waveform-fixed-slice
BD-0003,24,0.09999999,-0.18039914,0.00199699,0.82026165,1379.99975585,public-waveform-fixed-slice
BD-0003,25,0.10399999,-0.04813554,-0.02671813,0.86626499,1379.99975585,public-waveform-fixed-slice
BD-0003,26,0.10799999,0.02711627,-0.04052734,0.82770782,1379.99975585,public-waveform-fixed-slice
BD-0003,27,0.11199999,0.01985195,-0.03131294,0.83344525,1379.99975585,public-waveform-fixed-slice
BD-0003,28,0.11599999,-0.04898826,-0.01017761,0.85529166,1379.99975585,public-waveform-fixed-slice
BD-0003,29,0.11999999,-0.14576044,0.02550888,0.82780438,1379.99975585,public-waveform-fixed-slice
BD-0003,30,0.12399999,-0.13805569,0.02722930,0.80837446,1379.99975585,public-waveform-fixed-slice
BD-0003,31,0.12799999,-0.10537180,0.01994323,0.74522769,1379.99975585,public-waveform-fixed-slice
BD-0003,32,0.13199999,-0.17248146,0.02996444,0.78821283,1379.99975585,public-waveform-fixed-slice
BD-0003,33,0.13599999,-0.19706501,0.03076553,0.79294347,1379.99975585,public-waveform-fixed-slice
BD-0003,34,0.13999999,-0.19019624,0.00988197,0.80069047,1379.99975585,public-waveform-fixed-slice
BD-0003,35,0.14399999,-0.17004762,-0.00531387,0.81448149,1379.99975585,public-waveform-fixed-slice
BD-0003,36,0.14799999,-0.17140273,-0.01628494,0.84035277,1379.99975585,public-waveform-fixed-slice
BD-0003,37,0.15199999,-0.17089635,-0.00526809,0.89239817,1379.99975585,public-waveform-fixed-slice
BD-0003,38,0.15599998,-0.29600498,0.03176879,0.85081714,1379.99975585,public-waveform-fixed-slice
BD-0003,39,0.15999998,-0.19122125,-0.00138473,0.85252779,1379.99975585,public-waveform-fixed-slice
BD-0003,40,0.16399998,-0.11295276,-0.02956771,0.82202416,1379.99975585,public-waveform-fixed-slice
BD-0003,41,0.16799998,-0.12510019,-0.01793479,0.81970804,1379.99975585,public-waveform-fixed-slice
BD-0003,42,0.17199998,-0.16129305,0.00539398,0.79524457,1379.99975585,public-waveform-fixed-slice
BD-0003,43,0.17599998,-0.23693752,0.02994155,0.76533567,1379.99975585,public-waveform-fixed-slice
BD-0003,44,0.17999998,-0.22779811,0.02513504,0.78516304,1379.99975585,public-waveform-fixed-slice
BD-0003,45,0.18399998,-0.20427624,0.01426315,0.80298078,1379.99975585,public-waveform-fixed-slice
BD-0003,46,0.18799998,-0.16190010,-0.00135993,0.81777846,1379.99975585,public-waveform-fixed-slice
BD-0003,47,0.19199998,-0.13928996,-0.01629829,0.79029494,1379.99975585,public-waveform-fixed-slice
BD-0003,48,0.19599998,-0.09588230,-0.01961708,0.79401516,1379.99975585,public-waveform-fixed-slice
BD-0003,49,0.19999998,-0.10398619,-0.02097511,0.83700025,1379.99975585,public-waveform-fixed-slice
BD-0003,50,0.20399998,-0.08694508,-0.01630020,0.86589169,1379.99975585,public-waveform-fixed-slice
BD-0003,51,0.20799998,-0.16072556,0.00098609,0.84545505,1379.99975585,public-waveform-fixed-slice
BD-0003,52,0.21199998,-0.14477390,0.00112915,0.82602500,1379.99975585,public-waveform-fixed-slice
BD-0003,53,0.21599998,-0.11015255,-0.01340866,0.82572233,1379.99975585,public-waveform-fixed-slice
BD-0003,54,0.21999998,-0.05554668,-0.02091979,0.75796717,1379.99975585,public-waveform-fixed-slice
BD-0003,55,0.22399998,-0.08961968,-0.00448226,0.75121223,1379.99975585,public-waveform-fixed-slice
BD-0003,56,0.22799998,-0.11090090,-0.00006866,0.74285596,1379.99975585,public-waveform-fixed-slice
BD-0003,57,0.23199998,-0.12657338,0.00191497,0.81503528,1379.99975585,public-waveform-fixed-slice
BD-0003,58,0.23599998,-0.11987351,0.00144958,0.79962819,1379.99975585,public-waveform-fixed-slice
BD-0003,59,0.23999998,-0.11726509,0.00950622,0.79328531,1379.99975585,public-waveform-fixed-slice
BD-0003,60,0.24399998,-0.32816392,0.06040573,0.80103617,1379.99975585,public-waveform-fixed-slice
BD-0003,61,0.24799998,-0.25974053,0.02347564,0.78563296,1379.99975585,public-waveform-fixed-slice
BD-0003,62,0.25199998,-0.24976685,0.02133941,0.82358461,1379.99975585,public-waveform-fixed-slice
BD-0003,63,0.25599998,-0.31491556,0.03044128,0.79610115,1379.99975585,public-waveform-fixed-slice
BD-0003,64,0.25999998,-0.27759304,0.01233291,0.83706903,1379.99975585,public-waveform-fixed-slice
BD-0003,65,0.26399998,-0.19760362,-0.01650238,0.82065922,1379.99975585,public-waveform-fixed-slice
BD-0003,66,0.26799998,-0.21267576,-0.01366615,0.82639664,1379.99975585,public-waveform-fixed-slice
BD-0003,67,0.27199998,-0.19722580,-0.01998138,0.82668852,1379.99975585,public-waveform-fixed-slice
BD-0003,68,0.27599998,-0.19623544,-0.01089859,0.80121463,1379.99975585,public-waveform-fixed-slice
BD-0003,69,0.27999998,-0.30254897,0.01497268,0.80997210,1379.99975585,public-waveform-fixed-slice
BD-0003,70,0.28399998,-0.30804979,0.02057266,0.77242159,1379.99975585,public-waveform-fixed-slice
BD-0003,71,0.28799998,-0.24618990,-0.00933456,0.80030637,1379.99975585,public-waveform-fixed-slice
BD-0003,72,0.29199998,-0.19359816,-0.02084732,0.79497009,1379.99975585,public-waveform-fixed-slice
BD-0003,73,0.29599998,-0.18974587,-0.02782821,0.82083767,1379.99975585,public-waveform-fixed-slice
BD-0003,74,0.29999997,-0.17794801,-0.01926040,0.79234737,1379.99975585,public-waveform-fixed-slice
BD-0003,75,0.30399997,-0.14261169,-0.02531433,0.78499776,1379.99975585,public-waveform-fixed-slice
BD-0003,76,0.30799997,-0.10770046,-0.02810287,0.80482894,1379.99975585,public-waveform-fixed-slice
BD-0003,77,0.31199997,-0.15047881,-0.01521682,0.81761318,1379.99975585,public-waveform-fixed-slice
BD-0003,78,0.31599997,-0.11874647,-0.01145553,0.85656780,1379.99975585,public-waveform-fixed-slice
BD-0003,79,0.31999997,-0.10399331,-0.01102447,0.84075254,1379.99975585,public-waveform-fixed-slice
BD-0003,80,0.32399997,-0.13270293,0.00385665,0.89078450,1379.99975585,public-waveform-fixed-slice
BD-0003,81,0.32799997,-0.15460218,0.00440216,0.88142162,1379.99975585,public-waveform-fixed-slice
BD-0003,82,0.33199997,-0.18523401,0.01254272,0.84991127,1379.99975585,public-waveform-fixed-slice
BD-0003,83,0.33599997,-0.24176700,0.02992820,0.77611595,1379.99975585,public-waveform-fixed-slice
BD-0003,84,0.33999997,-0.16576208,0.00432968,0.75165253,1379.99975585,public-waveform-fixed-slice
BD-0003,85,0.34399997,-0.12394127,-0.01337432,0.78658407,1379.99975585,public-waveform-fixed-slice
BD-0003,86,0.34799997,-0.16412073,-0.00113296,0.75004029,1379.99975585,public-waveform-fixed-slice
BD-0003,87,0.35199997,-0.20954458,0.01091384,0.77490502,1379.99975585,public-waveform-fixed-slice
BD-0003,88,0.35599997,-0.12776604,-0.01011466,0.76652783,1379.99975585,public-waveform-fixed-slice
BD-0003,89,0.35999997,-0.13960714,-0.00782775,0.82763344,1379.99975585,public-waveform-fixed-slice
BD-0003,90,0.36399997,-0.17606392,0.00680160,0.84243112,1379.99975585,public-waveform-fixed-slice
BD-0003,91,0.36799997,-0.15774534,-0.00444602,0.82762271,1379.99975585,public-waveform-fixed-slice
BD-0003,92,0.37199997,-0.15723066,0.00233078,0.88470149,1379.99975585,public-waveform-fixed-slice
BD-0003,93,0.37599997,-0.14971633,0.00126457,0.87332129,1379.99975585,public-waveform-fixed-slice
BD-0003,94,0.37999997,-0.12152887,-0.00624084,0.85892486,1379.99975585,public-waveform-fixed-slice
BD-0003,95,0.38399997,-0.11076047,-0.01184463,0.75996595,1379.99975585,public-waveform-fixed-slice
BD-0003,96,0.38799997,-0.11397498,-0.00445365,0.75261634,1379.99975585,public-waveform-fixed-slice
BD-0003,97,0.39199997,-0.10230187,-0.00730895,0.76137006,1379.99975585,public-waveform-fixed-slice
BD-0003,98,0.39599997,-0.09767377,-0.00381469,0.71878606,1379.99975585,public-waveform-fixed-slice
BD-0003,99,0.39999997,-0.13115450,0.00339126,0.74969089,1379.99975585,public-waveform-fixed-slice
BD-0003,100,0.40399997,-0.09124924,-0.00342178,0.72220736,1379.99975585,public-waveform-fixed-slice
BD-0003,101,0.40799997,-0.13484919,0.00605392,0.85076165,1379.99975585,public-waveform-fixed-slice
BD-0003,102,0.41199997,-0.10184153,-0.00096511,0.84240525,1379.99975585,public-waveform-fixed-slice
BD-0003,103,0.41599997,-0.09411671,0.00032997,0.87996023,1379.99975585,public-waveform-fixed-slice
BD-0003,104,0.41999997,-0.09224523,0.00459861,0.89974492,1379.99975585,public-waveform-fixed-slice
BD-0003,105,0.42399997,-0.07568033,-0.00177001,0.89437478,1379.99975585,public-waveform-fixed-slice
BD-0003,106,0.42799997,-0.08326438,0.00196075,0.89706408,1379.99975585,public-waveform-fixed-slice
BD-0003,107,0.43199997,0.00199808,-0.02526855,0.80310571,1379.99975585,public-waveform-fixed-slice
BD-0003,108,0.43599997,0.13606813,-0.05721473,0.82692426,1379.99975585,public-waveform-fixed-slice
BD-0003,109,0.43999997,0.16423578,-0.05529212,0.81349825,1379.99975585,public-waveform-fixed-slice
BD-0003,110,0.44399996,0.13561244,-0.03033447,0.82019656,1379.99975585,public-waveform-fixed-slice
BD-0003,111,0.44799996,0.15615125,-0.02201080,0.79469347,1379.99975585,public-waveform-fixed-slice
BD-0003,112,0.45199996,0.34826532,-0.06450271,0.79232501,1379.99975585,public-waveform-fixed-slice
BD-0003,113,0.45599996,0.21840120,-0.00521087,0.84033000,1379.99975585,public-waveform-fixed-slice
BD-0003,114,0.45999996,0.22028383,0.00636863,0.80676686,1379.99975585,public-waveform-fixed-slice
BD-0003,115,0.46399996,0.32161900,-0.02279472,0.84264647,1379.99975585,public-waveform-fixed-slice
BD-0003,116,0.46799996,0.23901759,0.01598739,0.80509531,1379.99975585,public-waveform-fixed-slice
BD-0003,117,0.47199996,0.22514274,0.02400588,0.82487416,1379.99975585,public-waveform-fixed-slice
BD-0003,118,0.47599996,0.36992180,-0.01503753,0.79733830,1379.99975585,public-waveform-fixed-slice
BD-0003,119,0.47999996,0.26480892,0.01993560,0.80205541,1379.99975585,public-waveform-fixed-slice
BD-0003,120,0.48399996,0.27122378,0.02600479,0.82184714,1379.99975585,public-waveform-fixed-slice
BD-0003,121,0.48799996,0.32828348,0.01026916,0.84565281,1379.99975585,public-waveform-fixed-slice
BD-0003,122,0.49199996,0.26384231,0.02098464,0.85742962,1379.99975585,public-waveform-fixed-slice
BD-0003,123,0.49599996,0.27397912,0.02263259,0.82888710,1379.99975585,public-waveform-fixed-slice
BD-0003,124,0.49999996,0.29613360,0.00991439,0.86779326,1379.99975585,public-waveform-fixed-slice
BD-0003,125,0.50399996,0.25360092,0.02156448,0.84029608,1379.99975585,public-waveform-fixed-slice
BD-0003,126,0.50799996,0.25444081,0.01779556,0.83492046,1379.99975585,public-waveform-fixed-slice
BD-0003,127,0.51199996,0.30665680,0.00300598,0.82549220,1379.99975585,public-waveform-fixed-slice
BD-0003,128,0.51599996,0.32598516,-0.00337219,0.81512188,1379.99975585,public-waveform-fixed-slice
BD-0003,129,0.51999996,0.36370065,-0.00662040,0.82584035,1379.99975585,public-waveform-fixed-slice
BD-0003,130,0.52399996,0.33143931,0.00868034,0.76407700,1379.99975585,public-waveform-fixed-slice
BD-0003,131,0.52799996,0.34508299,0.00821495,0.79900789,1379.99975585,public-waveform-fixed-slice
BD-0003,132,0.53199996,0.35113990,0.00191116,0.79663926,1379.99975585,public-waveform-fixed-slice
BD-0003,133,0.53599996,0.34555655,0.00646972,0.85165244,1379.99975585,public-waveform-fixed-slice
BD-0003,134,0.53999996,0.30605816,0.01937103,0.84732234,1379.99975585,public-waveform-fixed-slice
BD-0003,135,0.54399996,0.33650946,0.00775909,0.86513078,1379.99975585,public-waveform-fixed-slice
BD-0003,136,0.54799996,0.33925104,0.00490951,0.88370102,1379.99975585,public-waveform-fixed-slice
BD-0003,137,0.55199996,0.31234243,0.01536750,0.87222981,1379.99975585,public-waveform-fixed-slice
BD-0003,138,0.55599996,0.30432471,0.01608085,0.87840926,1379.99975585,public-waveform-fixed-slice
BD-0003,139,0.55999996,0.29458945,0.01366996,0.82315748,1379.99975585,public-waveform-fixed-slice
BD-0003,140,0.56399996,0.27315908,0.01913070,0.82461869,1379.99975585,public-waveform-fixed-slice
BD-0003,141,0.56799996,0.25361308,0.01724243,0.82754379,1379.99975585,public-waveform-fixed-slice
BD-0003,142,0.57199996,0.35659557,-0.01298332,0.83013403,1379.99975585,public-waveform-fixed-slice
BD-0003,143,0.57599996,0.40723267,-0.04170608,0.84248089,1379.99975585,public-waveform-fixed-slice
BD-0003,144,0.57999996,0.40652045,-0.01037216,0.83732485,1379.99975585,public-waveform-fixed-slice
BD-0003,145,0.58399996,0.23719634,0.03354263,0.88205277,1379.99975585,public-waveform-fixed-slice
BD-0003,146,0.58799996,0.28495854,0.02507591,0.88287025,1379.99975585,public-waveform-fixed-slice
BD-0003,147,0.59199995,0.25361022,0.01555824,0.87964510,1379.99975585,public-waveform-fixed-slice
BD-0003,148,0.59599995,0.28015777,0.00967597,0.90630465,1379.99975585,public-waveform-fixed-slice
BD-0003,149,0.59999995,0.23213613,0.01715087,0.93819504,1379.99975585,public-waveform-fixed-slice
BD-0003,150,0.60399995,0.26615673,0.00297546,0.95161008,1379.99975585,public-waveform-fixed-slice
BD-0003,151,0.60799995,0.34111544,-0.01905822,0.88548225,1379.99975585,public-waveform-fixed-slice
BD-0003,152,0.61199995,0.39876469,-0.02666091,0.90527313,1379.99975585,public-waveform-fixed-slice
BD-0003,153,0.61599995,0.34723576,-0.00998306,0.90234613,1379.99975585,public-waveform-fixed-slice
BD-0003,154,0.61999995,0.42967841,-0.02834701,0.86679852,1379.99975585,public-waveform-fixed-slice
BD-0003,155,0.62399995,0.43587425,-0.02090072,0.88724285,1379.99975585,public-waveform-fixed-slice
BD-0003,156,0.62799995,0.42438802,-0.01008224,0.85293710,1379.99975585,public-waveform-fixed-slice
BD-0003,157,0.63199995,0.42093402,-0.00661849,0.93777722,1379.99975585,public-waveform-fixed-slice
BD-0003,158,0.63599995,0.45983046,-0.00387573,0.90601837,1379.99975585,public-waveform-fixed-slice
BD-0003,159,0.63999995,0.50537347,-0.01613998,0.88927453,1379.99975585,public-waveform-fixed-slice
BD-0003,160,0.64399995,0.53778964,-0.02531051,0.94434553,1379.99975585,public-waveform-fixed-slice
BD-0003,161,0.64799995,0.51672375,0.00246047,0.99244976,1379.99975585,public-waveform-fixed-slice
BD-0003,162,0.65199995,0.44692209,0.01875686,0.97349596,1379.99975585,public-waveform-fixed-slice
BD-0003,163,0.65599995,0.35343900,0.04513168,0.98233443,1379.99975585,public-waveform-fixed-slice
BD-0003,164,0.65999995,0.30660286,0.04587173,0.96610492,1379.99975585,public-waveform-fixed-slice
BD-0003,165,0.66399995,0.38305389,0.02017974,0.96109801,1379.99975585,public-waveform-fixed-slice
BD-0003,166,0.66799995,0.43335670,0.00200653,0.91693800,1379.99975585,public-waveform-fixed-slice
BD-0003,167,0.67199995,0.39687302,0.01589393,0.91339617,1379.99975585,public-waveform-fixed-slice
BD-0003,168,0.67599995,0.39629384,0.01852416,0.92207330,1379.99975585,public-waveform-fixed-slice
BD-0003,169,0.67999995,0.43410769,0.00549697,0.95776623,1379.99975585,public-waveform-fixed-slice
BD-0003,170,0.68399995,0.47085332,-0.00428390,0.97214555,1379.99975585,public-waveform-fixed-slice
BD-0003,171,0.68799995,0.49067708,-0.01419067,0.97077679,1379.99975585,public-waveform-fixed-slice
BD-0003,172,0.69199995,0.42935499,0.00008392,0.99738961,1379.99975585,public-waveform-fixed-slice
BD-0003,173,0.69599995,0.31946560,0.02849769,1.01548302,1379.99975585,public-waveform-fixed-slice
BD-0003,174,0.69999995,0.32586342,0.03212356,0.99210721,1379.99975585,public-waveform-fixed-slice
BD-0003,175,0.70399995,0.38556119,0.02203750,0.98381537,1379.99975585,public-waveform-fixed-slice
BD-0003,176,0.70799995,0.31343844,0.02323532,0.99110442,1379.99975585,public-waveform-fixed-slice
BD-0003,177,0.71199995,0.37392726,0.00310516,0.98176836,1379.99975585,public-waveform-fixed-slice
BD-0003,178,0.71599995,0.45236650,-0.01524353,0.96176356,1379.99975585,public-waveform-fixed-slice
BD-0003,179,0.71999995,0.37142255,-0.00519943,0.98771131,1379.99975585,public-waveform-fixed-slice
BD-0003,180,0.72399995,0.54116952,-0.04056739,1.04727625,1379.99975585,public-waveform-fixed-slice
BD-0003,181,0.72799995,0.49809587,-0.02134132,1.01125669,1379.99975585,public-waveform-fixed-slice
BD-0003,182,0.73199995,0.57900410,-0.03153228,1.01152431,1379.99975585,public-waveform-fixed-slice
BD-0003,183,0.73599994,0.53939962,-0.01992034,0.95897352,1379.99975585,public-waveform-fixed-slice
BD-0003,184,0.73999994,0.59860831,-0.01521301,0.99091374,1379.99975585,public-waveform-fixed-slice
BD-0003,185,0.74399994,0.41546481,0.03596115,1.07688856,1379.99975585,public-waveform-fixed-slice
BD-0003,186,0.74799994,0.39223986,0.03969383,1.05202770,1379.99975585,public-waveform-fixed-slice
BD-0003,187,0.75199994,0.48742237,0.01371765,1.02720379,1379.99975585,public-waveform-fixed-slice
BD-0003,188,0.75599994,0.38645341,0.02454757,1.03915917,1379.99975585,public-waveform-fixed-slice
BD-0003,189,0.75999994,0.40937086,0.00143432,0.97812902,1379.99975585,public-waveform-fixed-slice
BD-0003,190,0.76399994,0.47205814,-0.00238037,1.00403463,1379.99975585,public-waveform-fixed-slice
BD-0003,191,0.76799994,0.47942271,-0.00156402,0.99132424,1379.99975585,public-waveform-fixed-slice
BD-0003,192,0.77199994,0.48296222,0.00819396,0.95478338,1379.99975585,public-waveform-fixed-slice
BD-0003,193,0.77599994,0.49012339,0.00374221,1.04510736,1379.99975585,public-waveform-fixed-slice
BD-0003,194,0.77999994,0.53840172,-0.02105331,1.05165827,1379.99975585,public-waveform-fixed-slice
BD-0003,195,0.78399994,0.68387389,-0.05647850,1.03049099,1379.99975585,public-waveform-fixed-slice
BD-0003,196,0.78799994,0.75726985,-0.07564163,1.06744897,1379.99975585,public-waveform-fixed-slice
BD-0003,197,0.79199994,0.64665704,-0.03041839,0.97906529,1379.99975585,public-waveform-fixed-slice
BD-0003,198,0.79599994,0.49648997,0.02113723,0.97491574,1379.99975585,public-waveform-fixed-slice
BD-0003,199,0.79999994,0.40708228,0.04597091,1.02287971,1379.99975585,public-waveform-fixed-slice
BD-0003,200,0.80399994,0.39833572,0.05609893,0.99964058,1379.99975585,public-waveform-fixed-slice
BD-0003,201,0.80799994,0.51916879,0.01380348,1.05109035,1379.99975585,public-waveform-fixed-slice
BD-0003,202,0.81199994,0.58686053,-0.01428031,1.08544957,1379.99975585,public-waveform-fixed-slice
BD-0003,203,0.81599994,0.59169763,-0.01655960,1.07378149,1379.99975585,public-waveform-fixed-slice
BD-0003,204,0.81999994,0.55210798,0.00658416,1.07312619,1379.99975585,public-waveform-fixed-slice
BD-0003,205,0.82399994,0.45781204,0.01745605,1.03372418,1379.99975585,public-waveform-fixed-slice
BD-0003,206,0.82799994,0.56465011,-0.01367950,1.03511071,1379.99975585,public-waveform-fixed-slice
BD-0003,207,0.83199994,0.68428242,-0.04962539,1.02836036,1379.99975585,public-waveform-fixed-slice
BD-0003,208,0.83599994,0.83050531,-0.06486892,1.03693926,1379.99975585,public-waveform-fixed-slice
BD-0003,209,0.83999994,0.61342310,-0.00902175,1.04147648,1379.99975585,public-waveform-fixed-slice
BD-0003,210,0.84399994,0.61006528,0.02140426,1.02600502,1379.99975585,public-waveform-fixed-slice
BD-0003,211,0.84799994,0.48501875,0.06206512,1.04292392,1379.99975585,public-waveform-fixed-slice
BD-0003,212,0.85199994,0.34629502,0.07185745,1.05247652,1379.99975585,public-waveform-fixed-slice
BD-0003,213,0.85599994,0.48628598,0.03820800,1.06058132,1379.99975585,public-waveform-fixed-slice
BD-0003,214,0.85999994,0.72704875,-0.05082702,1.03481245,1379.99975585,public-waveform-fixed-slice
BD-0003,215,0.86399994,0.68697482,-0.04352951,1.00865006,1379.99975585,public-waveform-fixed-slice
BD-0003,216,0.86799994,0.77225339,-0.03977966,0.98674607,1379.99975585,public-waveform-fixed-slice
BD-0003,217,0.87199994,0.61765640,0.00309753,1.01493358,1379.99975585,public-waveform-fixed-slice
BD-0003,218,0.87599994,0.49920663,0.04697608,1.07208025,1379.99975585,public-waveform-fixed-slice
BD-0003,219,0.87999993,0.48117515,0.03831291,1.10821366,1379.99975585,public-waveform-fixed-slice
BD-0003,220,0.88399993,0.60527926,0.00623321,1.11555159,1379.99975585,public-waveform-fixed-slice
BD-0003,221,0.88799993,0.50390440,0.02581787,1.03445410,1379.99975585,public-waveform-fixed-slice
BD-0003,222,0.89199993,0.61463183,-0.00533866,1.04018640,1379.99975585,public-waveform-fixed-slice
BD-0003,223,0.89599993,0.52715641,0.02174282,0.99583274,1379.99975585,public-waveform-fixed-slice
BD-0003,224,0.89999993,0.63194954,-0.00635719,1.05394685,1379.99975585,public-waveform-fixed-slice
BD-0003,225,0.90399993,0.58817940,-0.00592041,1.03113102,1379.99975585,public-waveform-fixed-slice
BD-0003,226,0.90799993,0.65600693,-0.01033496,1.08317470,1379.99975585,public-waveform-fixed-slice
BD-0003,227,0.91199993,0.61362850,-0.00102901,0.98886013,1379.99975585,public-waveform-fixed-slice
BD-0003,228,0.91599993,0.55546009,0.00841331,0.97125118,1379.99975585,public-waveform-fixed-slice
BD-0003,229,0.91999993,0.51512968,0.02459430,0.91205418,1379.99975585,public-waveform-fixed-slice
BD-0003,230,0.92399993,0.40708681,0.05154800,0.98442190,1379.99975585,public-waveform-fixed-slice
BD-0003,231,0.92799993,0.42728561,0.02443695,1.03264081,1379.99975585,public-waveform-fixed-slice
BD-0003,232,0.93199993,0.63220638,-0.03762817,1.07003426,1379.99975585,public-waveform-fixed-slice
BD-0003,233,0.93599993,0.64970499,-0.05045890,1.03695380,1379.99975585,public-waveform-fixed-slice
BD-0003,234,0.93999993,0.59888136,-0.02245903,0.98480492,1379.99975585,public-waveform-fixed-slice
BD-0003,235,0.94399993,0.56775116,0.00588893,0.95181727,1379.99975585,public-waveform-fixed-slice
BD-0003,236,0.94799993,0.49243128,0.02135658,0.91936254,1379.99975585,public-waveform-fixed-slice
BD-0003,237,0.95199993,0.48076403,0.01596260,0.92247843,1379.99975585,public-waveform-fixed-slice
BD-0003,238,0.95599993,0.44038295,0.03716659,0.92967391,1379.99975585,public-waveform-fixed-slice
BD-0003,239,0.95999993,0.41266900,0.03913497,0.93112337,1379.99975585,public-waveform-fixed-slice
BD-0003,240,0.96399993,0.42768388,-0.01184463,0.95355212,1379.99975585,public-waveform-fixed-slice
BD-0003,241,0.96799993,0.74128943,-0.08485126,0.98131918,1379.99975585,public-waveform-fixed-slice
BD-0003,242,0.97199993,0.59945899,-0.03007507,0.99930471,1379.99975585,public-waveform-fixed-slice
BD-0003,243,0.97599993,0.49163234,0.01738071,0.91418135,1379.99975585,public-waveform-fixed-slice
BD-0003,244,0.97999993,0.38006034,0.04272308,0.88720792,1379.99975585,public-waveform-fixed-slice
BD-0003,245,0.98399993,0.32378679,0.05637073,0.84895670,1379.99975585,public-waveform-fixed-slice
BD-0003,246,0.98799993,0.25523394,0.06594371,0.89043897,1379.99975585,public-waveform-fixed-slice
BD-0003,247,0.99199993,0.34355920,0.00701782,0.90453588,1379.99975585,public-waveform-fixed-slice
BD-0003,248,0.99599993,0.58394938,-0.06601703,0.92991054,1379.99975585,public-waveform-fixed-slice
BD-0003,249,0.99999993,0.75518167,-0.11878836,0.89689731,1379.99975585,public-waveform-fixed-slice
BD-0003,250,1.00399993,0.66405928,-0.06340795,0.88200426,1379.99975585,public-waveform-fixed-slice
BD-0003,251,1.00799993,0.40273088,0.02941375,0.90516138,1379.99975585,public-waveform-fixed-slice
BD-0003,252,1.01199993,0.38552042,0.05111765,0.92951291,1379.99975585,public-waveform-fixed-slice
BD-0003,253,1.01599993,0.24112562,0.07731962,0.92246931,1379.99975585,public-waveform-fixed-slice
BD-0003,254,1.01999993,0.32155194,0.02301818,0.86408466,1379.99975585,public-waveform-fixed-slice
BD-0003,255,1.02399992,0.53617763,-0.03214114,0.89147275,1379.99975585,public-waveform-fixed-slice
BD-0003,256,1.02799992,0.59369462,-0.05974733,0.89973354,1379.99975585,public-waveform-fixed-slice
BD-0004,1,0.00800000,-0.41118398,0.01637172,0.86936473,1379.99975585,public-waveform-fixed-slice
BD-0004,2,0.01199999,-0.43788358,0.02466607,0.85337191,1379.99975585,public-waveform-fixed-slice
BD-0004,3,0.01599999,-0.45300728,0.02038025,0.89253550,1379.99975585,public-waveform-fixed-slice
BD-0004,4,0.01999999,-0.49417084,0.01932168,0.85741549,1379.99975585,public-waveform-fixed-slice
BD-0004,5,0.02399999,-0.34934553,-0.01809287,0.87061673,1379.99975585,public-waveform-fixed-slice
BD-0004,6,0.02799999,-0.39154383,-0.00465798,0.82542932,1379.99975585,public-waveform-fixed-slice
BD-0004,7,0.03199999,-0.40338557,-0.00467753,0.79936945,1379.99975585,public-waveform-fixed-slice
BD-0004,8,0.03599999,-0.36436453,-0.01061248,0.79847699,1379.99975585,public-waveform-fixed-slice
BD-0004,9,0.03999999,-0.44841438,0.01049685,0.75207209,1379.99975585,public-waveform-fixed-slice
BD-0004,10,0.04399999,-0.39917820,-0.00588536,0.79446703,1379.99975585,public-waveform-fixed-slice
