cycle_id,main_pressure_mean,return_pressure_mean,system_pressure_mean,motor_power_mean,main_flow_mean,tank_temperature_mean,system_vibration_mean,cooler_condition,cooler_state,cooler_severity,valve_condition,valve_state,valve_severity,pump_condition,pump_state,pump_severity,accumulator_condition,accumulator_state,accumulator_severity,stability_flag,stability_label,overall_severity,overall_severity_label,affected_component_count,automatic_maintenance_allowed,allowed_action,data_nature
227,156.20159833333332,105.25289266666665,1.6507561666666668,2417.2251333333334,6.260961666666667,54.19619999999999,0.6633666666666668,3.0,接近故障,critical,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
228,156.24249833333334,105.30244816666666,1.6434956666666667,2418.2950333333333,6.2635950000000005,54.208066666666674,0.6673333333333333,3.0,接近故障,critical,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
229,156.23889333333332,105.27935433333334,1.640582,2419.1021333333333,6.2693416666666675,54.21285000000001,0.6635833333333333,3.0,接近故障,critical,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
230,156.22337,105.28750183333332,1.6447155000000002,2420.479766666667,6.266363333333333,54.1926,0.6621333333333332,3.0,接近故障,critical,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
231,156.22022833333332,105.25899233333334,1.6430069999999999,2418.632433333333,6.266016666666667,54.196466666666666,0.6585833333333333,3.0,接近故障,critical,80.0,严重滞后,critical,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
232,156.14344333333332,105.46359683333334,1.6454966666666666,2417.6527666666666,6.280448333333334,54.18405,0.6602333333333334,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
233,156.13867166666668,105.46165099999999,1.652232,2416.3705,6.275235000000001,54.181599999999996,0.6585166666666668,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
234,156.123455,105.46036716666666,1.6512038333333334,2414.8833999999997,6.276576666666666,54.215716666666665,0.6581166666666666,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
235,156.13814666666667,105.45413249999999,1.6467633333333334,2416.7225666666664,6.278344999999999,54.21658333333334,0.6549333333333335,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
236,156.16325166666667,105.46844666666665,1.6445130000000001,2417.1306999999997,6.274595,54.20526666666667,0.6561166666666666,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
237,156.14724666666666,105.45715816666667,1.6413925,2415.724066666666,6.276126666666666,54.19726666666668,0.6526666666666667,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
238,156.15361166666665,105.47272933333332,1.6358783333333333,2416.3203,6.273711666666665,54.23061666666667,0.6607833333333334,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
239,156.189335,105.53907300000002,1.6368433333333336,2415.542233333333,6.27823,54.26781666666666,0.65965,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
240,156.14319333333333,105.47531,1.6344985,2414.678933333333,6.278116666666667,54.24221666666667,0.6581333333333332,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
241,156.14053833333332,105.48286433333332,1.6302041666666667,2415.572766666666,6.2763366666666665,54.24479999999999,0.6481999999999999,3.0,接近故障,critical,90.0,轻微滞后,degraded,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
242,156.10530500000002,105.61386616666665,1.648140666666667,2414.579233333333,6.263731666666668,54.25619999999999,0.6577833333333334,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
243,156.08013833333334,105.60504516666666,1.6437976666666667,2415.2610666666665,6.2776000000000005,54.276849999999996,0.6589499999999998,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
244,156.1027466666667,105.60808416666667,1.6462598333333336,2415.504433333333,6.279355000000001,54.29854999999999,0.6599499999999999,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
245,156.14315166666665,105.66754483333335,1.643521,2416.6119,6.272703333333334,54.30125,0.6632999999999999,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
246,156.17788833333336,105.68199333333332,1.643290166666667,2414.0411999999997,6.262866666666667,54.30936666666666,0.6626666666666667,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
247,156.15177,105.64506583333333,1.6427018333333332,2413.8982666666666,6.277473333333334,54.30425000000001,0.6582666666666667,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
248,174.524675,124.96502850000002,1.0609768333333334,2657.6448,3.0416666666666665,54.26783333333333,0.7355999999999999,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
249,156.69969666666665,105.79618866666667,1.6729408333333333,2419.9977,6.322315000000001,54.379316666666675,0.7487333333333335,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
250,156.35141666666667,105.88611583333335,1.6746866666666664,2415.9507,6.261666666666667,54.39256666666667,0.6626833333333332,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
251,156.3312,105.82909616666667,1.6716510000000002,2416.5706999999998,6.252948333333333,54.41535,0.6575,3.0,接近故障,critical,100.0,最佳状态,normal,2.0,严重泄漏,critical,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
252,156.44581333333335,105.88788016666666,1.6941101666666667,2403.7806,6.348326666666667,54.40338333333332,0.6617166666666666,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,1,未稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
253,156.53164666666666,105.14576749999999,1.685684,2403.5907666666662,6.30914,54.399250000000016,0.6581499999999998,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
254,156.77873666666667,105.41461916666667,1.6816738333333336,2407.0780666666665,6.323076666666666,54.42541666666666,0.6618833333333335,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
255,156.62522333333334,105.24694266666665,1.6743695,2404.9846666666667,6.32191,54.43626666666667,0.6637666666666665,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
256,156.60881,105.25344700000001,1.6839119999999999,2405.3040666666666,6.323081666666667,54.42731666666666,0.6574500000000001,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
257,156.61773499999998,105.23343033333335,1.6891908333333334,2405.6614999999997,6.324059999999999,54.436749999999996,0.6561666666666668,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
258,156.54106166666668,105.17587449999999,1.6776133333333334,2406.070933333333,6.317818333333333,54.429199999999994,0.6615333333333332,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
259,156.53759,105.166708,1.6863371666666664,2407.6992666666665,6.323316666666667,54.430249999999994,0.6579666666666666,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
260,156.53609333333335,105.19984083333333,1.681311,2407.379433333333,6.324766666666667,54.45076666666667,0.6573333333333334,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
261,156.55033666666668,105.17870783333333,1.6822343333333332,2407.595933333333,6.3176283333333325,54.42568333333333,0.6504666666666667,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
262,156.53497166666665,105.208679,1.6818460000000002,2407.4352666666664,6.34694,54.418800000000005,0.6539499999999999,3.0,接近故障,critical,73.0,接近故障,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
263,156.43022833333333,105.40688566666667,1.6864263333333336,2403.9932666666664,6.361,54.42963333333333,0.6592,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
264,156.41084166666667,105.417275,1.6854078333333333,2402.7763999999997,6.359023333333333,54.43506666666667,0.6637500000000001,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
265,156.43133666666668,105.4234745,1.6943973333333333,2403.2806333333333,6.35317,54.41603333333333,0.6520666666666666,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
266,156.44602333333333,105.40592150000002,1.6873778333333334,2403.8641,6.35404,54.42444999999999,0.6595000000000001,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
267,156.47348833333334,105.44291583333333,1.6886795,2404.4701666666665,6.361383333333333,54.41753333333334,0.6620500000000001,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
268,156.4745333333333,105.43527516666666,1.6827775,2405.0216666666665,6.3619650000000005,54.401300000000006,0.6614166666666665,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
269,156.42911999999998,105.37930266666666,1.6914596666666666,2405.2853333333333,6.359045000000001,54.420249999999996,0.6638333333333332,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
270,156.47316333333333,105.44792433333333,1.685635166666667,2407.5036999999998,6.35994,54.42564999999999,0.6564333333333334,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
271,156.45428166666665,105.42991116666666,1.686581,2403.6126000000004,6.3613100000000005,54.42393333333333,0.6546833333333332,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
272,156.52117666666666,105.50351383333333,1.6840186666666668,2403.9159,6.360868333333334,54.39718333333334,0.6625833333333332,3.0,接近故障,critical,80.0,严重滞后,critical,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
273,156.43206999999998,105.67923899999998,1.6924598333333334,2403.358566666667,6.373828333333333,54.38178333333333,0.6592499999999999,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
274,156.47305833333334,105.72723233333335,1.6853828333333334,2404.433966666667,6.372716666666666,54.41795,0.6560166666666667,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
275,156.475085,105.72549766666667,1.6937363333333333,2404.1918333333333,6.373050000000001,54.42836666666667,0.6533,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
276,156.47464666666667,105.712538,1.6910926666666668,2405.4775,6.370925000000001,54.37680000000001,0.6561833333333331,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
277,156.47439333333332,105.73309783333335,1.6871535,2405.9962333333333,6.369038333333333,54.373983333333335,0.6546500000000001,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
278,156.48911833333332,105.71409433333334,1.6987278333333333,2405.7734666666665,6.37006,54.40425,0.6592833333333332,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
279,156.44609833333334,105.71729600000002,1.6931363333333336,2405.6343333333334,6.368031666666667,54.42998333333334,0.6558333333333334,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
280,156.44836,105.69176183333333,1.7003471666666667,2405.483133333333,6.365773333333333,54.422050000000006,0.6556166666666667,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
281,156.46658833333333,105.73657533333333,1.6947776666666665,2406.1569666666664,6.366529999999999,54.40820000000001,0.6571833333333335,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
282,156.46007666666665,105.73413933333332,1.6831366666666667,2405.421333333333,6.365631666666667,54.416799999999995,0.6589000000000002,3.0,接近故障,critical,90.0,轻微滞后,degraded,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,3,False,route_maintenance_review,public-derived-cycle-feature-table
283,156.37770833333335,105.813342,1.6852698333333334,2405.759833333333,6.37667,54.40458333333333,0.6554,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
284,156.38836333333333,105.86240949999998,1.6870121666666666,2407.409133333333,6.349235,54.4189,0.6511833333333333,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
285,156.37713,105.83244416666668,1.6865465000000002,2405.5084333333334,6.365216666666667,54.40745,0.6537333333333333,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
286,156.40939666666668,105.8516535,1.6848174999999999,2406.052433333333,6.365883333333334,54.4089,0.6548833333333334,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
287,156.40490499999999,105.8531685,1.6900298333333335,2404.3622666666665,6.35028,54.44191666666667,0.6551833333333332,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
288,156.39972999999998,105.84742933333334,1.6914456666666664,2404.6412,6.3575,54.414683333333336,0.6418666666666667,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
289,156.412795,105.86101283333335,1.6916125000000002,2404.8954,6.378564999999999,54.41944999999999,0.6546333333333334,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
290,156.41502333333332,105.86851083333332,1.6882154999999999,2405.533266666667,6.358773333333332,54.42364999999999,0.6541666666666667,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
291,156.42589833333332,105.84317883333333,1.6880811666666669,2402.880933333333,6.369726666666666,54.401599999999995,0.7253,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
292,156.39994833333333,105.83701216666667,1.6968753333333333,2402.668733333333,6.382065000000001,54.37683333333333,0.6572333333333333,3.0,接近故障,critical,100.0,最佳状态,normal,1.0,弱泄漏,degraded,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
293,156.82731333333334,106.12449250000002,1.7540235,2395.1667666666663,6.606709999999999,54.41418333333333,0.6790666666666667,3.0,接近故障,critical,100.0,最佳状态,normal,0.0,无泄漏,normal,130.0,最佳压力,normal,1,未稳定,2,临界,1,False,route_maintenance_review,public-derived-cycle-feature-table
294,157.10271500000002,105.54712183333334,1.7451359999999998,2397.7553666666668,6.54726,54.44368333333334,0.6670666666666668,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
295,157.09420166666666,105.55890416666668,1.748415,2397.083666666667,6.554498333333333,54.52635,0.6734999999999999,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
296,157.07723000000001,105.53595166666668,1.7435706666666668,2395.544433333333,6.543608333333333,54.53241666666667,0.6697333333333333,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
297,157.0654383333333,105.50968733333335,1.7518206666666665,2394.9723,6.541911666666667,54.62261666666667,0.6661833333333333,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
298,157.07833166666666,105.520029,1.751415,2394.774033333333,6.549791666666667,54.65534999999999,0.6848833333333334,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
299,157.07150333333334,105.522928,1.7392553333333336,2394.215433333333,6.542986666666668,54.66666666666665,0.6790499999999998,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
300,157.06632666666667,105.531762,1.7493885,2394.1983333333333,6.541463333333333,54.71575,0.6694166666666667,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
301,157.04036499999998,105.50605133333335,1.7454925,2393.303066666667,6.541745,54.75634999999999,0.6811166666666667,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
302,157.03130166666668,105.51101183333333,1.7420418333333334,2396.069033333333,6.557205000000001,54.75136666666666,0.6796833333333334,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
303,157.0411533333333,105.53809116666667,1.748013833333333,2398.8836333333334,6.561648333333332,54.8139,0.6592166666666667,3.0,接近故障,critical,73.0,接近故障,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
304,156.93399,105.73412349999998,1.7482521666666668,2397.9287666666664,6.5755550000000005,54.80128333333334,0.6578666666666665,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
305,156.95444833333332,105.75849683333334,1.7444518333333332,2395.3455,6.573278333333333,54.8431,0.6549,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
306,156.94775333333334,105.76467749999999,1.7490606666666666,2393.4220333333333,6.5755550000000005,54.851866666666666,0.6838500000000001,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
307,156.95814833333333,105.77589783333333,1.7496096666666665,2394.7922,6.576196666666666,54.86101666666665,0.6651166666666667,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
308,156.905495,105.75035766666667,1.7451601666666665,2394.8471,6.572421666666667,54.86685,0.6590833333333331,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
309,156.927785,105.77900100000001,1.746848,2392.7280666666666,6.573930000000001,54.8934,0.6618833333333334,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
310,156.91999666666666,105.74295700000002,1.7463549999999999,2390.4264,6.57495,54.922716666666666,0.6647166666666666,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
311,156.93346,105.73127616666667,1.7488621666666664,2389.7893666666664,6.561181666666667,54.949416666666664,0.6648666666666665,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
312,156.90141666666668,105.72396133333334,1.7478413333333331,2391.7572666666665,6.572251666666666,54.94513333333334,0.6539333333333334,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
313,156.88801333333333,105.71566983333332,1.7486151666666665,2390.8431666666665,6.568293333333333,55.01803333333333,0.6664333333333333,3.0,接近故障,critical,80.0,严重滞后,critical,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
314,156.78875,105.90318233333333,1.7571733333333335,2390.014433333333,6.587168333333333,55.018283333333336,0.6679666666666668,3.0,接近故障,critical,90.0,轻微滞后,degraded,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
315,156.792545,105.90658283333333,1.7660233333333333,2389.8136999999997,6.589353333333333,55.04021666666667,0.65645,3.0,接近故障,critical,90.0,轻微滞后,degraded,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
316,156.80344,105.9134835,1.7523555,2390.303166666666,6.58706,55.05335000000001,0.6567166666666667,3.0,接近故障,critical,90.0,轻微滞后,degraded,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
317,156.81755833333332,105.92190783333334,1.759193,2390.5540333333333,6.590318333333334,55.03940000000001,0.6558333333333333,3.0,接近故障,critical,90.0,轻微滞后,degraded,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
318,156.83772333333332,105.93565399999999,1.751158,2392.3438,6.5914166666666665,55.061083333333336,0.6497333333333334,3.0,接近故障,critical,90.0,轻微滞后,degraded,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
319,156.80032,105.91707916666667,1.7520118333333332,2392.2225,6.590536666666668,55.05295000000002,0.6519333333333333,3.0,接近故障,critical,90.0,轻微滞后,degraded,0.0,无泄漏,normal,130.0,最佳压力,normal,0,稳定,2,临界,2,False,route_maintenance_review,public-derived-cycle-feature-table
