source_row_index,timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses,known_failure_window,source_id,maintenance_action_allowed,data_nature
5613090,2020-04-17 19:47:43,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613100,2020-04-17 19:47:55,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613110,2020-04-17 19:48:06,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613120,2020-04-17 19:48:18,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613130,2020-04-17 19:48:30,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613140,2020-04-17 19:48:43,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613150,2020-04-17 19:48:55,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613160,2020-04-17 19:49:07,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613170,2020-04-17 19:49:19,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613180,2020-04-17 19:49:31,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613190,2020-04-17 19:49:44,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613200,2020-04-17 19:49:56,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613210,2020-04-17 19:50:07,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613220,2020-04-17 19:50:19,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613230,2020-04-17 19:50:31,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613240,2020-04-17 19:50:43,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613250,2020-04-17 19:50:55,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613260,2020-04-17 19:51:07,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613270,2020-04-17 19:51:19,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613280,2020-04-17 19:51:32,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613290,2020-04-17 19:51:44,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613300,2020-04-17 19:51:56,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613310,2020-04-17 19:52:07,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613320,2020-04-17 19:52:19,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613330,2020-04-17 19:52:31,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613340,2020-04-17 19:52:44,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613350,2020-04-17 19:52:56,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613360,2020-04-17 19:53:08,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613370,2020-04-17 19:53:20,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613380,2020-04-17 19:53:32,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613390,2020-04-17 19:53:45,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613400,2020-04-17 19:53:56,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613410,2020-04-17 19:54:08,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613420,2020-04-17 19:54:20,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613430,2020-04-17 19:54:32,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613440,2020-04-17 19:54:44,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613450,2020-04-17 19:54:56,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613460,2020-04-17 19:55:09,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613470,2020-04-17 19:55:20,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613480,2020-04-17 19:55:33,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613490,2020-04-17 19:55:45,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613500,2020-04-17 19:55:56,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613510,2020-04-17 19:56:08,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613520,2020-04-17 19:56:20,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613530,2020-04-17 19:56:32,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613540,2020-04-17 19:56:45,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613550,2020-04-17 19:56:57,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613560,2020-04-17 19:57:09,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613570,2020-04-17 19:57:21,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613580,2020-04-17 19:57:33,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613590,2020-04-17 19:57:45,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613600,2020-04-17 19:57:57,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613610,2020-04-17 19:58:09,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613620,2020-04-17 19:58:21,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613630,2020-04-17 19:58:33,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613640,2020-04-17 19:58:46,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613650,2020-04-17 19:58:58,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613660,2020-04-17 19:59:10,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613670,2020-04-17 19:59:22,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613680,2020-04-17 19:59:33,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613690,2020-04-17 19:59:45,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613700,2020-04-17 19:59:58,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613710,2020-04-17 20:00:10,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613720,2020-04-17 20:00:22,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613730,2020-04-17 20:00:34,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613740,2020-04-17 20:00:46,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613750,2020-04-17 20:00:59,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613760,2020-04-17 20:01:11,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613770,2020-04-17 20:01:22,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613780,2020-04-17 20:01:34,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613790,2020-04-17 20:01:46,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613800,2020-04-17 20:01:58,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613810,2020-04-17 20:02:10,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613820,2020-04-17 20:02:23,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613830,2020-04-17 20:02:35,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613840,2020-04-17 20:02:47,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613850,2020-04-17 20:02:59,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613860,2020-04-17 20:03:10,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613870,2020-04-17 20:03:23,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613880,2020-04-17 20:03:35,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613890,2020-04-17 20:03:47,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613900,2020-04-17 20:03:59,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613910,2020-04-17 20:04:11,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613920,2020-04-17 20:04:23,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613930,2020-04-17 20:04:36,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613940,2020-04-17 20:04:48,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613950,2020-04-17 20:05:00,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613960,2020-04-17 20:05:11,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613970,2020-04-17 20:05:23,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5613980,2020-04-17 20:05:35,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5613990,2020-04-17 20:05:48,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614000,2020-04-17 20:06:00,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614010,2020-04-17 20:06:12,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614020,2020-04-17 20:06:24,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614030,2020-04-17 20:06:36,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5614040,2020-04-17 20:06:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614050,2020-04-17 20:07:01,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614060,2020-04-17 20:07:12,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614070,2020-04-17 20:07:24,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614080,2020-04-17 20:07:36,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5614090,2020-04-17 20:07:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614100,2020-04-17 20:08:01,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614110,2020-04-17 20:08:13,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614120,2020-04-17 20:08:25,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614130,2020-04-17 20:08:37,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614140,2020-04-17 20:08:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5614150,2020-04-17 20:09:01,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614160,2020-04-17 20:09:13,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614170,2020-04-17 20:09:25,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614180,2020-04-17 20:09:37,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614190,2020-04-17 20:09:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5614200,2020-04-17 20:10:02,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614210,2020-04-17 20:10:14,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614220,2020-04-17 20:10:26,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614230,2020-04-17 20:10:38,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614240,2020-04-17 20:10:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5614250,2020-04-17 20:11:01,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614260,2020-04-17 20:11:13,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5614270,2020-04-17 20:11:26,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614280,2020-04-17 20:11:38,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614290,2020-04-17 20:11:50,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614300,2020-04-17 20:12:02,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5614310,2020-04-17 20:12:14,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
