借款号,放款成功,借款金额,学历等级,历史成功次数,授信额度,有征信报告,描述字数,有效字符率,复杂词比例,主题1,主题2,主题3,主题4,信用画像,风险信号
440329,0,62800,1,1,62800,无,96,0.729,0,0.002,0.048,0.56,0.002,待观察,需人工复核
440331,0,136000,3,1,136000,无,103,0.767,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440332,0,47100,1,1,47100,无,92,0.761,0,0.003,0.003,0.733,0.035,薄档,高风险薄档
440333,0,160500,3,1,160500,无,145,0.745,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440336,0,47100,3,1,47100,无,93,0.753,0,0.003,0.003,0.003,0.003,薄档,高风险薄档
440337,0,38900,1,1,38900,无,95,0.737,0,0.003,0.003,0.797,0.003,薄档,高风险薄档
440338,0,47100,1,1,47100,无,95,0.726,0,0.003,0.003,0.242,0.301,薄档,高风险薄档
440340,0,46200,2,1,46200,无,95,0.737,0,0.003,0.003,0.003,0.003,薄档,高风险薄档
440343,0,94200,2,1,94200,无,93,0.763,0.02,0.003,0.003,0.003,0.034,待观察,需人工复核
440346,0,46700,3,1,46700,无,93,0.731,0,0.003,0.003,0.957,0.034,薄档,高风险薄档
440347,0,94200,2,1,94200,无,89,0.753,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440350,0,80400,2,1,80400,无,98,0.724,0,0.003,0.003,0.988,0.003,待观察,需人工复核
440352,0,107200,2,1,107200,无,101,0.713,0,0.993,0.002,0.002,0.002,待观察,需人工复核
440355,0,93400,2,1,93400,无,101,0.762,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440393,0,93400,2,1,93400,无,103,0.699,0,0.003,0.003,0.003,0.036,待观察,需人工复核
440394,0,67000,1,1,67000,无,98,0.735,0,0.003,0.003,0.957,0.034,待观察,需人工复核
440396,0,78500,2,1,78500,无,103,0.718,0.018,0.003,0.003,0.987,0.003,待观察,需人工复核
440398,0,81600,2,1,81600,无,92,0.75,0,0.003,0.003,0.988,0.003,待观察,需人工复核
440399,0,50300,1,1,50300,无,90,0.756,0,0.003,0.003,0.087,0.904,待观察,需人工复核
440400,0,40200,2,1,40200,无,98,0.714,0,0.034,0.003,0.28,0.003,薄档,高风险薄档
440402,0,47100,2,1,47100,无,101,0.762,0,0.003,0.003,0.134,0.003,薄档,高风险薄档
440403,0,94200,1,1,94200,无,90,0.756,0,0.003,0.003,0.69,0.003,待观察,需人工复核
440404,0,67000,2,1,67000,无,115,0.748,0,0.003,0.003,0.003,0.692,待观察,需人工复核
440405,0,92500,2,1,92500,无,93,0.763,0.039,0.003,0.003,0.987,0.003,待观察,需人工复核
440449,0,53600,2,1,53600,无,95,0.737,0,0.003,0.003,0.986,0.003,待观察,需人工复核
440450,0,62800,2,1,62800,无,103,0.767,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440451,0,27800,1,1,27800,无,100,0.76,0,0.003,0.003,0.321,0.003,薄档,高风险薄档
440452,0,47100,2,1,47100,无,108,0.759,0,0.003,0.003,0.988,0.003,薄档,高风险薄档
440455,0,47100,1,1,47100,无,93,0.753,0,0.003,0.003,0.986,0.003,薄档,高风险薄档
440456,0,94200,2,1,94200,无,98,0.714,0,0.003,0.003,0.035,0.003,待观察,需人工复核
440458,0,94200,2,1,94200,无,93,0.753,0,0.003,0.003,0.495,0.003,待观察,需人工复核
440459,0,47100,1,1,47100,无,97,0.763,0.038,0.003,0.003,0.956,0.035,薄档,高风险薄档
440460,0,47100,3,1,47100,无,95,0.768,0.019,0.003,0.003,0.561,0.43,薄档,高风险薄档
440461,0,122500,2,1,122500,无,99,0.768,0.019,0.003,0.003,0.067,0.003,待观察,需人工复核
440463,0,77800,3,1,77800,无,98,0.714,0,0.003,0.003,0.986,0.003,待观察,需人工复核
440465,0,62800,1,1,62800,无,90,0.756,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440466,0,40800,1,1,40800,无,90,0.756,0,0.003,0.003,0.003,0.57,薄档,高风险薄档
440467,0,78500,1,1,78500,无,106,0.745,0,0.003,0.003,0.526,0.003,待观察,需人工复核
440469,0,108800,3,1,108800,无,89,0.753,0,0.003,0.003,0.212,0.003,待观察,需人工复核
440471,0,77800,1,1,77800,无,90,0.744,0,0.003,0.003,0.765,0.13,待观察,需人工复核
440474,0,114700,2,1,114700,无,95,0.737,0,0.003,0.003,0.003,0.13,待观察,需人工复核
440475,0,43100,3,1,43100,无,93,0.753,0,0.087,0.003,0.904,0.003,薄档,高风险薄档
440477,0,47100,3,1,47100,无,99,0.768,0.019,0.003,0.003,0.987,0.003,薄档,高风险薄档
440479,0,68000,3,1,68000,无,92,0.761,0,0.015,0.938,0.015,0.015,待观察,需人工复核
440482,0,93400,3,1,93400,无,105,0.771,0.035,0.993,0.002,0.002,0.002,待观察,需人工复核
440483,0,108800,2,1,108800,无,91,0.758,0.02,0.003,0.003,0.986,0.003,待观察,需人工复核
440484,0,94200,2,1,94200,无,96,0.74,0,0.003,0.003,0.954,0.036,待观察,需人工复核
440485,0,47100,2,1,47100,无,97,0.763,0,0.003,0.003,0.003,0.003,薄档,高风险薄档
440486,0,78500,3,1,78500,无,94,0.766,0,0.003,0.003,0.035,0.003,待观察,需人工复核
440487,0,63000,2,1,63000,无,101,0.713,0,0.003,0.003,0.182,0.003,待观察,需人工复核
440488,0,47100,2,1,47100,无,104,0.712,0,0.003,0.003,0.177,0.264,薄档,高风险薄档
440490,0,93800,2,1,93800,无,96,0.729,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440492,0,67000,2,1,67000,无,101,0.713,0,0.003,0.003,0.954,0.003,待观察,需人工复核
440493,0,62200,1,1,62200,无,95,0.758,0,0.003,0.003,0.986,0.003,待观察,需人工复核
440494,0,81600,1,1,81600,无,92,0.761,0,0.003,0.003,0.988,0.003,待观察,需人工复核
440495,0,62800,1,1,62800,无,90,0.756,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440496,0,47100,3,1,47100,无,93,0.753,0,0.003,0.035,0.956,0.003,薄档,高风险薄档
440497,0,107200,1,1,107200,无,92,0.728,0,0.003,0.003,0.003,0.988,待观察,需人工复核
440498,0,47100,2,1,47100,无,101,0.762,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
440499,0,94200,3,1,94200,无,95,0.758,0.019,0.003,0.003,0.003,0.557,待观察,需人工复核
440500,0,78500,3,1,78500,无,95,0.726,0,0.003,0.003,0.397,0.561,待观察,需人工复核
440501,0,94200,2,1,94200,无,95,0.768,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440502,0,94200,2,1,94200,无,87,0.747,0,0.003,0.003,0.733,0.003,待观察,需人工复核
440503,0,53600,2,1,53600,无,95,0.737,0,0.003,0.003,0.38,0.003,待观察,需人工复核
440504,0,77800,2,1,77800,无,90,0.756,0,0.005,0.979,0.005,0.005,待观察,需人工复核
440505,0,94200,2,1,94200,无,91,0.758,0,0.015,0.938,0.015,0.015,待观察,需人工复核
440506,0,53600,2,1,53600,无,101,0.713,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440507,0,47100,2,1,47100,无,99,0.758,0,0.003,0.003,0.242,0.749,薄档,高风险薄档
440508,0,47100,1,1,47100,无,92,0.728,0,0.003,0.003,0.988,0.003,薄档,高风险薄档
440509,0,53600,3,1,53600,无,99,0.717,0,0.003,0.003,0.702,0.067,待观察,需人工复核
440511,0,93400,3,1,93400,无,93,0.753,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440512,0,94200,1,1,94200,无,100,0.71,0.018,0.003,0.003,0.765,0.003,待观察,需人工复核
440513,0,78500,1,1,78500,无,89,0.753,0,0.003,0.003,0.988,0.003,待观察,需人工复核
440515,0,62800,3,1,62800,无,91,0.758,0.02,0.003,0.003,0.003,0.003,待观察,需人工复核
440517,0,94200,2,1,94200,无,100,0.74,0.018,0.003,0.003,0.986,0.003,待观察,需人工复核
440518,0,94200,2,1,94200,无,92,0.75,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440519,0,94200,1,1,94200,无,93,0.731,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440520,0,94200,1,1,94200,无,95,0.737,0,0.003,0.003,0.926,0.065,待观察,需人工复核
440522,0,38900,2,1,38900,无,90,0.756,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
440523,0,62800,2,1,62800,无,101,0.713,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440531,0,93400,1,1,93400,无,98,0.735,0,0.003,0.003,0.087,0.904,待观察,需人工复核
440532,0,47100,3,1,47100,无,94,0.702,0,0.003,0.003,0.823,0.167,薄档,高风险薄档
440534,0,47100,1,1,47100,无,95,0.758,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
440535,0,107900,3,1,107900,无,93,0.763,0,0.001,0.089,0.352,0.556,待观察,需人工复核
440536,0,96600,3,1,96600,无,92,0.761,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440537,0,54900,1,1,54900,无,101,0.713,0,0.003,0.003,0.954,0.003,待观察,需人工复核
440538,0,78500,2,1,78500,无,103,0.709,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440539,0,78500,2,1,78500,无,93,0.753,0,0.002,0.002,0.002,0.002,待观察,需人工复核
440541,0,78500,1,1,78500,无,90,0.756,0,0.003,0.003,0.829,0.067,待观察,需人工复核
440546,0,94200,3,1,94200,无,93,0.753,0,0.002,0.002,0.208,0.002,待观察,需人工复核
440547,0,94200,2,1,94200,无,95,0.758,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440548,0,78500,2,1,78500,无,98,0.755,0,0.003,0.003,0.003,0.6,待观察,需人工复核
440549,0,62800,2,1,62800,无,90,0.756,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440550,0,170000,3,1,170000,无,103,0.767,0,0.002,0.093,0.902,0.002,待观察,需人工复核
440551,0,33900,2,1,33900,无,95,0.758,0,0.003,0.003,0.105,0.037,薄档,高风险薄档
440552,0,40800,3,1,40800,无,100,0.76,0,0.003,0.003,0.988,0.003,薄档,高风险薄档
440554,0,80400,2,1,80400,无,98,0.735,0,0.003,0.003,0.566,0.003,待观察,需人工复核
440555,0,89800,2,1,89800,无,98,0.735,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440556,0,53600,1,1,53600,无,101,0.733,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440557,0,47100,2,1,47100,无,101,0.752,0,0.003,0.003,0.692,0.298,薄档,高风险薄档
440562,0,41700,1,1,41700,无,92,0.761,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
440563,0,47100,2,1,47100,无,98,0.735,0,0.003,0.003,0.003,0.003,薄档,高风险薄档
440564,0,106100,2,1,106100,无,101,0.762,0,0.003,0.003,0.638,0.003,待观察,需人工复核
440565,0,66700,1,1,66700,无,90,0.756,0,0.002,0.035,0.779,0.051,待观察,需人工复核
440567,0,62800,2,1,62800,无,98,0.735,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440569,0,78500,3,1,78500,无,98,0.735,0,0.003,0.003,0.649,0.003,待观察,需人工复核
440570,0,78500,2,1,78500,无,95,0.768,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440571,0,68000,2,1,68000,无,91,0.758,0.02,0.003,0.003,0.003,0.036,待观察,需人工复核
440572,0,94200,2,1,94200,无,87,0.747,0,0.003,0.003,0.926,0.003,待观察,需人工复核
440573,0,108800,2,1,108800,无,90,0.756,0,0.003,0.003,0.988,0.003,待观察,需人工复核
440574,0,122500,2,1,122500,无,102,0.765,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440575,0,47100,2,1,47100,无,95,0.768,0,0.003,0.003,0.003,0.003,薄档,高风险薄档
440576,0,94200,1,1,94200,无,98,0.735,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440577,0,78500,1,1,78500,无,207,0.715,0.008,0.003,0.003,0.987,0.003,待观察,需人工复核
440583,0,95200,2,1,95200,无,103,0.767,0,0.003,0.003,0.956,0.003,待观察,需人工复核
440585,0,27800,2,1,27800,无,90,0.756,0,0.993,0.002,0.002,0.002,薄档,高风险薄档
440586,0,93400,2,1,93400,无,91,0.747,0,0.036,0.003,0.954,0.003,待观察,需人工复核
440587,0,78500,2,1,78500,无,90,0.756,0,0.003,0.003,0.465,0.003,待观察,需人工复核
440589,0,93800,1,1,93800,无,101,0.723,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440590,0,78500,1,1,78500,无,92,0.75,0,0.012,0.953,0.012,0.012,待观察,需人工复核
440591,0,62800,1,1,62800,无,98,0.735,0,0.993,0.002,0.002,0.002,待观察,需人工复核
440592,0,125600,1,1,125600,无,90,0.756,0,0.993,0.002,0.002,0.002,待观察,需人工复核
440593,0,47600,2,1,47600,无,93,0.753,0,0.012,0.953,0.012,0.012,薄档,高风险薄档
440594,0,27800,4,1,27800,无,101,0.762,0,0.003,0.003,0.003,0.554,薄档,高风险薄档
440595,0,27800,2,1,27800,无,92,0.761,0,0.003,0.003,0.856,0.003,薄档,高风险薄档
440596,0,47100,2,1,47100,无,95,0.705,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
440597,0,94200,2,1,94200,无,97,0.742,0,0.003,0.003,0.924,0.003,待观察,需人工复核
440598,0,31100,2,1,31100,无,88,0.75,0,0.003,0.003,0.856,0.003,薄档,高风险薄档
440599,0,94200,2,1,94200,无,109,0.725,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440600,0,64300,2,1,64300,无,106,0.717,0,0.003,0.003,0.067,0.003,待观察,需人工复核
440603,0,40200,1,1,40200,无,96,0.729,0,0.002,0.08,0.883,0.033,薄档,高风险薄档
440604,0,95200,2,1,95200,无,89,0.753,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440606,0,46700,1,1,46700,无,101,0.713,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
440607,0,78500,2,1,78500,无,97,0.763,0.038,0.003,0.003,0.988,0.003,待观察,需人工复核
440608,0,27800,2,1,27800,无,93,0.753,0,0.003,0.003,0.003,0.511,薄档,高风险薄档
440609,0,78500,2,1,78500,无,98,0.735,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440610,0,26800,2,1,26800,无,98,0.735,0,0.003,0.003,0.86,0.003,薄档,高风险薄档
440611,0,47100,1,1,47100,无,95,0.737,0,0.003,0.003,0.954,0.003,薄档,高风险薄档
440615,0,93800,2,1,93800,无,98,0.735,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440616,0,81600,2,1,81600,无,94,0.766,0,0.003,0.003,0.711,0.157,待观察,需人工复核
440617,0,47100,1,1,47100,无,99,0.737,0,0.003,0.003,0.988,0.003,薄档,高风险薄档
440618,0,80400,3,1,80400,无,101,0.713,0,0.036,0.003,0.954,0.003,待观察,需人工复核
440619,0,47100,2,1,47100,无,102,0.745,0,0.003,0.003,0.988,0.003,薄档,高风险薄档
440622,0,136000,3,1,136000,无,97,0.763,0.038,0.003,0.003,0.988,0.003,待观察,需人工复核
440623,0,78500,1,1,78500,无,90,0.756,0,0.003,0.003,0.102,0.003,待观察,需人工复核
440626,0,53600,3,1,53600,无,101,0.713,0,0.003,0.003,0.003,0.779,待观察,需人工复核
440628,0,78500,3,1,78500,无,97,0.763,0,0.003,0.003,0.036,0.003,待观察,需人工复核
440629,0,94200,3,1,94200,无,91,0.758,0,0.003,0.003,0.543,0.003,待观察,需人工复核
440630,0,70600,2,1,70600,无,95,0.758,0,0.003,0.003,0.702,0.289,待观察,需人工复核
440631,0,94200,2,1,94200,无,93,0.753,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440632,0,95200,1,1,95200,无,98,0.755,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440633,0,47100,2,1,47100,无,97,0.742,0,0.003,0.003,0.003,0.003,薄档,高风险薄档
440635,0,78500,2,1,78500,无,93,0.753,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440637,0,78500,2,1,78500,无,95,0.758,0,0.003,0.003,0.069,0.003,待观察,需人工复核
440639,0,47100,2,1,47100,无,95,0.758,0,0.003,0.003,0.988,0.003,薄档,高风险薄档
440640,0,78500,1,1,78500,无,107,0.71,0,0.035,0.003,0.956,0.003,待观察,需人工复核
440641,0,54900,2,1,54900,无,106,0.717,0.034,0.003,0.003,0.987,0.003,待观察,需人工复核
440642,0,67000,1,1,67000,无,95,0.737,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440651,0,93800,3,1,93800,无,100,0.74,0.036,0.003,0.003,0.924,0.035,待观察,需人工复核
440652,0,47100,2,1,47100,无,98,0.735,0,0.003,0.003,0.924,0.003,薄档,高风险薄档
440653,0,93400,2,1,93400,无,92,0.761,0,0.003,0.003,0.987,0.003,待观察,需人工复核
440661,0,46700,3,1,46700,无,99,0.768,0.019,0.003,0.003,0.321,0.352,薄档,高风险薄档
440662,0,107200,3,1,107200,无,95,0.737,0,0.993,0.002,0.002,0.002,待观察,需人工复核
440663,0,47100,1,1,47100,无,97,0.742,0,0.993,0.002,0.002,0.002,薄档,高风险薄档
440664,0,78500,2,1,78500,无,103,0.738,0,0.993,0.002,0.002,0.002,待观察,需人工复核
440665,0,47100,2,1,47100,无,93,0.753,0,0.003,0.003,0.856,0.134,薄档,高风险薄档
440666,0,59000,2,1,59000,无,98,0.735,0,0.003,0.003,0.003,0.13,待观察,需人工复核
440667,0,40800,3,1,40800,无,101,0.762,0,0.003,0.003,0.036,0.954,薄档,高风险薄档
440668,0,47100,3,1,47100,无,92,0.761,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
440669,0,93800,2,1,93800,无,108,0.722,0.033,0.003,0.003,0.003,0.003,待观察,需人工复核
440670,0,62200,3,1,62200,无,93,0.753,0,0.003,0.003,0.256,0.623,待观察,需人工复核
440671,0,27800,2,1,27800,无,91,0.758,0,0.003,0.003,0.093,0.481,薄档,高风险薄档
440672,0,47100,1,1,47100,无,99,0.717,0,0.003,0.003,0.032,0.959,薄档,高风险薄档
440673,0,55600,2,1,55600,无,90,0.756,0,0.003,0.003,0.061,0.322,待观察,需人工复核
440674,0,78500,2,1,78500,无,90,0.756,0,0.002,0.002,0.002,0.044,待观察,需人工复核
440675,0,80400,2,1,80400,无,96,0.74,0,0.002,0.002,0.933,0.002,待观察,需人工复核
440676,0,27800,3,1,27800,无,97,0.763,0,0.003,0.003,0.649,0.126,薄档,高风险薄档
440677,0,27800,2,1,27800,无,94,0.766,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
440678,0,94200,3,1,94200,无,102,0.765,0,0.002,0.002,0.002,0.992,待观察,需人工复核
440679,0,93400,2,1,93400,无,101,0.713,0,0.003,0.003,0.033,0.242,待观察,需人工复核
440680,0,78500,3,1,78500,无,105,0.771,0,0.003,0.003,0.86,0.003,待观察,需人工复核
440681,0,94200,2,1,94200,无,101,0.762,0,0.003,0.003,0.892,0.003,待观察,需人工复核
440682,0,156500,3,1,156500,无,206,0.757,0.009,0.003,0.003,0.988,0.003,待观察,需人工复核
440683,0,53600,1,1,53600,无,96,0.74,0,0.003,0.003,0.003,0.528,待观察,需人工复核
440685,0,94200,2,1,94200,无,95,0.758,0,0.003,0.003,0.003,0.481,待观察,需人工复核
440686,0,46300,3,1,46300,无,95,0.747,0,0.003,0.003,0.462,0.003,薄档,高风险薄档
440697,0,43000,1,1,43000,无,101,0.713,0,0.003,0.003,0.003,0.134,薄档,高风险薄档
440698,0,78500,2,1,78500,无,101,0.752,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440699,0,53600,2,1,53600,无,104,0.712,0,0.003,0.003,0.86,0.003,待观察,需人工复核
440707,0,47100,2,1,47100,无,98,0.745,0,0.035,0.003,0.003,0.003,薄档,高风险薄档
440708,0,30800,1,1,30800,无,90,0.756,0,0.003,0.003,0.988,0.003,薄档,高风险薄档
440709,0,62800,2,1,62800,无,100,0.74,0,0.003,0.003,0.003,0.003,待观察,需人工复核
440710,0,47100,2,1,47100,无,98,0.735,0,0.002,0.002,0.002,0.002,薄档,高风险薄档
440722,0,53600,1,1,53600,无,98,0.735,0,0.003,0.003,0.331,0.003,待观察,需人工复核
440724,0,62800,1,1,62800,无,94,0.766,0,0.002,0.002,0.291,0.002,待观察,需人工复核
440725,0,95200,2,1,95200,无,96,0.729,0,0.993,0.002,0.002,0.002,待观察,需人工复核
440726,0,94200,2,1,94200,无,90,0.756,0,0.993,0.002,0.002,0.002,待观察,需人工复核
455521,0,94200,2,1,94200,无,95,0.758,0,0.003,0.003,0.003,0.989,待观察,需人工复核
455847,0,56000,3,1,56000,无,91,0.758,0,0.002,0.002,0.002,0.002,待观察,需人工复核
455848,0,94200,2,1,94200,无,98,0.755,0,0.001,0.09,0.772,0.001,待观察,需人工复核
455850,0,78500,1,1,78500,无,92,0.761,0,0.015,0.938,0.015,0.015,待观察,需人工复核
455857,0,52900,1,1,52900,无,182,0.709,0.009,0.993,0.002,0.002,0.002,待观察,需人工复核
455894,0,93400,1,1,93400,无,96,0.729,0,0.993,0.002,0.002,0.002,待观察,需人工复核
456051,0,27800,2,1,27800,无,108,0.778,0,0.015,0.938,0.015,0.015,薄档,高风险薄档
456233,0,13500,2,1,13500,无,182,0.709,0.009,0.993,0.002,0.002,0.002,薄档,高风险薄档
456335,0,108800,3,1,108800,无,91,0.758,0,0.002,0.942,0.002,0.002,待观察,需人工复核
456337,0,94200,3,1,94200,无,146,0.747,0,0.008,0.968,0.008,0.008,待观察,需人工复核
456458,0,27800,2,1,27800,无,147,0.741,0,0.001,0.98,0.001,0.001,薄档,高风险薄档
456508,0,47100,2,1,47100,无,156,0.737,0,0.015,0.938,0.015,0.015,薄档,高风险薄档
457303,0,94200,3,1,94200,无,101,0.713,0,0.01,0.962,0.01,0.01,待观察,需人工复核
457674,0,95200,1,1,95200,无,100,0.76,0,0.076,0.903,0.007,0.007,待观察,需人工复核
457769,0,125600,1,1,125600,无,93,0.763,0,0.003,0.003,0.003,0.003,待观察,需人工复核
457986,0,39000,3,1,39000,无,93,0.645,0.064,0.001,0.076,0.772,0.15,薄档,高风险薄档
458127,0,94200,1,1,94200,无,93,0.763,0,0.004,0.945,0.004,0.043,待观察,需人工复核
473710,0,136000,3,1,136000,无,102,0.765,0,0.003,0.988,0.003,0.003,待观察,需人工复核
473711,0,61200,3,1,61200,无,90,0.744,0,0.022,0.911,0.022,0.022,待观察,需人工复核
473713,0,67000,3,1,67000,无,100,0.74,0.018,0.013,0.947,0.013,0.013,待观察,需人工复核
473714,0,67000,2,1,67000,无,103,0.718,0.018,0.088,0.888,0.008,0.008,待观察,需人工复核
473715,0,88400,2,1,88400,无,102,0.765,0,0.015,0.938,0.015,0.015,待观察,需人工复核
473716,0,62800,2,1,62800,无,98,0.735,0,0.013,0.947,0.013,0.013,待观察,需人工复核
473746,0,107200,1,1,107200,无,102,0.716,0.018,0.015,0.938,0.015,0.015,待观察,需人工复核
473747,0,107200,1,1,107200,无,104,0.721,0,0.995,0.001,0.001,0.001,待观察,需人工复核
473748,0,94200,2,1,94200,无,98,0.714,0,0.995,0.001,0.001,0.001,待观察,需人工复核
473749,0,80400,2,1,80400,无,95,0.705,0,0.003,0.003,0.829,0.003,待观察,需人工复核
473750,0,46700,3,1,46700,无,92,0.761,0.02,0.003,0.003,0.987,0.003,薄档,高风险薄档
473751,0,62800,3,1,62800,无,94,0.755,0,0.003,0.003,0.369,0.003,待观察,需人工复核
473764,0,54500,1,1,54500,无,102,0.716,0.018,0.071,0.003,0.003,0.003,待观察,需人工复核
473766,0,125600,3,1,125600,无,92,0.761,0.02,0.003,0.003,0.57,0.003,待观察,需人工复核
473767,0,114500,3,1,114500,无,101,0.762,0,0.003,0.003,0.212,0.779,待观察,需人工复核
473770,0,27800,1,1,27800,无,91,0.758,0.02,0.003,0.003,0.003,0.003,薄档,高风险薄档
473773,0,37500,2,1,37500,无,98,0.714,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
473774,0,94200,1,1,94200,无,91,0.758,0.02,0.003,0.003,0.069,0.003,待观察,需人工复核
473775,0,107200,1,1,107200,无,101,0.733,0,0.003,0.003,0.003,0.233,待观察,需人工复核
473845,0,47100,3,1,47100,无,109,0.725,0,0.087,0.003,0.848,0.031,薄档,高风险薄档
473847,0,47100,2,1,47100,无,98,0.755,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
473848,0,67000,1,1,67000,无,93,0.731,0,0.003,0.003,0.003,0.987,待观察,需人工复核
473851,0,136000,2,1,136000,无,102,0.765,0,0.003,0.003,0.172,0.82,待观察,需人工复核
473853,0,107200,2,1,107200,无,101,0.713,0,0.003,0.003,0.763,0.228,待观察,需人工复核
473854,0,40200,3,1,40200,无,98,0.714,0,0.003,0.003,0.987,0.003,薄档,高风险薄档
473855,0,36200,1,1,36200,无,98,0.714,0,0.003,0.003,0.003,0.003,薄档,高风险薄档
473856,0,80400,1,1,80400,无,103,0.738,0,0.003,0.003,0.988,0.003,待观察,需人工复核
473882,0,28000,1,1,28000,无,182,0.709,0.009,0.003,0.003,0.003,0.003,薄档,高风险薄档
473997,0,26800,1,1,26800,无,104,0.731,0,0.003,0.003,0.003,0.003,薄档,高风险薄档
473998,0,40200,2,1,40200,无,98,0.714,0,0.003,0.003,0.67,0.003,薄档,高风险薄档
473999,0,27800,2,1,27800,无,99,0.768,0.019,0.003,0.003,0.003,0.071,薄档,高风险薄档
474000,0,53600,2,1,53600,无,101,0.713,0,0.003,0.003,0.557,0.095,待观察,需人工复核
474001,0,49600,1,1,49600,无,101,0.733,0,0.003,0.003,0.134,0.003,薄档,高风险薄档
474003,0,94200,3,1,94200,无,99,0.768,0.019,0.003,0.003,0.834,0.095,待观察,需人工复核
474005,0,53600,2,1,53600,无,109,0.725,0,0.003,0.003,0.003,0.391,待观察,需人工复核
474006,0,78500,1,1,78500,无,92,0.761,0,0.003,0.003,0.954,0.036,待观察,需人工复核
474010,0,107200,3,1,107200,无,104,0.731,0,0.003,0.003,0.526,0.003,待观察,需人工复核
474011,0,47100,2,1,47100,无,101,0.762,0,0.003,0.003,0.228,0.228,薄档,高风险薄档
474012,0,81600,2,1,81600,无,92,0.761,0,0.003,0.003,0.987,0.003,待观察,需人工复核
474013,0,40200,2,1,40200,无,101,0.713,0,0.003,0.003,0.003,0.465,薄档,高风险薄档
474014,0,53600,2,1,53600,无,101,0.713,0,0.003,0.003,0.834,0.126,待观察,需人工复核
474015,0,41700,2,1,41700,无,98,0.735,0,0.003,0.003,0.134,0.003,薄档,高风险薄档
474016,0,136000,2,1,136000,无,101,0.752,0,0.003,0.003,0.134,0.856,待观察,需人工复核
474017,0,107200,3,1,107200,无,98,0.704,0,0.003,0.003,0.003,0.803,待观察,需人工复核
474018,0,93400,3,1,93400,无,94,0.755,0.019,0.003,0.003,0.13,0.003,待观察,需人工复核
474019,0,94200,2,1,94200,无,95,0.758,0,0.003,0.003,0.003,0.403,待观察,需人工复核
474020,0,41700,2,1,41700,无,93,0.763,0,0.003,0.003,0.638,0.003,薄档,高风险薄档
474021,0,94200,1,1,94200,无,89,0.753,0,0.003,0.003,0.987,0.003,待观察,需人工复核
474023,0,93400,3,1,93400,无,105,0.771,0,0.003,0.003,0.235,0.09,待观察,需人工复核
474024,0,94200,1,1,94200,无,92,0.761,0,0.003,0.003,0.003,0.003,待观察,需人工复核
474035,0,53600,2,1,53600,无,101,0.713,0,0.035,0.003,0.924,0.003,待观察,需人工复核
474037,0,30100,2,1,30100,无,96,0.729,0,0.003,0.003,0.13,0.003,薄档,高风险薄档
474038,0,125600,1,1,125600,无,95,0.758,0,0.003,0.003,0.003,0.003,待观察,需人工复核
474039,0,94200,2,1,94200,无,90,0.756,0,0.003,0.003,0.495,0.003,待观察,需人工复核
474040,0,47100,1,1,47100,无,93,0.753,0,0.003,0.003,0.988,0.003,薄档,高风险薄档
